37037	2900	20100	1	395	419	44	111	92	106	107	202	83	42	5	22	741	73	0	0	0	0	0	166	477	0	171
37037	2900	20100	2	1110	945	178	310	194	360	447	294	127	105	34	6	1752	230	53	0	0	13	7	488	1233	17	317
37037	2900	20100	3	634	700	88	120	77	339	336	190	107	48	29	0	1277	38	10	9	0	0	0	214	946	17	157
37037	2900	20100	4	494	673	60	142	118	112	327	184	106	42	76	0	876	291	0	0	0	0	0	223	681	17	246
37037	2900	20100	5	1395	1410	92	238	178	188	336	381	297	686	348	61	2465	290	16	34	0	0	0	376	1030	18	1381
37037	2900	20100	6	1138	1144	157	324	140	323	340	381	391	191	24	11	1743	387	0	30	0	122	0	490	1068	0	724
37037	2900	20200	1	875	806	159	256	226	193	258	212	139	181	40	17	1373	202	0	63	0	0	43	424	764	45	448
37037	2900	20200	2	663	624	60	120	160	152	195	188	200	102	94	16	1171	43	0	0	0	73	0	191	755	4	337
37037	2900	20200	3	654	820	115	220	164	241	189	339	97	42	46	21	1267	135	0	0	0	54	18	349	808	8	309
37037	2900	20200	4	938	902	113	220	148	258	369	270	162	169	90	41	1329	441	0	11	0	41	18	370	992	11	467
37037	2900	20300	1	804	900	107	301	141	202	311	247	162	164	64	5	1128	361	5	0	0	167	43	430	769	30	475
37037	2900	20300	2	511	466	50	128	136	84	199	142	52	128	52	6	644	284	7	17	0	11	14	191	491	19	276
37037	2900	20400	1	916	781	156	327	240	324	222	182	126	62	50	8	894	240	11	12	0	540	0	512	764	38	383
37037	2900	20400	2	1095	1047	99	232	340	457	256	252	202	125	134	45	743	824	0	0	0	575	0	342	1219	48	533
37037	2900	20400	3	1067	1169	197	350	280	401	377	253	135	130	102	11	1134	405	0	0	0	631	66	556	1112	48	520
37037	2900	20400	4	530	592	57	127	105	226	181	75	109	99	90	53	945	53	0	0	0	124	0	184	524	54	360
37037	2900	20400	5	469	535	19	85	125	74	136	181	127	160	56	41	702	190	0	0	0	52	60	108	489	20	387
37037	2900	20400	6	481	477	52	194	116	193	211	57	42	63	24	6	568	132	12	0	0	246	0	256	421	23	258
37037	2900	20500	1	572	494	67	132	117	178	141	161	118	58	82	12	918	99	26	0	0	12	11	222	532	21	291
37037	2900	20500	2	663	746	69	173	186	187	214	233	133	137	64	13	1174	235	0	0	0	0	0	299	702	46	362
37037	2900	20500	3	555	569	71	153	92	118	183	182	135	107	83	0	1077	18	0	0	0	29	0	238	596	25	265
37037	2900	20600	1	439	510	68	137	103	162	207	137	45	60	24	6	843	82	0	0	0	24	0	244	535	16	154
37037	2900	20600	2	961	924	75	255	216	229	260	387	208	138	104	13	1237	614	0	0	0	13	21	376	978	17	514
37037	2900	20600	3	579	613	41	134	118	122	199	210	129	126	85	28	930	231	0	12	0	5	14	175	623	7	387
37037	2900	20600	4	337	344	45	107	58	93	89	109	87	36	55	2	569	112	0	0	0	0	0	162	298	7	214
37037	2900	20700	1	1556	1878	199	388	241	422	577	460	231	189	531	196	3012	251	26	40	0	34	71	605	1573	17	1239
37037	2900	20700	2	613	569	97	117	95	205	206	165	129	124	37	7	964	183	18	0	0	12	5	214	605	42	321
37037	2900	20700	3	494	502	33	116	106	129	127	222	122	76	42	23	705	279	4	0	0	0	8	172	507	0	317
