37037	2900	20100	1	343	118	225	173	8	41	88	33	88	151	50	32	12	10	0	7	55	50	32	95	62	18	24	0	0
37037	2900	20100	2	836	308	528	505	24	18	215	74	215	270	159	152	20	20	0	63	83	111	47	132	287	67	46	0	0
37037	2900	20100	3	677	155	521	289	9	56	233	89	233	272	106	62	3	0	0	36	91	22	134	173	166	43	11	0	1
37037	2900	20100	4	485	109	376	241	10	76	108	50	108	199	78	62	38	0	0	114	10	58	67	63	115	47	11	0	0
37037	2900	20100	5	1290	196	1094	853	16	67	304	50	304	729	126	84	47	0	0	133	128	101	111	127	396	153	141	0	0
37037	2900	20100	6	909	241	668	612	39	46	143	69	143	475	147	59	54	17	14	99	115	46	67	105	135	93	249	0	0
37037	2900	20200	1	634	233	401	386	57	46	126	19	126	250	70	111	47	17	13	113	109	70	117	82	119	15	9	0	0
37037	2900	20200	2	538	144	373	326	17	41	96	37	96	229	117	61	8	0	6	69	28	94	53	84	98	69	22	21	0
37037	2900	20200	3	582	193	389	350	8	52	137	35	137	203	91	104	35	6	6	73	87	55	37	61	164	42	63	0	0
37037	2900	20200	4	766	193	530	474	18	39	173	19	173	269	156	76	31	7	11	126	75	51	66	102	209	84	10	43	0
37037	2900	20300	1	627	230	397	364	20	92	135	16	135	227	90	86	35	20	34	147	41	118	73	102	101	34	11	0	0
37037	2900	20300	2	389	112	277	200	29	39	87	34	87	123	107	48	24	0	0	70	42	88	46	31	95	0	17	0	0
37037	2900	20400	1	484	236	248	251	28	87	92	26	92	80	117	84	23	29	59	99	78	86	89	44	35	53	0	0	0
37037	2900	20400	2	878	241	637	352	97	136	250	43	250	283	130	76	103	36	0	166	165	187	171	81	91	8	9	0	0
37037	2900	20400	3	761	275	486	381	70	89	187	34	187	197	143	118	32	13	71	139	118	157	124	106	109	8	0	0	0
37037	2900	20400	4	493	126	236	256	19	7	63	17	63	145	66	37	42	9	0	35	34	40	51	66	96	21	19	131	0
37037	2900	20400	5	444	105	339	224	24	55	134	7	134	162	68	73	7	0	0	69	64	74	60	67	110	0	0	0	0
37037	2900	20400	6	283	124	159	164	0	23	70	26	70	59	54	29	18	29	24	69	60	25	40	21	56	12	0	0	0
37037	2900	20500	1	416	162	254	252	29	53	82	0	82	154	71	79	16	14	0	103	44	52	69	62	53	29	4	0	0
37037	2900	20500	2	562	176	386	355	28	41	124	14	124	204	124	57	38	15	0	132	67	59	98	107	84	15	0	0	0
37037	2900	20500	3	454	167	287	323	18	30	83	0	83	177	79	93	22	0	0	101	64	70	30	48	112	23	6	0	0
37037	2900	20600	1	391	108	248	195	11	57	78	15	78	119	91	64	0	0	4	47	34	48	39	78	84	26	0	35	0
