coefficient_name:S25	estimate:f8	standard_error:f8	sub_model_id:i4	t_statistic:f8
act_2_2	3.09316563606	0.603223562241	2	4.26076459885
blmz_2_1	-0.292296081781	0.110604159534	2	-2.64272236824
c750_2_1	0.272061109543	0.104573257267	2	2.60163187981
crit_2_1	-0.0666692703962	0.116169713438	2	-0.573895454407
dfre_2_1	1.55763626099	0.319082200527	2	4.88161420822
dmu_2_1	-0.515228629112	0.183962598443	2	-2.80072498322
dprd_2_1	-0.747779726982	0.374867022038	2	-1.99478662014
dres_2_1	-0.515655577183	0.168744429946	2	-3.05583763123
dwat_2_1	2.33618760109	0.696426749229	2	3.35453462601
gai_2_1	3.91670400859e-005	1.23455056382e-005	2	3.17257475853
hd1_2_1	-3.73304128647	0.869262993336	2	-4.29448986053
pcf_2_1	1.85469293594	0.482407212257	2	3.8446624279
phu_2_1	3.29929542542	0.201875001192	2	16.3432598114
ugl_2_1	0.538091778755	0.149011969566	2	3.61106419563
calibration_constant_2_1	-2.02591109276	0.0	2	0.0
act_3_2	-1.12424635887	0.544166862965	3	1.50735020638
act_3_3	-0.286467194557	0.535145521164	3	-2.47142863274
amps_3_1	2.04813098907	0.159536734223	3	12.8379898071
amps_3_2	0.885511815548	0.12233184278	3	7.23860454559
dloc_3_2	-0.599728524685	0.226682648063	3	-2.64567470551
dmu_3_1	-1.02159237862	0.177869215608	3	-5.74350309372
dnlr_3_1	0.894585549831	0.316507309675	3	2.82642936707
dpub_3_1	1.3453271389	0.22276237607	3	6.03929233551
dres_3_1	-0.932373464108	0.130082324147	3	-7.16756439209
dres_3_2	-0.292711406946	0.110069565475	3	-2.6593310833
mai_3_1	0.373353779316	0.294039160013	3	1.2697416544
pcri_3_1	-0.0205457545817	0.0712690427899	3	-0.288284420967
pes_3_1	-5.69661474228	0.351300299168	3	-16.2157974243
pes_3_2	-1.83610486984	0.272315114737	3	-6.74257421494
pgr_3_1	-1.31347942352	0.275306463242	3	-4.77097177505
pgr_3_2	-1.61076796055	0.221643790603	3	-7.26737260818
phu_3_1	3.41202163696	0.434093266726	3	7.86011171341
phu_3_2	1.32125020027	0.454167366028	3	2.90917038918
pmf_3_1	-2.8037071228	0.271575957537	3	-10.323841095
pmf_3_2	-3.01932239532	0.224549040198	3	-13.4461603165
pslp_3_1	-1.323605299	0.364708960056	3	-3.62920975685
calibration_constant_3_1	-4.46272993088	0.0	3	0.0
aai_5_1	0.000130984029965	2.15915188164e-005	5	6.06645727158
aai_5_2	0.000189229511307	1.99255682674e-005	5	9.49681854248
aai_5_3	0.000219331879634	1.30255930344e-005	5	16.8385334015
act_5_1	11.6096935272	1.05522739887	5	14.0917787552
