coefficient_name:S14	estimate:f8	standard_error:f8	sub_model_id:f8	t_statistic:f8
act_2_2	6.55984020233	0.468315273523	2.0	14.0073165894
amps_2_1	1.70516490936	0.197873875499	2.0	8.61743354797
c750_2_1	0.493134588003	0.122554436326	2.0	4.02380037308
cd1_2_1	0.756062448025	0.201875284314	2.0	3.74519562721
de_2_1	-0.456015884876	0.158809900284	2.0	-2.87145757675
dfre_2_1	2.03243947029	0.259071081877	2.0	7.84510374069
dres_2_1	-0.395720481873	0.182511568069	2.0	-2.16819405556
h450_2_1	-1.16354703903	0.306166410446	2.0	-3.8003745079
hai_2_1	0.000102402111224	1.34812917167e-005	2.0	7.59586811066
hd1_2_1	-4.11211490631	1.30422246456	2.0	-3.15292453766
pgr_2_1	-1.14490199089	0.258014291525	2.0	-4.4373588562
plu_2_1	-1.34286892414	0.36229622364	2.0	-3.70654964447
shei_2_1	4.40198659897	0.331594377756	2.0	13.2752151489
ugl_2_1	0.400023162365	0.134166479111	2.0	2.98154330254
act_3_3	7.16248559952	0.56802457571	3.0	12.6094646454
amps_3_2	1.94012153149	0.191319793463	3.0	10.1407260895
blmz_3_2	-0.189255267382	0.109080135822	3.0	-1.73501133919
c750_3_2	0.473559856415	0.166066884995	3.0	2.85162115097
dcbd_3_2	6.15681552887	0.498825848103	3.0	12.3426151276
dloc_3_2	-0.623449802399	0.28569355607	3.0	-2.18223261833
dnlr_3_2	-0.0858941823244	0.298089623451	3.0	-0.288148850203
hmps_3_2	1.90222835541	0.940039634705	3.0	2.0235619545
pcri_3_2	-0.157673045993	0.0801340192556	3.0	-1.96761679649
pfld_3_2	0.757266700268	0.175375014544	3.0	4.31798505783
pmu_3_2	2.24988913536	0.22255435586	3.0	10.1093912125
psg_3_2	0.404399365187	0.185902029276	3.0	2.17533588409
pwet_3_2	-0.98458981514	0.308380782604	3.0	-3.1927728653
ugl_3_2	0.432871699333	0.128986597061	3.0	3.35594320297
aai_5_6	-0.00015027547488	1.38206078191e-005	5.0	-10.873290062
aai_5_7	-0.000357754266588	9.88147512544e-005	5.0	-3.62045407295
act_5_2	4.11280822754	0.595306515694	5.0	6.90872383118
act_5_3	5.40815401077	0.429261952639	5.0	12.5987262726
act_5_5	5.30901956558	0.377507895231	5.0	14.0633335114
act_5_7	-0.481174737215	1.21151196957	5.0	-0.397168785334
amps_5_2	0.866525888443	0.144306600094	5.0	6.00475597382
blmz_5_3	0.281306952238	0.0870325118303	5.0	3.23220539093
blmz_5_6	0.594424426556	0.0972247868776	5.0	6.11391830444
cd1_5_2	0.629168331623	0.20623254776	5.0	3.05077123642
cd1_5_6	-0.822422862053	0.486498564482	5.0	-1.69049394131
dag_5_6	2.85198521614	0.241980358958	5.0	11.7860193253
dag_5_7	1.36767625809	0.335588216782	5.0	4.07545948029
dcbd_5_7	2.77110743523	1.03682768345	5.0	2.67267894745
dcri_5_6	5.07950592041	0.503167450428	5.0	10.0950603485
dcri_5_7	1.59736561775	0.792051434517	5.0	2.01674485207
dloc_5_2	-2.01666116714	0.263558477163	5.0	-7.65166473389
dloc_5_3	-1.5345736742	0.262874722481	5.0	-5.83766174316
dnlr_5_3	-1.57437181473	0.244870498776	5.0	-6.42940568924
dos_5_6	0.540106058121	0.0863521918654	5.0	6.25468826294
dprd_5_2	-0.743006408215	0.285143107176	5.0	-2.60573172569
dtim_5_6	-0.120609439909	0.180241987109	5.0	-0.669152855873
dwat_5_2	2.42984700203	0.538892567158	5.0	4.5089635849
dwet_5_7	3.11488938332	0.507803797722	5.0	6.13404130936
gmps_5_6	-2.85965919495	0.219117119908	5.0	-13.050825119
gmps_5_7	-4.68499565125	0.285304754972	5.0	-16.4210224152
h750_5_7	-1.34880852699	0.321837037802	5.0	-4.19096755981
hd1_5_3	3.67651748657	1.39950239658	5.0	2.62701773643
mai_5_7	0.000249896314926	0.000101433011878	5.0	2.46365857124
pcc_5_7	-2.56384372711	0.403514325619	5.0	-6.35378599167
pcri_5_6	1.92748522758	0.187259346247	5.0	10.293132782
pcri_5_7	0.36760994792	0.289529412985	5.0	1.26968085766
plu_5_2	2.15191888809	0.243940219283	5.0	8.8215007782
plu_5_3	3.09500217438	0.219355717301	5.0	14.1095123291
plu_5_6	-0.448231458664	0.294985383749	5.0	-1.51950395107
plu_5_7	-2.71581435204	0.426413744688	5.0	-6.36896514893
pmu_5_2	2.0047647953	0.211096182466	5.0	9.49692630768
pmu_5_6	-1.49020779133	0.474157810211	5.0	-3.14285182953
pmu_5_7	-4.55479764938	1.10960960388	5.0	-4.10486507416
psg_5_7	0.450791984797	0.0673201978207	5.0	6.69623661041
pstr_5_2	-1.32779276371	0.326041191816	5.0	-4.07246923447
pstr_5_6	1.23069512844	0.171622082591	5.0	7.17096042633
shei_5_2	-0.68965190649	0.209453478456	5.0	-3.29262566566
shei_5_7	1.28364336491	0.224019825459	5.0	5.73004341125
sslp_5_3	-1.40405189991	0.343841731548	5.0	-4.08342504501
tiv_5_7	-1.24978983402	0.124641485512	5.0	-10.0270776749
ugl_5_2	0.662466645241	0.100178413093	5.0	6.61286830902
aai_6_2	4.82881623611e-005	1.35900691021e-005	6.0	3.55319476128
aai_6_3	8.37694678921e-005	1.24044745462e-005	6.0	6.75316524506
aai_6_8	-0.000126426952193	5.81598069402e-005	6.0	-2.17378568649
act_6_2	10.8426923752	0.731054604053	6.0	14.8315763474
act_6_3	6.84405994415	0.617866039276	6.0	11.0769319534
act_6_6	5.70769166946	0.449669718742	6.0	12.6930751801
act_6_8	1.53232800961	1.02979624271	6.0	1.48799145222
amps_6_8	-4.67935419083	0.563698887825	6.0	-8.30115890503
blmz_6_8	-0.376167595387	0.110642872751	6.0	-3.39983582497
cd1_6_2	1.06915557384	0.282243430614	6.0	3.78806185722
crit_6_3	0.575622141361	0.316930741072	6.0	1.8162394762
dcbd_6_8	5.71739625931	0.916063725948	6.0	6.2412648201
dcri_6_2	0.751777648926	0.200794622302	6.0	3.74401283264
dcri_6_3	1.40410268307	0.62105768919	6.0	2.26082491875
dloc_6_2	-2.74924612045	0.269699454308	6.0	-10.1937398911
dloc_6_3	-2.01416563988	0.255501180887	6.0	-7.8831949234
dnlr_6_2	-0.742683887482	0.336430072784	6.0	-2.20754313469
dnlr_6_3	-0.716864466667	0.310723632574	6.0	-2.30708050728
dnlr_6_5	-0.64390283823	0.321673125029	6.0	-2.00173020363
dos_6_3	-0.44131013751	0.0934005454183	6.0	-4.72492027283
dprd_6_5	2.52711105347	0.306463032961	6.0	8.24605464935
dprd_6_8	1.3499199152	0.344708114862	6.0	3.91612458229
dpub_6_2	-1.31739473343	0.446019440889	6.0	-2.95367121696
dtim_6_2	2.60569477081	0.495219439268	6.0	5.26169729233
dtim_6_3	1.36085832119	0.363874673843	6.0	3.73990941048
dtim_6_8	-0.802913188934	0.191520959139	6.0	-4.192299366
fmps_6_2	-0.436682790518	0.108684442937	6.0	-4.01789617538
fmps_6_8	-0.840405523777	0.131827414036	6.0	-6.37504386902
mai_6_8	0.000180168033694	5.83096189075e-005	6.0	3.08985090256
pag_6_2	-3.12524724007	0.371433824301	6.0	-8.41400814056
pcc_6_2	-7.69104337692	1.64765965939	6.0	-4.66785907745
pcc_6_3	-2.7197496891	0.871031165123	6.0	-3.12244820595
pcf_6_2	-1.44867646694	0.244737461209	6.0	-5.91930818558
pcf_6_8	1.30394339561	0.184785172343	6.0	7.05653715134
pes_6_2	-3.08786392212	0.342602491379	6.0	-9.01296424866
pes_6_3	-1.14778792858	0.23454503715	6.0	-4.89367818832
pes_6_5	1.90086472034	0.248889237642	6.0	7.63739204407
pes_6_8	0.00390639202669	0.288911193609	6.0	0.0135210826993
pgr_6_2	-2.64744853973	0.256240576506	6.0	-10.3318862915
pgr_6_5	2.2419424057	0.165860131383	6.0	13.5170660019
plu_6_3	1.47932946682	0.260886102915	6.0	5.67040348053
psg_6_3	-1.16173124313	0.221785962582	6.0	-5.23807382584
pslp_6_2	-1.19573450089	0.29222035408	6.0	-4.09189319611
pslp_6_3	-0.855938255787	0.260040402412	6.0	-3.29155874252
pstr_6_2	-1.83458817005	0.304757386446	6.0	-6.01983165741
pstr_6_3	-0.907054424286	0.269490152597	6.0	-3.36581659317
pstr_6_8	-0.810893893242	0.219692364335	6.0	-3.69104266167
pub_6_2	-1.22011709213	0.335587859154	6.0	-3.63576054573
pwa_6_8	-3.44291806221	0.925731599331	6.0	-3.71913194656
shei_6_2	-0.278041005135	0.24415615201	6.0	-1.1387835741
shei_6_5	1.97493338585	0.201012566686	6.0	9.82492542267
shei_6_8	-0.036924213171	0.198073729873	6.0	-0.186416506767
tiv_6_8	-0.426993578672	0.112322188914	6.0	-3.80150699615
ugl_6_2	1.55074095726	0.111083477736	6.0	13.9601402283
ugl_6_3	0.442004233599	0.120238773525	6.0	3.67605400085
aai_7_2	7.4243384006e-005	1.66837398865e-005	7.0	4.45004463196
aai_7_3	7.22341574146e-005	1.47468645082e-005	7.0	4.89827203751
act_7_2	8.49390697479	0.911471664906	7.0	9.31889343262
act_7_3	7.4534907341	0.52520018816	7.0	14.1917133331
act_7_5	7.45274734497	0.437668383121	7.0	17.0282974243
act_7_7	5.76574420929	0.399423837662	7.0	14.4351530075
amps_7_8	-1.62774658203	0.59240180254	7.0	-2.74770689011
blmz_7_3	0.497390329838	0.123155526817	7.0	4.0387172699
blmz_7_8	-0.501279830933	0.135451033711	7.0	-3.70081949234
dcbd_7_2	-2.40784525871	0.641475915909	7.0	-3.75360202789
dloc_7_2	-4.74725580215	0.295212507248	7.0	-16.0808086395
dloc_7_3	-3.41083717346	0.279903113842	7.0	-12.1857776642
dnlr_7_2	-2.77499914169	0.388944357634	7.0	-7.13469457626
dnlr_7_3	-2.19753861427	0.359785735607	7.0	-6.10790920258
dnlr_7_5	-0.469621479511	0.348986208439	7.0	-1.34567344189
dos_7_3	-0.270600348711	0.102701947093	7.0	-2.63481235504
dos_7_8	1.0404073	0.119234390557	7.0	8.72573184967
dprd_7_8	5.04734563828	0.363917469978	7.0	13.8694791794
dpub_7_8	2.26565313339	0.378106862307	7.0	5.99209737778
dres_7_2	-0.48035427928	0.106312587857	7.0	-4.51832008362
dtim_7_2	2.98803973198	0.42168495059	7.0	7.08595275879
dtim_7_3	1.28330385685	0.341887593269	7.0	3.7535841465
dwet_7_2	1.98009097576	0.529494047165	7.0	3.73959064484
gai_7_5	0.000119784017443	1.43250354085e-005	7.0	8.36186504364
gmps_7_2	1.85718512535	0.818176567554	7.0	2.26990747452
gmps_7_3	1.02688348293	0.372850269079	7.0	2.75414443016
pag_7_2	-5.07705545425	1.44841754436	7.0	-3.50524306297
pcc_7_3	2.06916260719	0.867379546165	7.0	2.38553309441
pcc_7_5	2.72432661057	0.547844707966	7.0	4.97280788422
pcc_7_8	1.81802630424	0.547906219959	7.0	3.31813406944
pfld_7_2	1.23191046715	0.259575009346	7.0	4.74587488174
pgr_7_2	-2.28801202774	0.381103366613	7.0	-6.00365209579
plu_7_2	1.54594683647	0.325644552708	7.0	4.74734449387
plu_7_3	2.33412671089	0.304890990257	7.0	7.65561056137
psg_7_3	-0.478031694889	0.130533590913	7.0	-3.66213560104
psg_7_5	0.113249659538	0.0595232136548	7.0	1.9026132822
psg_7_8	-0.0131343463436	0.0576302334666	7.0	-0.22790722549
pslp_7_2	-1.21172451973	0.270644575357	7.0	-4.47718000412
pstr_7_2	-2.1540017128	0.411584466696	7.0	-5.23343801498
pub_7_2	-1.23353028297	0.187983393669	7.0	-6.56191110611
pub_7_3	-0.919864535332	0.191108256578	7.0	-4.81331634521
pub_7_5	-1.59828090668	0.123786687851	7.0	-12.91157341
pub_7_8	0.101012788713	0.302137464285	7.0	0.334327250719
tiv_7_2	0.937733411789	0.109691672027	7.0	8.54881095886
tiv_7_3	0.475170463324	0.134450793266	7.0	3.53415894508
ugl_7_2	1.43165516853	0.123966895044	7.0	11.5486898422
ugl_7_3	0.555057108402	0.131650537252	7.0	4.21614027023
ugl_7_8	-1.41835355759	0.252580791712	7.0	-5.61544513702
act_8_9	1.0	0.0	8.0	0.0
aai_10_3	8.82089370862e-005	1.27910725496e-005	10.0	6.89613294601
constant_10_3	6.27141714096	1.01330327988	10.0	6.18908214569
constant_10_30	6.25727653503	0.757003068924	10.0	8.26585388184
constant_10_5	6.1464548111	1.02561986446	10.0	5.99291706085
dag_10_5	0.957092940807	0.168559908867	10.0	5.67805814743
dag_10_6	2.83281707764	0.220291629434	10.0	12.8593950272
dcbd_10_3	2.21785187721	0.871280789375	10.0	2.54550766945
dcbd_10_5	2.11811828613	0.895847439766	10.0	2.36437392235
dfre_10_3	-1.88828885555	0.509153902531	10.0	-3.70867991447
dfre_10_5	-2.13380336761	0.503407657146	10.0	-4.23871850967
dfre_10_6	5.01842546463	0.556182682514	10.0	9.02298069
dloc_10_5	1.64755105972	0.329506009817	10.0	5.00006389618
dloc_10_6	3.91979837418	0.35715636611	10.0	10.9750204086
dnlr_10_3	-0.505423426628	0.320430517197	10.0	-1.57732617855
dnlr_10_5	1.9838796854	0.406262844801	10.0	4.88324165344
dnlr_10_6	5.06976890564	0.47013297677	10.0	10.7836914063
dres_10_3	0.673314094543	0.107436664402	10.0	6.26707935333
dtim_10_5	-0.749489963055	0.371550709009	10.0	-2.01719427109
dtim_10_6	0.585768342018	0.352764159441	10.0	1.66050982475
gmps_10_3	-0.562359333038	0.277101933956	10.0	-2.02943134308
gmps_10_5	-2.94107532501	0.277545630932	10.0	-10.5967273712
gmps_10_6	-0.513060450554	0.311439365149	10.0	-1.64738476276
h750_10_5	0.880312919617	0.223523214459	10.0	3.93835115433
pag_10_6	-3.14567613602	0.215795457363	10.0	-14.5771188736
pcc_10_5	-1.94075620174	0.581363201141	10.0	-3.33828520775
pcc_10_6	-1.5426762104	0.444085270166	10.0	-3.47382879257
pfld_10_5	-0.29073831439	0.079277575016	10.0	-3.66734623909
pfld_10_6	-0.205306470394	0.103258423507	10.0	-1.98827815056
plu_10_3	2.60271167755	0.287492364645	10.0	9.053150177
plu_10_5	1.36129570007	0.255150645971	10.0	5.33526277542
plu_10_6	-1.58537483215	0.327819257975	10.0	-4.836124897
pwa_10_6	2.12529826164	0.545197486877	10.0	3.89821720123
pwet_10_3	-0.419540554285	0.175909042358	10.0	-2.38498568535
shei_10_5	0.386436522007	0.131694421172	10.0	2.93434238434
sslp_10_3	-2.06566119194	0.770893216133	10.0	-2.67956852913
tiv_10_6	-0.872160613537	0.131366685033	10.0	-6.63913106918
ugl_10_6	-0.652194440365	0.227689251304	10.0	-2.86440587044
act_11_11	1.0	0.0	11.0	0.0
act_12_12	1.0	0.0	12.0	0.0
act_13_13	1.0	0.0	13.0	0.0
act_14_14	1.0	0.0	14.0	0.0
