coefficient_name:S12	estimate:f8	standard_error:f8	sub_model_id:f8	t_statistic:f8
ugl_6_2	1.07643425465	0.0942380204797	6.0	11.4225053787
ugl_6_8	-0.633395135403	0.226437106729	6.0	-2.79722332954
amps_7_8	-3.49784493446	0.351081848145	7.0	-9.96304702759
blmz_7_8	-1.33588504791	0.146163523197	7.0	-9.13966083527
constant_7_3	3.74258375168	0.674342155457	7.0	5.54997730255
constant_7_5	1.74805366993	0.369742065668	7.0	4.72776508331
constant_7_7	2.3168694973	0.0470967032015	7.0	49.1938781738
dag_7_5	-1.94830608368	0.263646602631	7.0	-7.3898396492
dcbd_7_3	-2.04864525795	0.625785946846	7.0	-3.27371573448
dcri_7_3	0.203414082527	0.168462902308	7.0	1.20747113228
dloc_7_3	-0.0144182024524	0.253673017025	7.0	-0.0568377450109
dnlr_7_3	-0.790985405445	0.273887604475	7.0	-2.88799262047
dos_7_5	0.499951809645	0.113697439432	7.0	4.39721250534
dpub_7_8	3.35693740845	0.362523645163	7.0	9.25991344452
dres_7_5	0.0385221540928	0.127663046122	7.0	0.301748663187
dtim_7_3	0.668310821056	0.278487354517	7.0	2.39978885651
dwat_7_8	1.86944925785	0.384246379137	7.0	4.86523580551
dwet_7_5	0.212170541286	0.368137210608	7.0	0.57633548975
gai_7_5	7.00202144799e-005	1.29822501549e-005	7.0	5.39353466034
pcc_7_8	1.17204117775	0.355537563562	7.0	3.29653263092
pfld_7_3	0.698022425175	0.214379370213	7.0	3.25601482391
pgr_7_3	0.945990979671	0.278335899115	7.0	3.39873862267
pgr_7_5	3.1056933403	0.262219369411	7.0	11.8438749313
plu_7_3	2.62046074867	0.180358111858	7.0	14.529209137
pmu_7_3	-1.64919888973	0.24296310544	7.0	-6.7878575325
psg_7_3	-0.429656714201	0.0853244811296	7.0	-5.03556203842
pslp_7_3	-0.493443548679	0.190308988094	7.0	-2.59285473824
pslp_7_8	0.192334756255	0.107852056623	7.0	1.78332018852
pub_7_8	0.952545762062	0.274133175611	7.0	3.47475552559
pwet_7_8	-0.478865623474	0.414990752935	7.0	-1.15391874313
shei_7_5	1.7113353014	0.168058127165	7.0	10.1829967499
shei_7_8	-0.844696760178	0.0929167792201	7.0	-9.09089565277
tiv_7_3	0.0491649471223	0.0851489156485	7.0	0.577399551868
act_8_9	1.0	0.0	8.0	0.0
aai_10_2	1.0	0.0	10.0	0.0
aai_10_3	1.0	0.0	10.0	0.0
act_10_10	1.0	0.0	10.0	0.0
act_10_2	1.0	0.0	10.0	0.0
act_10_3	1.0	0.0	10.0	0.0
act_10_5	1.0	0.0	10.0	0.0
cd1_10_2	1.0	0.0	10.0	0.0
dag_10_5	1.0	0.0	10.0	0.0
dag_10_6	1.0	0.0	10.0	0.0
dcbd_10_5	1.0	0.0	10.0	0.0
dcbd_10_6	1.0	0.0	10.0	0.0
dloc_10_5	1.0	0.0	10.0	0.0
dloc_10_6	1.0	0.0	10.0	0.0
dmu_10_2	1.0	0.0	10.0	0.0
dprd_10_2	1.0	0.0	10.0	0.0
dpub_10_6	1.0	0.0	10.0	0.0
dtim_10_5	1.0	0.0	10.0	0.0
dtim_10_6	1.0	0.0	10.0	0.0
fmps_10_6	1.0	0.0	10.0	0.0
gmps_10_2	1.0	0.0	10.0	0.0
gmps_10_5	1.0	0.0	10.0	0.0
gmps_10_6	1.0	0.0	10.0	0.0
h450_10_2	1.0	0.0	10.0	0.0
h450_10_3	1.0	0.0	10.0	0.0
h750_10_2	1.0	0.0	10.0	0.0
h750_10_3	1.0	0.0	10.0	0.0
mai_10_2	1.0	0.0	10.0	0.0
mai_10_3	1.0	0.0	10.0	0.0
mmps_10_6	1.0	0.0	10.0	0.0
pcc_10_5	1.0	0.0	10.0	0.0
pcc_10_6	1.0	0.0	10.0	0.0
pcf_10_2	1.0	0.0	10.0	0.0
pcf_10_6	1.0	0.0	10.0	0.0
pcri_10_2	1.0	0.0	10.0	0.0
pcri_10_5	1.0	0.0	10.0	0.0
pcri_10_6	1.0	0.0	10.0	0.0
pes_10_2	1.0	0.0	10.0	0.0
pfld_10_6	1.0	0.0	10.0	0.0
pgr_10_2	1.0	0.0	10.0	0.0
pgr_10_3	1.0	0.0	10.0	0.0
pgr_10_5	1.0	0.0	10.0	0.0
plu_10_2	1.0	0.0	10.0	0.0
plu_10_3	1.0	0.0	10.0	0.0
pmf_10_5	1.0	0.0	10.0	0.0
pmf_10_6	1.0	0.0	10.0	0.0
pmu_10_2	1.0	0.0	10.0	0.0
pmu_10_6	1.0	0.0	10.0	0.0
psg_10_2	1.0	0.0	10.0	0.0
psg_10_5	1.0	0.0	10.0	0.0
psg_10_6	1.0	0.0	10.0	0.0
pslp_10_2	1.0	0.0	10.0	0.0
pslp_10_3	1.0	0.0	10.0	0.0
pub_10_6	1.0	0.0	10.0	0.0
shei_10_2	1.0	0.0	10.0	0.0
tiv_10_5	1.0	0.0	10.0	0.0
tiv_10_6	1.0	0.0	10.0	0.0
ugl_10_2	1.0	0.0	10.0	0.0
act_11_11	1.0	0.0	11.0	0.0
act_12_12	1.0	0.0	12.0	0.0
act_13_13	1.0	0.0	13.0	0.0
act_14_14	1.0	0.0	14.0	0.0
