coefficient_name:S14	estimate:f8	standard_error:f8	sub_model_id:f8	t_statistic:f8
act_2_2	6.03490877151	0.415233522654	2.0	14.5337705612
blmz_2_1	-0.899311900139	0.148138940334	2.0	-6.07073259354
cd1_2_1	1.1149597168	0.159119203687	2.0	7.00707197189
dag_2_1	2.13310170174	0.326579928398	2.0	6.53163766861
dprd_2_1	1.77625656128	0.329120874405	2.0	5.39697313309
hai_2_1	-9.97147253656e-006	1.62851192727e-005	2.0	-0.612305760384
phu_2_1	5.53888511658	0.302861154079	2.0	18.2885284424
pmu_2_1	0.673729240894	0.226239487529	2.0	2.97794723511
tiv_2_1	0.874705433846	0.118388175964	2.0	7.38845252991
act_3_3	5.88479566574	0.513096213341	3.0	11.4691858292
blmz_3_1	-0.786065876484	0.121285393834	3.0	-6.4811258316
c750_3_1	0.966807484627	0.110160499811	3.0	8.77635383606
c750_3_2	0.397508859634	0.102683164179	3.0	3.87121748924
dloc_3_1	-0.563909709454	0.34211730957	3.0	-1.64829337597
dloc_3_2	-0.264284849167	0.265816479921	3.0	-0.99423801899
dnlr_3_2	0.351346313953	0.268136143684	3.0	1.31032800674
dprd_3_1	-0.975438177586	0.379371494055	3.0	-2.57119512558
dpub_3_2	1.48016154766	0.198288500309	3.0	7.46468687057
dres_3_1	-0.88235771656	0.135604649782	3.0	-6.5068397522
dres_3_2	-0.254357635975	0.10911051929	3.0	-2.33119249344
dtim_3_1	1.62565982342	0.709041833878	3.0	2.29275584221
dtim_3_2	4.65358543396	0.573763847351	3.0	8.11062812805
gmps_3_1	0.863308608532	0.299539774656	3.0	2.88211679459
h450_3_2	0.66904759407	0.177491426468	3.0	3.76946425438
mmps_3_1	0.606957137585	0.187009692192	3.0	3.24559187889
pfld_3_1	-0.65063637495	0.211434960365	3.0	-3.07724118233
phu_3_1	4.66313028336	0.390575408936	3.0	11.9391288757
phu_3_2	1.81965374947	0.39710304141	3.0	4.58232116699
pmf_3_1	-0.373840808868	0.28572383523	3.0	-1.30839908123
pmf_3_2	-0.676461935043	0.217954054475	3.0	-3.10369062424
pmu_3_1	0.974546015263	0.260230511427	3.0	3.74493360519
pmu_3_2	2.33886861801	0.18825955689	3.0	12.4236383438
pslp_3_1	-2.09873962402	0.396280199289	3.0	-5.29610013962
