coefficient_name:S25	estimate:f8	standard_error:f8	sub_model_id:i4	t_statistic:f8
act_2_2	6.64762687683	0.43346196413	2	14.0881881714
blmz_2_1	-0.8954667449	0.1489585042	2	-6.01151800156
cd1_2_1	1.11008656025	0.159242421389	2	6.97104787827
dag_2_1	1.75820875168	0.332667887211	2	5.28517723083
dprd_2_1	1.58551347256	0.332277357578	2	4.77165651321
hai_2_1	-8.45360409585e-005	2.035289981e-005	2	-4.15351343155
phu_2_1	6.54132890701	0.371027827263	2	17.6302909851
pmu_2_1	0.570379734039	0.228708341718	2	2.49391746521
tiv_2_1	0.836927950382	0.118711538613	2	7.05009794235
calibration_constant_2_1	-2.28005647659	0.0	2	0.0
act_3_3	6.70700216293	0.513096213341	3	11.4691858292
blmz_3_1	-0.786065876484	0.121285393834	3	-6.4811258316
c750_3_1	0.966807484627	0.110160499811	3	8.77635383606
c750_3_2	0.397508859634	0.102683164179	3	3.87121748924
dloc_3_1	-0.563909709454	0.34211730957	3	-1.64829337597
dloc_3_2	-0.264284849167	0.265816479921	3	-0.99423801899
dnlr_3_2	0.351346343756	0.268136173487	3	1.31032800674
dprd_3_1	-0.97543823719	0.379371494055	3	-2.571195364
dpub_3_2	1.48016154766	0.198288500309	3	7.46468687057
dres_3_1	-0.88235771656	0.135604649782	3	-6.5068397522
dres_3_2	-0.254357635975	0.109110526741	3	-2.33119249344
dtim_3_1	1.62565982342	0.709041833878	3	2.29275584221
dtim_3_2	4.65358543396	0.573763847351	3	8.11062812805
gmps_3_1	0.863308608532	0.299539774656	3	2.88211679459
h450_3_2	0.669047653675	0.177491426468	3	3.76946473122
mmps_3_1	0.606957137585	0.187009692192	3	3.24559187889
pfld_3_1	-0.650636434555	0.211434960365	3	-3.07724142075
phu_3_1	4.66313028336	0.390575379133	3	11.9391298294
phu_3_2	1.81965363026	0.397103011608	3	4.58232164383
pmf_3_1	-0.373840779066	0.285723805428	3	-1.30839908123
pmf_3_2	-0.676461935043	0.217954054475	3	-3.10369062424
pmu_3_1	0.974546015263	0.260230511427	3	3.74493360519
pmu_3_2	2.33886861801	0.188259571791	3	12.4236373901
pslp_3_1	-2.09873962402	0.396280199289	3	-5.29610013962
pslp_3_2	-1.76614367962	0.298863947392	3	-5.90952396393
pwa_3_1	-3.3931825161	0.979163646698	3	-3.46538853645
shei_3_1	2.2792570591	0.320978194475	3	7.10097169876
tiv_3_1	0.867263913155	0.111246116459	3	7.79590272903
ugl_3_1	0.550492525101	0.170942172408	3	3.22034358978
calibration_constant_3_1	-3.74229073524	0.0	3	0.0
calibration_constant_3_2	-1.06698894501	0.0	3	0.0
aai_5_2	5.41475274076e-005	3.28592432197e-005	5	1.64786291122
aai_5_3	3.1596460758e-005	2.85314999928e-005	5	1.10742378235
aai_5_6	-4.55908375443e-005	1.90682130778e-005	5	-2.39093399048
aai_5_7	-7.41465264582e-005	1.9611830794e-005	5	-3.78070402145
act_5_1	-2.05618333817	1.09379601479	5	1.53916919231
act_5_2	5.13415241241	0.747387170792	5	9.64609718323
act_5_3	4.24245977402	0.686118364334	5	8.48890209198
act_5_5	7.17275571823	0.49728217721	5	11.9952726364
amps_5_1	0.649012863636	0.196746453643	5	3.29872703552
amps_5_2	0.329668223858	0.153659105301	5	2.14545202255
amps_5_7	-0.0939404666424	0.132238715887	5	-0.710385501385
cd1_5_1	0.348608851433	0.143401533365	5	2.43099808693
cd1_5_3	0.412656217813	0.171496436	5	2.40620875359
cd1_5_7	1.25012505054	0.212305963039	5	5.88831806183
dag_5_1	1.30717682838	0.433374553919	5	3.01627492905
dag_5_6	2.73125362396	0.286226034164	5	9.54229640961
dag_5_7	3.4586224556	0.344711512327	5	10.0333824158
dcri_5_1	2.14697408676	0.802025198936	5	2.67694091797
de_5_1	0.54295951128	0.153974503279	5	3.52629494667
de_5_2	0.466959029436	0.115483567119	5	4.04351043701
de_5_3	0.280927598476	0.109804607928	5	2.55843186378
