sub_model_id	t_statistic	estimate	coefficient_name	standard_error
1	0.0	1.0	act_1_1	0.0
2	18.486366272	4.24045324326	act_2_2	0.0883207246661
2	24.9100780487	5.03780508041	phu_2_1	0.202239647508
2	0.0	1.50627779961	calibration_constant_2_1	0.0
3	-10.3424081802	0.945047736168	act_3_2	0.160569787025
3	-9.41759872437	0.919156432152	act_3_3	0.15990409255
3	-9.94308853149	-2.47366929054	plu_3_1	0.248782783747
3	0.942922115326	0.239641845226	plu_3_2	0.254148095846
3	0.0	1.51329541206	calibration_constant_3_1	0.0
4	0.0	1.0	act_4_2	0.0
5	-0.00279565970413	2.60759878159	act_5_2	0.0447407215834
5	-0.0018152310513	2.42498779297	act_5_3	0.0447295680642
5	-0.0106835439801	2.20144462585	act_5_5	0.0450030043721
5	3.4929959774	2.25758647919	act_5_6	0.0981993153691
5	3.77551007271	0.510172128677	pgr_5_2	0.135126680136
5	0.0	1.50877845287	calibration_constant_5_7	0.0
6	-1.70378928033e-006	2.18367433548	act_6_2	248886.15625
6	-2.26873294196e-006	1.86041283607	act_6_3	248886.15625
6	2.90714433504e-006	2.92547345161	act_6_5	248886.15625
6	3.78034746973e-006	2.85445356369	act_6_6	248886.15625
6	25.4589538574	5.35725927353	plu_6_2	0.210427299142
6	26.0927009583	5.67435264587	plu_6_3	0.217468962073
6	7.13183879852	1.52902364731	plu_6_5	0.214394018054
7	0.0115943411365	2.60825538635	act_7_2	0.045833196491
7	0.0138597683981	2.42571115494	act_7_3	0.0463256649673
7	0.0102883120999	2.20239424706	act_7_5	0.0455673225224
7	-14.1002054214	-0.675574421883	act_7_7	0.154916375875
7	-16.5087375641	-1.94782567024	pcf_7_5	0.117987558246
7	0.0	1.50877845287	calibration_constant_7_8	0.0
8	0.0	1.0	act_8_9	0.0
10	-13.5753803253	0.121030092239	act_10_10	0.0511662438512
10	-11.1212978363	1.91251564026	act_10_2	0.0625114291906
10	-19.0712833405	1.00635230541	act_10_3	0.0743902176619
10	-12.2052679062	1.44071853161	act_10_5	0.0623670816422
10	12.5761156082	2.08552002907	plu_10_3	0.165831819177
10	1.40668702126	0.230031967163	plu_10_5	0.163527473807
10	-18.2327041626	-3.88054919243	plu_10_6	0.212834537029
10	0.0	1.91457676888	calibration_constant_10_6	0.0
11	0.0	1.0	act_11_11	0.0
12	0.0	1.0	act_12_12	0.0
13	0.0	1.0	act_13_13	0.0
14	0.0	1.0	act_14_14	0.0
