coefficient_name:S25	estimate:f8	standard_error:f8	sub_model_id:i4	t_statistic:f8
act_2_2	7.11288928986	0.560184657574	2	11.756729126
c750_2_1	0.291948586702	0.0908782854676	2	3.21252298355
di_2_1	0.775017499924	0.279038965702	2	2.77745270729
dloc_2_1	0.684914469719	0.258152931929	2	2.65313458443
dos_2_1	0.571206629276	0.190375506878	2	3.00042080879
dtim_2_1	4.83728742599	0.598208963871	2	8.08628368378
hai_2_1	-9.94686415652e-005	1.87683945114e-005	2	-5.29979467392
hd1_2_1	-2.45838117599	0.691069245338	2	-3.55735874176
hmps_2_1	-1.99297642708	0.275161623955	2	-7.24292993546
pfld_2_1	-0.701266348362	0.237038180232	2	-2.95845317841
pgr_2_1	1.82385349274	0.303276538849	2	6.0138297081
phu_2_1	4.47214365005	0.42735388875	2	10.4647312164
plu_2_1	-3.14087796211	0.309691488743	2	-10.141957283
shei_2_1	1.65193033218	0.20315463841	2	8.13139343262
calibration_constant_2_1	-2.02986502647	0.0	2	0.0
act_3_2	2.71205544472	0.753910601139	3	6.80458498001
act_3_3	8.66368484497	0.812978625298	3	8.99599075317
amps_3_2	-0.262946456671	0.149514615536	3	-1.75866723061
c750_3_1	0.293563187122	0.073332041502	3	4.00320482254
dag_3_2	-0.774078130722	0.181899026036	3	-4.25553750992
de_3_2	0.026659309864	0.0899842232466	3	0.296266496181
dpub_3_1	1.66101717949	0.229154035449	3	7.24847459793
dpub_3_2	0.638823330402	0.162450417876	3	3.93242025375
dtim_3_1	0.807791829109	0.522562325001	3	1.54582870007
gai_3_2	-2.93699413305e-005	7.51699872126e-006	3	-3.9071366787
gmps_3_1	1.66436815262	0.263250946999	3	6.32236337662
hai_3_1	-0.000142779696034	2.90745720122e-005	3	-4.91080999374
hai_3_2	-7.89055848145e-005	2.78753450402e-005	3	-2.83065867424
hd1_3_1	-7.78735589981	0.589176118374	3	-13.2173652649
pcf_3_2	-0.700322031975	0.217468991876	3	-3.22033047676
pfld_3_1	-0.74255502224	0.177224010229	3	-4.18992328644
pfld_3_2	-0.324121981859	0.123019650578	3	-2.63471722603
pgr_3_1	0.168980360031	0.210377648473	3	0.803223907948
phu_3_1	6.93862199783	0.668028235435	3	10.3867197037
phu_3_2	2.98592925072	0.625938296318	3	4.77032518387
plu_3_1	-2.6423368454	0.323734492064	3	-8.16204929352
pmf_3_2	-1.53929316998	0.163623929024	3	-9.40750598907
pmu_3_1	4.71878862381	0.281846374273	3	16.7424144745
pmu_3_2	2.39204668999	0.162110924721	3	14.7556171417
pslp_3_1	-1.16006529331	0.235949471593	3	-4.91658353806
pwa_3_1	-1.90800702572	0.529747009277	3	-3.60173249245
shei_3_1	2.52241206169	0.353997021914	3	7.12551784515
shei_3_2	1.3550542593	0.243136510253	3	5.57322406769
ugl_3_2	0.201928958297	0.0816107317805	3	2.47429418564
calibration_constant_3_1	-4.03750085831	0.0	3	0.0
aai_5_3	1.06375591713e-005	2.18267214223e-005	5	0.487364053726
act_5_1	1.97330546379	0.827505409718	5	6.48831510544
act_5_2	2.78542852402	0.736108422279	5	7.38482952118
act_5_3	2.84193611145	0.565375804901	5	7.98339605331
act_5_5	7.85973358154	0.47019687295	5	14.722536087
c750_5_1	0.221102505922	0.0834225937724	5	2.65039110184
crit_5_1	-1.30696725845	0.379365265369	5	-3.44514203072
