coefficient_name:S9	estimate:f8	standard_error:f8	sub_model_id:f8	t_statistic:f8
act_2_2	6.44825696945	0.534090936184	2.0	12.0733318329
c750_2_1	0.304000169039	0.0907292515039	2.0	3.35063028336
di_2_1	0.73880147934	0.282373458147	2.0	2.61639857292
dloc_2_1	0.786896646023	0.257636338472	2.0	3.054292202
dos_2_1	0.581297636032	0.1887935251	2.0	3.07901263237
dtim_2_1	5.93930149078	0.582489192486	2.0	10.1964149475
hai_2_1	1.98153065867e-005	1.57975919137e-005	2.0	1.2543245554
hd1_2_1	-2.42459869385	0.688091516495	2.0	-3.52365732193
hmps_2_1	-1.87924468517	0.274417221546	2.0	-6.8481297493
pfld_2_1	-0.667393565178	0.232850164175	2.0	-2.86619329453
pgr_2_1	1.93313932419	0.300905108452	2.0	6.42441511154
phu_2_1	2.65823698044	0.37737429142	2.0	7.04403305054
plu_2_1	-3.0477514267	0.307459115982	2.0	-9.91270446777
shei_2_1	1.60962879658	0.198580980301	2.0	8.10565471649
act_3_2	4.77467346191	0.714589893818	3.0	6.68169736862
act_3_3	7.057076931	0.802284955978	3.0	8.79622268677
amps_3_2	-0.23989546299	0.149634853005	3.0	-1.60320580006
c750_3_1	0.315018594265	0.0736065506935	3.0	4.27976322174
dag_3_2	-0.755496740341	0.182515278459	3.0	-4.13936185837
de_3_2	0.157092988491	0.0753626748919	3.0	2.08449316025
dpub_3_1	1.81730115414	0.22870233655	3.0	7.94614171982
dpub_3_2	0.68121868372	0.162619158626	3.0	4.18904304504
dtim_3_1	1.33686578274	0.518181979656	3.0	2.57991552353
gai_3_2	-3.37953970302e-005	7.61151204642e-006	3.0	-4.44003725052
gmps_3_1	1.74737882614	0.26479190588	3.0	6.59906435013
hai_3_1	2.50834218605e-005	3.64225452358e-005	3.0	0.688678443432
hai_3_2	-5.28129057784e-005	3.7003588659e-005	3.0	-1.42723739147
hd1_3_1	-7.90897035599	0.591763317585	3.0	-13.3650903702
pcf_3_2	-0.70006108284	0.212945401669	3.0	-3.28751444817
pfld_3_1	-0.764471590519	0.17606112361	3.0	-4.34208059311
pfld_3_2	-0.289749503136	0.122839599848	3.0	-2.35876297951
pgr_3_1	0.401308208704	0.205806776881	3.0	1.9499270916
phu_3_1	3.9419939518	0.364785969257	3.0	10.8063201904
phu_3_2	1.68057882786	0.319192200899	3.0	5.26510000229
plu_3_1	-2.14296746254	0.324603974819	3.0	-6.60179042816
pmf_3_2	-1.67984116077	0.166191890836	3.0	-10.107840538
pmu_3_1	5.1122045517	0.280479043722	3.0	18.2266902924
pmu_3_2	2.31527876854	0.160807549953	3.0	14.3978233337
pslp_3_1	-1.17842888832	0.235935255885	3.0	-4.99471282959
pwa_3_1	-2.08802700043	0.679117083549	3.0	-3.07462000847
shei_3_1	2.75208425522	0.349609375	3.0	7.87188339233
shei_3_2	1.55550134182	0.243092551827	3.0	6.39880275726
ugl_3_2	0.222445622087	0.0818500369787	3.0	2.71772170067
aai_5_3	4.07512561651e-005	1.34166157295e-005	5.0	3.03737235069
act_5_1	8.41331577301	0.825825929642	5.0	10.1877593994
act_5_2	6.57295084	0.742673039436	5.0	8.85039615631
act_5_3	4.6844086647	0.569066405296	5.0	8.23174381256
act_5_5	6.90699052811	0.47121566534	5.0	14.6578121185
c750_5_1	0.247816488147	0.0841666907072	5.0	2.94435358047
crit_5_1	-1.31382501125	0.378169625998	5.0	-3.47416853905
dag_5_2	-0.975096583366	0.179931208491	5.0	-5.41927433014
dcri_5_1	-2.75619649887	0.734254598618	5.0	-3.75373411179
dcri_5_2	0.176405027509	0.168716996908	5.0	1.04556763172
dloc_5_1	-0.948846340179	0.28029447794	5.0	-3.38517665863
dmu_5_2	-0.43294942379	0.130520537496	5.0	-3.31709814072
dnlr_5_1	1.1066879034	0.379660338163	5.0	2.91494202614
dres_5_2	-0.223395079374	0.0935743674636	5.0	-2.38735342026
dtim_5_2	-1.67178142071	0.501076698303	5.0	-3.33637833595
dtim_5_6	4.79002571106	0.527302324772	5.0	9.0840215683
dwat_5_1	3.79457235336	0.671197772026	5.0	5.65343427658
dwat_5_2	2.00840067863	0.527641892433	5.0	3.80637073517
dwet_5_3	0.639288842678	0.257557421923	5.0	2.48212170601
gai_5_1	9.44750499912e-005	1.67235757544e-005	5.0	5.64921331406
gai_5_6	-6.91106906743e-005	1.16492574307e-005	5.0	-5.93262624741
gmps_5_3	0.834855318069	0.262238889933	5.0	3.18356800079
h450_5_1	1.02042603493	0.340633571148	5.0	2.99567079544
h750_5_1	-0.904577791691	0.310671210289	5.0	-2.91168856621
hai_5_1	0.000197710032808	2.81472111965e-005	5.0	7.02414274216
hai_5_2	0.000109543172584	2.76373684756e-005	5.0	3.96358919144
hd1_5_1	-6.15992879868	0.776150047779	5.0	-7.93651819229
pcf_5_6	2.56906080246	0.306392341852	5.0	8.38487243652
pfld_5_2	-0.230933666229	0.109952814877	5.0	-2.10029792786
pgr_5_2	1.16187131405	0.231851816177	5.0	5.01126670837
pgr_5_3	0.805724680424	0.286552399397	5.0	2.81178832054
phu_5_1	0.915784537792	0.333034753799	5.0	2.74981665611
phu_5_2	1.64708065987	0.286896795034	5.0	5.74102163315
plu_5_1	-4.55079221725	0.259811997414	5.0	-17.515712738
plu_5_3	1.65874373913	0.258881866932	5.0	6.40733861923
pmf_5_2	-0.966802120209	0.234011545777	5.0	-4.1314291954
pmf_5_6	5.0531334877	0.212403982878	5.0	23.7902011871
pmu_5_1	4.11510181427	0.231646761298	5.0	17.7645549774
pmu_5_2	3.89837384224	0.242227450013	5.0	16.0938568115
pmu_5_3	1.63518738747	0.196858495474	5.0	8.30640983582
psg_5_1	-0.355368822813	0.122208617628	5.0	-2.90788674355
pslp_5_1	-1.24771487713	0.344095140696	5.0	-3.62607526779
pstr_5_1	-1.19538974762	0.414042651653	5.0	-2.88711738586
pstr_5_2	-0.956141293049	0.299116015434	5.0	-3.19655656815
pub_5_1	-0.59555721283	0.134152635932	5.0	-4.43940019608
shei_5_1	-0.51566016674	0.209454461932	5.0	-2.46192026138
ugl_5_3	-0.311022460461	0.0902154669166	5.0	-3.44755148888
aai_6_3	7.90651247371e-005	1.04470345832e-005	6.0	7.56818819046
act_6_	4.94513845444	0.667431771755	6.0	7.40920448303
act_6_2	8.73298931122	0.498765349388	6.0	17.5092144012
act_6_3	8.588306427	0.517993927002	6.0	16.5799369812
act_6_6	5.41949319839	0.231519296765	6.0	23.4083862305
c450_6_1	0.641366899014	0.126614943147	6.0	5.06549119949
c750_6_2	0.305134862661	0.0857785195112	6.0	3.55724096298
dc_6_1	2.66040277481	0.473736077547	6.0	5.61579084396
dcri_6_1	0.818998336792	0.196794882417	6.0	4.16168498993
de_6_1	-0.779762506485	0.152166366577	6.0	-5.12440776825
dfre_6_1	0.76150393486	0.391064316034	6.0	1.94726014137
di_6_1	2.83231306076	0.483740746975	6.0	5.85502290726
dloc_6_1	-2.95567893982	0.29495716095	6.0	-10.0207061768
dloc_6_2	-1.4301058054	0.271669149399	6.0	-5.26414489746
