coefficient_name:S25	estimate:f8	standard_error:f8	sub_model_id:i4	t_statistic:f8
aai_2_1	3.64959526062	0.653527140617	2	5.58445882797
act_2_2	2.70256400108	0.657671570778	2	3.23322582245
dnlr_2_1	-1.44277834892	0.295320093632	2	-4.88547325134
dres_2_1	-0.199291780591	0.108137987554	2	-1.84293961525
mai_2_1	-2.47452902794	0.523276865482	2	-4.72890949249
phu_2_1	2.8597433567	0.287864327431	2	9.93434429169
pslp_2_1	-0.941615223885	0.376972407103	2	-2.49783587456
calibration_constant_2_1	-1.5069783926	0.0	2	0.0
act_3_2	-2.47587871552	0.355516970158	3	-4.82120037079
act_3_3	2.40944862366	0.211344704032	3	7.06138801575
amps_3_1	0.913889169693	0.14168100059	3	6.45032978058
blmz_3_1	-0.26755169034	0.0943264365196	3	-2.8364443779
dag_3_1	-0.719882965088	0.214547455311	3	-3.35535550117
dc_3_1	0.967091977596	0.254662364721	3	3.79754567146
dloc_3_2	-0.886090457439	0.226454913616	3	-3.9128780365
dos_3_1	0.673560142517	0.110360391438	3	6.1032781601
h450_3_1	-14272.5478516	2420.69067383	3	-5.89606428146
phu_3_1	3.79819273949	0.39163762331	3	9.69823265076
phu_3_2	1.97921705246	0.442408770323	3	4.47372913361
plu_3_2	2.59425139427	0.261471390724	3	9.92174053192
pmf_3_1	-0.937497913837	0.216474384069	3	-4.33075666428
pmu_3_1	2.38231754303	0.230034589767	3	10.3563451767
pmu_3_2	3.9378092289	0.21142873168	3	18.6247596741
pslp_3_1	-1.3463075161	0.289714068174	3	-4.64702177048
ugl_3_1	0.48945710063	0.109242752194	3	4.48045396805
calibration_constant_3_1	-3.44496750832	0.0	3	0.0
act_5_1	-0.0108685493469	0.755776703358	5	4.60698652267
act_5_2	1.71245884895	0.832040369511	5	4.60919904709
act_5_3	5.69404554367	0.72208660841	5	8.96461963654
act_5_5	2.7375638485	0.386028200388	5	4.17023611069
act_5_6	3.3492398262	0.391389429569	5	7.62192440033
amps_5_6	-0.385033577681	0.0944057628512	5	-4.07849645615
dag_5_1	-0.77105474472	0.199848875403	5	-3.85818910599
