from_id	to_id	variable_name	coefficient_name
2	1	hai	hai_2_1
2	1	dag	dag_2_1
2	2	constant	act_2_2
2	1	blmz	blmz_2_1
2	1	pmu	pmu_2_1
2	1	tiv	tiv_2_1
2	1	dprd	dprd_2_1
2	1	cd1	cd1_2_1
2	1	phu	phu_2_1
3	1	pmu	pmu_3_1
3	2	pmu	pmu_3_2
3	3	constant	act_3_3
3	2	dpub	dpub_3_2
3	1	ugl	ugl_3_1
3	2	dnlr	dnlr_3_2
3	1	pfld	pfld_3_1
3	1	shei	shei_3_1
3	1	pmf	pmf_3_1
3	2	pmf	pmf_3_2
3	1	mmps	mmps_3_1
3	1	blmz	blmz_3_1
3	1	dloc	dloc_3_1
3	2	dloc	dloc_3_2
3	1	dtim	dtim_3_1
3	2	dtim	dtim_3_2
3	2	h450	h450_3_2
3	1	dres	dres_3_1
3	2	dres	dres_3_2
3	1	dprd	dprd_3_1
3	1	pwa	pwa_3_1
3	1	phu	phu_3_1
3	2	phu	phu_3_2
3	1	gmps	gmps_3_1
3	1	c750	c750_3_1
3	2	c750	c750_3_2
3	1	pslp	pslp_3_1
3	2	pslp	pslp_3_2
3	1	tiv	tiv_3_1
5	7	pwet	pwet_5_7
5	1	pmu	pmu_5_1
5	2	pmu	pmu_5_2
5	6	pmu	pmu_5_6
5	7	pmu	pmu_5_7
5	1	sslp	sslp_5_1
5	2	sslp	sslp_5_2
5	3	sslp	sslp_5_3
5	6	sslp	sslp_5_6
5	1	constant	act_5_1
5	2	constant	act_5_2
5	3	constant	act_5_3
5	5	constant	act_5_5
5	1	dpub	dpub_5_1
5	2	dpub	dpub_5_2
5	1	ugl	ugl_5_1
5	2	dnlr	dnlr_5_2
5	3	dnlr	dnlr_5_3
5	2	aai	aai_5_2
5	3	aai	aai_5_3
5	6	aai	aai_5_6
5	7	aai	aai_5_7
5	1	dtim	dtim_5_1
5	2	dtim	dtim_5_2
5	3	dtim	dtim_5_3
5	6	pwa	pwa_5_6
5	1	shei	shei_5_1
5	2	shei	shei_5_2
5	6	shei	shei_5_6
5	6	hai	hai_5_6
5	1	dloc	dloc_5_1
5	2	dloc	dloc_5_2
5	3	dloc	dloc_5_3
5	1	pcri	pcri_5_1
5	1	pes	pes_5_1
5	6	pes	pes_5_6
5	7	pes	pes_5_7
5	1	fmps	fmps_5_1
5	2	fmps	fmps_5_2
5	7	fmps	fmps_5_7
5	1	dcri	dcri_5_1
5	1	h750	h750_5_1
5	2	h750	h750_5_2
5	7	h750	h750_5_7
5	3	plu	plu_5_3
5	6	plu	plu_5_6
5	1	dag	dag_5_1
5	6	dag	dag_5_6
5	7	dag	dag_5_7
5	2	pstr	pstr_5_2
5	3	pstr	pstr_5_3
5	6	pstr	pstr_5_6
5	7	h450	h450_5_7
5	3	dres	dres_5_3
5	1	de	de_5_1
5	2	de	de_5_2
5	3	de	de_5_3
5	1	pub	pub_5_1
5	1	dprd	dprd_5_1
5	7	dprd	dprd_5_7
5	1	cd1	cd1_5_1
5	3	cd1	cd1_5_3
5	7	cd1	cd1_5_7
5	1	amps	amps_5_1
5	2	amps	amps_5_2
5	7	amps	amps_5_7
5	1	phu	phu_5_1
5	3	phu	phu_5_3
5	6	phu	phu_5_6
5	7	phu	phu_5_7
5	1	dwat	dwat_5_1
5	7	dwat	dwat_5_7
5	7	pcf	pcf_5_7
5	3	dwet	dwet_5_3
5	1	dos	dos_5_1
5	1	tiv	tiv_5_1
6	1	pwet	pwet_6_1
6	2	pwet	pwet_6_2
6	3	pwet	pwet_6_3
