coefficient_name:S25	estimate:f8	standard_error:f8	sub_model_id:i4	t_statistic:f8
act_2_2	7.31938457489	0.666490197182	2	10.1488418579
blmz_2_1	-0.207102879882	0.127031385899	2	-1.63032841682
c750_2_1	0.618836045265	0.107800126076	2	5.7405872345
cd1_2_1	0.619560599327	0.178380653262	2	3.47324991226
dcbd_2_1	1.09851169586	0.306932598352	2	3.57899975777
dprd_2_1	0.0411132089794	0.356851935387	2	0.115210831165
dtim_2_1	2.75962305069	0.564020752907	2	4.89276885986
h750_2_1	-0.951848864555	0.236523061991	2	-4.02433872223
hai_2_1	-7.47291342122e-005	2.17115612031e-005	2	-3.44190526009
hd1_2_1	-2.66750001907	0.788843691349	2	-3.38153171539
hmps_2_1	-1.3294699192	0.342307299376	2	-3.88384914398
pgr_2_1	0.587436676025	0.332317084074	2	1.76769924164
phu_2_1	6.08887910843	0.485518991947	2	12.5409698486
pwa_2_1	-3.37197208405	0.928695738316	2	-3.63086843491
shei_2_1	1.72604882717	0.22546698153	2	7.65543937683
calibration_constant_2_1	-2.29459857941	0.0	2	0.0
act_3_2	4.85144901276	0.442255526781	3	13.1975097656
act_3_3	7.02520179749	0.420607566833	3	14.4276752472
amps_3_1	0.946791648865	0.155382826924	3	6.09328365326
blmz_3_1	-0.617264926434	0.113988421857	3	-5.41515445709
c750_3_1	0.851775228977	0.0959251001477	3	8.87958621979
dloc_3_2	-0.761835992336	0.224032625556	3	-3.40055823326
dmu_3_1	-0.578522503376	0.167050674558	3	-3.46315574646
dnlr_3_1	1.28588795662	0.305313527584	3	4.21169662476
dprd_3_1	0.388609707355	0.339727580547	3	1.14388620853
dres_3_1	-1.03362751007	0.139269694686	3	-7.42176914215
dtim_3_1	2.49315738678	0.407398283482	3	6.1197052002
dwet_3_1	4.26049661636	0.357060730457	3	11.9321346283
gai_3_2	-2.12965878745e-005	1.00260504041e-005	3	-2.12412524223
h750_3_1	-0.205834269524	0.190431624651	3	-1.0808827877
hd1_3_1	-5.0343208313	1.00182461739	3	-5.02515172958
hmps_3_1	-2.10490775108	0.444674551487	3	-4.73359155655
pag_3_1	-0.249170780182	0.257423400879	3	-0.967941462994
pcc_3_2	-9.27526283264	3.49563097954	3	-2.65338730812
pgr_3_1	0.0985100492835	0.206728890538	3	0.476518064737
phu_3_1	7.45288848877	0.591051697731	3	12.6095371246
phu_3_2	2.43283843994	0.529872834682	3	4.59136295319
pmf_3_1	-1.3532538414	0.246908083558	3	-5.48080015182
pmf_3_2	-1.1560959816	0.223601639271	3	-5.170337677
