coefficient_name:S25	from_id:i4	to_id:i4	variable_name:S19
pmu_6_3	6	3	land_cover.pmu
pmu_6_5	6	5	land_cover.pmu
act_6_	6	1	land_cover.constant
act_6_2	6	2	land_cover.constant
act_6_3	6	3	land_cover.constant
act_6_6	6	6	land_cover.constant
ugl_6_3	6	3	land_cover.ugl
ugl_6_5	6	5	land_cover.ugl
dnlr_6_3	6	3	land_cover.dnlr
dtim_6_2	6	2	land_cover.dtim
dtim_6_3	6	3	land_cover.dtim
pwa_6_3	6	3	land_cover.pwa
shei_6_5	6	5	land_cover.shei
c450_6_1	6	1	land_cover.c450
pgr_6_1	6	1	land_cover.pgr
pgr_6_2	6	2	land_cover.pgr
pgr_6_3	6	3	land_cover.pgr
pgr_6_5	6	5	land_cover.pgr
pstr_6_1	6	1	land_cover.pstr
dloc_6_1	6	1	land_cover.dloc
dloc_6_2	6	2	land_cover.dloc
dloc_6_3	6	3	land_cover.dloc
pcri_6_2	6	2	land_cover.pcri
pes_6_3	6	3	land_cover.pes
dcri_6_1	6	1	land_cover.dcri
plu_6_1	6	1	land_cover.plu
plu_6_2	6	2	land_cover.plu
plu_6_3	6	3	land_cover.plu
di_6_1	6	1	land_cover.di
dres_6_1	6	1	land_cover.dres
de_6_1	6	1	land_cover.de
dc_6_1	6	1	land_cover.dc
pub_6_2	6	2	land_cover.pub
pub_6_3	6	3	land_cover.pub
dprd_6_1	6	1	land_cover.dprd
gai_6_2	6	2	land_cover.gai
gai_6_3	6	3	land_cover.gai
gai_6_5	6	5	land_cover.gai
c750_6_2	6	2	land_cover.c750
phu_6_1	6	1	land_cover.phu
dfre_6_1	6	1	land_cover.dfre
aai_6_3	6	3	land_cover.aai
pmf_6_2	6	2	land_cover.pmf
dmu_6_1	6	1	land_cover.dmu
dos_6_1	6	1	land_cover.dos
dos_6_2	6	2	land_cover.dos
pslp_6_1	6	1	land_cover.pslp
pslp_6_2	6	2	land_cover.pslp
pslp_6_3	6	3	land_cover.pslp
tiv_6_2	6	2	land_cover.tiv
act_7_7	7	7	land_cover.constant
dpub_7_3	7	3	land_cover.dpub
blmz_7_3	7	3	land_cover.blmz
dloc_7_3	7	3	land_cover.dloc
ugl_7_3	7	3	land_cover.ugl
aai_7_3	7	3	land_cover.aai
psg_7_3	7	3	land_cover.psg
pmf_7_3	7	3	land_cover.pmf
pgr_7_3	7	3	land_cover.pgr
pag_7_3	7	3	land_cover.pag
tiv_7_3	7	3	land_cover.tiv
act_8_9	8	9	land_cover.constant
act_10_5	10	5	land_cover.constant
act_10_10	10	10	land_cover.constant
dpub_10_3	10	3	land_cover.dpub
dpub_10_5	10	5	land_cover.dpub
ugl_10_3	10	3	land_cover.ugl
ugl_10_5	10	5	land_cover.ugl
dnlr_10_5	10	5	land_cover.dnlr
pfld_10_5	10	5	land_cover.pfld
pmf_10_3	10	3	land_cover.pmf
pgr_10_3	10	3	land_cover.pgr
pgr_10_5	10	5	land_cover.pgr
blmz_10_3	10	3	land_cover.blmz
dloc_10_3	10	3	land_cover.dloc
pcf_10_5	10	5	land_cover.pcf
dtim_10_5	10	5	land_cover.dtim
plu_10_3	10	3	land_cover.plu
dag_10_5	10	5	land_cover.dag
h450_10_3	10	3	land_cover.h450
psg_10_3	10	3	land_cover.psg
psg_10_5	10	5	land_cover.psg
pub_10_3	10	3	land_cover.pub
pub_10_5	10	5	land_cover.pub
pwa_10_3	10	3	land_cover.pwa
gmps_10_5	10	5	land_cover.gmps
dwat_10_5	10	5	land_cover.dwat
h750_10_3	10	3	land_cover.h750
aai_10_3	10	3	land_cover.aai
act_11_11	11	11	land_cover.constant
act_12_12	12	12	land_cover.constant
act_13_13	13	13	land_cover.constant
act_14_14	14	14	land_cover.constant
calibration_constant_2_1	2	1	constant
calibration_constant_3_1	3	1	constant
calibration_constant_5_6	5	6	constant
calibration_constant_6_5	6	5	constant
calibration_constant_7_3	7	3	constant
calibration_constant_10_3	10	3	constant
