coefficient_name:S25	estimate:f8	standard_error:f8	sub_model_id:i4	t_statistic:f8
act_2_2	3.18014955521	0.583147823811	2	4.55661058426
blmz_2_1	-0.293249905109	0.110611729324	2	-2.65116453171
c750_2_1	0.274780780077	0.104430727661	2	2.63122534752
dfre_2_1	1.56428694725	0.31829354167	2	4.91460466385
dmu_2_1	-0.503416955471	0.182380691171	2	-2.76025366783
dprd_2_1	-0.748222112656	0.374546587467	2	-1.99767434597
dres_2_1	-0.503726065159	0.167198300362	2	-3.01274633408
dwat_2_1	2.4103102684	0.683838188648	2	3.52467918396
gai_2_1	3.86647152482e-005	1.22869141705e-005	2	3.1468205452
hd1_2_1	-3.73120570183	0.869992375374	2	-4.28877973557
pcf_2_1	1.85409903526	0.482547342777	2	3.84231519699
phu_2_1	3.29643702507	0.201829224825	2	16.3328037262
ugl_2_1	0.538222014904	0.148896500468	2	3.61473917961
calibration_constant_2_1	-2.02591109276	0.0	2	0.0
act_3_2	-1.10311508179	0.539333999157	3	1.56003749371
act_3_3	-0.265620231628	0.530859589577	3	-2.45211172104
amps_3_1	2.05137062073	0.159109279513	3	12.8928413391
amps_3_2	0.885449707508	0.122329436243	3	7.23823928833
dloc_3_2	-0.599865198135	0.22664514184	3	-2.6467154026
dmu_3_1	-1.01453149319	0.175860315561	3	-5.76896190643
dnlr_3_1	0.895431101322	0.316424757242	3	2.82983899117
dpub_3_1	1.34575033188	0.222757413983	3	6.04132699966
dres_3_1	-0.929233431816	0.129716873169	3	-7.16355085373
dres_3_2	-0.292970508337	0.110069021583	3	-2.66169810295
mai_3_1	0.376627296209	0.29401949048	3	1.28096032143
pes_3_1	-5.69880056381	0.351174533367	3	-16.2278289795
pes_3_2	-1.83617413044	0.272242426872	3	-6.74462890625
pgr_3_1	-1.31221628189	0.275286495686	3	-4.76672935486
pgr_3_2	-1.61028540134	0.221576049924	3	-7.2674164772
phu_3_1	3.40654373169	0.433450937271	3	7.85912179947
phu_3_2	1.32209265232	0.454157412052	3	2.91108894348
pmf_3_1	-2.80421805382	0.27161949873	3	-10.3240671158
pmf_3_2	-3.01998758316	0.224525749683	3	-13.4505176544
pslp_3_1	-1.34157037735	0.359699308872	3	-3.72969961166
calibration_constant_3_1	-4.46272993088	0.0	3	0.0
aai_5_1	0.000129648833536	2.15506461245e-005	5	6.01600694656
aai_5_2	0.000188761303434	1.98634061235e-005	5	9.50296783447
aai_5_3	0.000218983113882	1.30245416585e-005	5	16.8131141663
act_5_1	12.1253128052	1.0415648222	5	14.7716684341
act_5_2	14.9024963379	0.966318249702	5	17.8806285858
act_5_3	15.9531393051	0.946006119251	5	18.4031677246
act_5_5	17.3528423309	0.939818739891	5	17.2055130005
act_5_6	14.7920217514	0.941150605679	5	15.8555011749
amps_5_1	0.720298171043	0.140837982297	5	5.11437416077
amps_5_2	0.78281378746	0.126421362162	5	6.1921005249
blmz_5_1	-0.399706810713	0.110928840935	5	-3.60327219963
blmz_5_2	-0.39894798398	0.105581901968	5	-3.77856421471
c750_5_1	0.385674059391	0.0890970379114	5	4.32869672775
dag_5_2	-0.467654138803	0.186716482043	5	-2.50462174416
dag_5_3	-0.770142793655	0.182205840945	5	-4.22677326202
dag_5_7	5.02162790298	0.543273746967	5	9.24327373505
dcbd_5_7	12.3542938232	1.27033233643	5	9.72524547577
dfre_5_7	-2.3381383419	0.618219912052	5	-3.78204965591
dloc_5_1	-0.869042158127	0.273812264204	5	-3.17386126518
dos_5_1	0.511606156826	0.110306866467	5	4.63802623749
dres_5_1	-0.438322395086	0.137366876006	5	-3.19088864326
dres_5_2	-0.283805936575	0.1164085567	5	-2.43801617622
dwat_5_1	1.71670794487	0.603229165077	5	2.8458635807
gai_5_3	2.76640057564e-005	2.12179384107e-005	5	1.30380272865
gai_5_7	-6.04124288657e-005	2.15137024497e-005	5	-2.8080906868
gmps_5_3	0.496891200542	0.165100976825	5	3.00961995125
h750_5_2	0.481321066618	0.185781538486	5	2.59079051018
pcf_5_7	3.27967834473	0.18312869966	5	17.9091453552
pes_5_2	9.80300617218	3.37830209732	5	2.90175533295
pgr_5_2	-9.75561237335	3.39679002762	5	-2.87200927734
phu_5_2	-1.01436662674	0.241747677326	5	-4.19597244263
phu_5_3	-2.65457773209	0.420250386	5	-6.31665754318
phu_5_6	-4.93511676788	0.967103600502	5	-5.10298681259
pmf_5_1	-3.27254247665	0.226683497429	5	-14.4366149902
pmf_5_2	-3.02112412453	0.237082630396	5	-12.7429161072
pmf_5_6	2.68595576286	0.146630764008	5	18.3178195953
pslp_5_1	-1.81671488285	0.307485938072	5	-5.90828609467
pslp_5_2	-1.06710147858	0.21190585196	5	-5.0357336998
pslp_5_3	-1.10217905045	0.170356720686	5	-6.46983003616
pub_5_1	-0.673310160637	0.128664851189	5	-5.23305416107
pwet_5_1	-0.624799191952	0.217017710209	5	-2.87902402878
ugl_5_1	1.47529804707	0.115565352142	5	12.7659196854
ugl_5_2	0.318549871445	0.101483166218	5	3.13894295692
calibration_constant_5_7	-0.540231108665	0.0	5	0.0
aai_6_1	0.000197697925614	1.93129035324e-005	6	10.2365722656
