from_id	to_id	variable_name	coefficient_name
2	1	hai	hai_2_1
2	2	constant	act_2_2
2	1	hd1	hd1_2_1
2	1	blmz	blmz_2_1
2	1	dtim	dtim_2_1
2	1	pwa	pwa_2_1
2	1	dcbd	dcbd_2_1
2	1	shei	shei_2_1
2	1	dprd	dprd_2_1
2	1	pgr	pgr_2_1
2	1	cd1	cd1_2_1
2	1	c750	c750_2_1
2	1	hmps	hmps_2_1
2	1	h750	h750_2_1
2	1	phu	phu_2_1
3	2	pmu	pmu_3_2
3	2	constant	act_3_2
3	3	constant	act_3_3
3	1	ugl	ugl_3_1
3	2	ugl	ugl_3_2
3	1	dnlr	dnlr_3_1
3	1	dtim	dtim_3_1
3	1	pmf	pmf_3_1
3	2	pmf	pmf_3_2
3	1	pgr	pgr_3_1
3	1	pstr	pstr_3_1
3	2	pstr	pstr_3_2
3	1	hd1	hd1_3_1
3	1	blmz	blmz_3_1
3	2	dloc	dloc_3_2
3	1	pag	pag_3_1
3	2	pcc	pcc_3_2
3	1	h750	h750_3_1
3	1	dres	dres_3_1
3	1	dprd	dprd_3_1
3	2	gai	gai_3_2
3	1	c750	c750_3_1
3	1	hmps	hmps_3_1
3	1	phu	phu_3_1
3	2	phu	phu_3_2
3	1	dwet	dwet_3_1
3	1	dmu	dmu_3_1
3	1	amps	amps_3_1
3	1	pslp	pslp_3_1
3	2	pslp	pslp_3_2
3	1	tiv	tiv_3_1
5	7	pwet	pwet_5_7
5	2	pmu	pmu_5_2
5	2	constant	act_5_2
5	3	constant	act_5_3
5	5	constant	act_5_5
5	6	constant	act_5_6
5	2	dpub	dpub_5_2
5	7	dpub	dpub_5_7
5	2	ugl	ugl_5_2
5	2	dnlr	dnlr_5_2
5	3	dnlr	dnlr_5_3
5	7	pfld	pfld_5_7
5	2	shei	shei_5_2
5	2	pmf	pmf_5_2
5	6	pmf	pmf_5_6
5	7	pmf	pmf_5_7
5	6	pgr	pgr_5_6
5	2	crit	crit_5_2
5	6	crit	crit_5_6
5	2	pstr	pstr_5_2
5	3	blmz	blmz_5_3
5	2	dloc	dloc_5_2
5	3	dloc	dloc_5_3
5	3	pcri	pcri_5_3
5	6	pcri	pcri_5_6
5	6	pes	pes_5_6
5	2	dcri	dcri_5_2
5	6	dcri	dcri_5_6
5	2	pcc	pcc_5_2
5	7	pcc	pcc_5_7
5	2	pcf	pcf_5_2
5	7	pcf	pcf_5_7
5	2	dtim	dtim_5_2
5	3	dtim	dtim_5_3
5	7	dtim	dtim_5_7
5	3	plu	plu_5_3
5	6	plu	plu_5_6
5	7	plu	plu_5_7
5	6	dag	dag_5_6
5	7	psg	psg_5_7
5	2	dprd	dprd_5_2
5	6	pwa	pwa_5_6
5	3	mai	mai_5_3
5	7	gmps	gmps_5_7
5	6	h750	h750_5_6
5	2	aai	aai_5_2
5	6	aai	aai_5_6
5	7	aai	aai_5_7
5	2	amps	amps_5_2
5	7	tiv	tiv_5_7
6	2	pmu	pmu_6_2
6	8	pmu	pmu_6_8
6	2	constant	act_6_2
6	3	constant	act_6_3
6	5	constant	act_6_5
6	6	constant	act_6_6
6	2	ugl	ugl_6_2
6	8	ugl	ugl_6_8
6	2	dnlr	dnlr_6_2
6	3	dnlr	dnlr_6_3
6	2	dtim	dtim_6_2
6	3	dtim	dtim_6_3
6	2	c450	c450_6_2
6	3	c450	c450_6_3
6	5	c450	c450_6_5
6	2	pgr	pgr_6_2
6	5	pgr	pgr_6_5
6	2	crit	crit_6_2
6	2	c750	c750_6_2
6	3	c750	c750_6_3
6	5	c750	c750_6_5
6	2	pstr	pstr_6_2
6	3	pstr	pstr_6_3
6	8	pstr	pstr_6_8
6	8	hd1	hd1_6_8
6	8	blmz	blmz_6_8
6	2	dloc	dloc_6_2
6	3	dloc	dloc_6_3
6	8	dloc	dloc_6_8
6	2	dcri	dcri_6_2
6	2	pcc	pcc_6_2
6	3	pcc	pcc_6_3
6	8	pcc	pcc_6_8
6	2	pcf	pcf_6_2
6	3	pcf	pcf_6_3
6	8	pcf	pcf_6_8
6	2	plu	plu_6_2
6	3	plu	plu_6_3
6	5	plu	plu_6_5
6	2	dres	dres_6_2
6	2	psg	psg_6_2
6	3	psg	psg_6_3
6	8	pub	pub_6_8
6	5	gai	gai_6_5
6	2	amps	amps_6_2
6	2	mai	mai_6_2
6	2	dwat	dwat_6_2
6	3	aai	aai_6_3
6	3	dos	dos_6_3
6	8	dos	dos_6_8
6	2	pslp	pslp_6_2
7	2	pmu	pmu_7_2
7	3	pmu	pmu_7_3
7	2	constant	act_7_2
7	3	constant	act_7_3
7	5	constant	act_7_5
7	7	constant	act_7_7
7	5	dpub	dpub_7_5
7	8	dpub	dpub_7_8
7	2	ugl	ugl_7_2
7	2	dnlr	dnlr_7_2
7	3	dnlr	dnlr_7_3
7	2	aai	aai_7_2
7	3	aai	aai_7_3
7	3	shei	shei_7_3
7	8	shei	shei_7_8
7	5	pmf	pmf_7_5
7	5	pgr	pgr_7_5
7	2	crit	crit_7_2
7	2	dcri	dcri_7_2
7	3	dcri	dcri_7_3
7	2	blmz	blmz_7_2
7	3	blmz	blmz_7_3
7	8	blmz	blmz_7_8
7	2	dloc	dloc_7_2
7	3	dloc	dloc_7_3
7	3	pcri	pcri_7_3
7	5	pes	pes_7_5
7	3	fmps	fmps_7_3
7	5	fmps	fmps_7_5
7	8	fmps	fmps_7_8
