coefficient_name:S21	estimate:f8	standard_error:f8	sub_model_id:f8	t_statistic:f8
CBAnwCty	-0.243333667517	0.505606651306	1.0	-0.481270700693
CDGhighw	-0.0524816401303	0.0319921039045	1.0	-1.64045608044
CLEmpTot_lag1	0.37863099575	0.133092939854	1.0	2.84486150742
CNGtrainSt	0.0272357594222	0.11375502497	1.0	0.239424675703
CQEsec2dst_lag1	-308710	151157.25	1.0	-2.04231023788
CQEsec3dst_lag1	209009.171875	225055.140625	1.0	0.928702056408
CQEsec4dst_lag1	26803.8789062	81949.390625	1.0	0.327078431845
CQEsec5dst_lag1	-91961.7265625	200058.453125	1.0	-0.459674298763
CQEsec8dst_lag1	76489.8671875	50219.109375	1.0	1.52312278748
CRRdensPop	0.040687918663	0.0288433935493	1.0	1.41064953804
ctdtcd	0.00774112762883	0.00377634819597	1.0	2.04989767075
ctdvpd	-0.0213110633194	0.0354961194098	1.0	-0.600377261639
biotech_celcm	-1.708403724333	0.0694374740124	10.0	-1.99103939533
CBAnwCty	-0.301981091499	0.0735547915101	10.0	-4.10552597046
CLEmpTot_lag1	0.770460665226	0.0437022671103	10.0	17.6297645569
clichy_montfermeil_celcm	-0.293810707507602	0.126730814576	10.0	-0.191332891583
CLOActPotSt	-0.0240161754191	0.04918102175	10.0	-0.488322019577
CLPB	-0.439837545156	0.0793269500136	10.0	-5.54461669922
CNGsubwSP	0.00641084229574	0.00516791036353	10.0	1.24050962925
CNGtrainSt	0.0330827198923	0.00950262136757	10.0	3.48143100739
CNRKold	0.0206983946264	0.0116963135079	10.0	1.76965117455
CNRKyng	0.0311153735965	0.00686704739928	10.0	4.53111362457
confluence_celcm	-0.0725879699907849	0.0951950550079	10.0	-1.6797362566
CPBhghInc	0.0345467329025	0.00543165206909	10.0	6.36026239395
CPBlowInc	0.0318319015205	0.00746596697718	10.0	4.26360082626
CPRam0	0.00613182084635	0.0121861733496	10.0	0.503178536892
CPRchld111g	0.0179468169808	0.00709134433419	10.0	2.53080606461
CQEsec10dst_lag1	-1735.39331055	8645.53125	10.0	-0.200727209449
CQEsec11dst_lag1	-21242.9023438	4552.12255859	10.0	-4.66659259796
CQEsec2dst_lag1	-24213.0917969	7193.85400391	10.0	-3.36580252647
CQEsec3dst_lag1	42517.3632812	29913.3496094	10.0	1.42135083675
CQEsec5dst_lag1	-39535.1914062	12598.6757812	10.0	-3.13804340363
CQEsec6dst_lag1	5388.06005859	3694.04833984	10.0	1.45857870579
CRRdensPop	0.0137964161113	0.00381445838138	10.0	3.61687421799
ctdtcd	-0.000823503651191	0.000803338713013	10.0	-1.02510142326
ctdvpd	-0.0166643280536	0.00316676567309	10.0	-5.26225471497
descartes_celcm	-0.302148187722739	0.0730820894241	10.0	2.89429974556
la_defense_celcm	-2.01234477838269	0.0958718657494	10.0	-3.0294611454
le_bourget_celcm	-0.841073802318027	0.138252273202	10.0	-0.118363246322
paris_pole_celcm	-1.7	0.137770667672	10.0	4.64085245132
pleyel_celcm	-0.753308316265984	0.108090676367	10.0	1.82316207886
roissy_celcm	-0.791618769416837	0.179217413068	10.0	-2.41240525246
saclay_celcm	-0.397396319615486	0.0699677094817	10.0	-4.01246023178
val_de_france_gonesse_celcm	-0.209347309991262	0.139363408089	10.0	0.640188336372
biotech_celcm	-1	0.0847477316856	11.0	-1.79410910606
CBADefense	-0.193310201168	0.206026494503	11.0	-0.938278377056
CBAnwCty	-0.452169746161	0.0771626085043	11.0	-5.85995912552
CLEmpTot_lag1	0.745596647263	0.0400173850358	11.0	18.6318187714
clichy_montfermeil_celcm	-0.995338304727405	0.170294195414	11.0	-2.14615368843
CLOActPotSt	0.0764557123184	0.045788757503	11.0	1.66974854469
CLPB	-0.0537639856339	0.0800735205412	11.0	-0.67143279314
CNGsubwSP	0.00230018887669	0.00541273271665	11.0	0.424958884716
CNGtrainSt	0.0169144272804	0.0102502191439	11.0	1.65015280247
confluence_celcm	0.296620298108507	0.119986616075	11.0	-1.04440927505
CQEsec10dst_lag1	2912.51049805	8207.39941406	11.0	0.354864001274
CQEsec11dst_lag1	9468.46582031	6197.70751953	11.0	1.52773678303
