coefficient_name:S20	estimate:f8	standard_error:f8	sub_model_id:i2	t_statistic:f8
HBRsmeDept	3.197238207	0.051534534	1	62.04069519
la_defense_chlcm	1	0	1	1000
le_bourget_chlcm	1	0	1	1000
paris_pole_chlcm	1	0	1	1000
pleyel_chlcm	1	0	1	1000
roissy_chlcm	1	0	1	1000
saclay_chlcm	1	0	1	1000
val_de_france_gonesse_chlcm	1	0	1	1000
biotech_chlcm	1	0	2	1000
CBAnwCty	0.034786046	0.044780582	2	0.776810944
CBAparis	-0.087670729	0.064356603	2	-1.362264752
CBAPC	0.027928675	0.031385321	2	0.889864206
CDGart	-0.006942601	0.007024316	2	-0.988366961
CDGhighw	-0.017736673	0.005843611	2	-3.035224915
CLCsPriceF	-0.067807041	0.066891871	2	-1.013681293
CLCsPriceF_HRRinc	0.901559234	0.094887763	2	9.501322746
clichy_montfermeil_chlcm	1	0	2	1000
CLRsUnitsF	-0.032043297	0.012636572	2	-2.535758734
CNGsubwSP_HBRcar0	0.020910833	0.00245946	2	8.502203941
CNGsubwSP_HBRcar1g	-0.015023039	0.002546321	2	-5.89989996
CNGtrainSt_HBRcar0	-0.015523002	0.004518142	2	-3.435704231
CNGtrainSt_HBRcar1g	0.026525786	0.004848197	2	5.471268177
confluence_chlcm	1	0	2	1000
CPBhghInc_HBRhghInc	0.023241019	0.002700814	2	8.605190277
CPBlowInc_HBRlowInc	-0.011855795	0.002262914	2	-5.239171505
CPBMedInc_HBRmedInc	-0.025768014	0.003607214	2	-7.143466949
CPInoise	-0.068728149	0.13566564	2	-0.506599545
CPOforest	0.019377684	0.081338301	2	0.238235667
CPOwater	0.536512196	0.269466102	2	1.991019249
CPRaft90	1.123888612	0.165529266	2	6.78966713
CPRam0_HBRam0	0.035787988	0.005199216	2	6.883343697
CPRam1g_HBRam1g	0.026948448	0.003324106	2	8.106975555
CPRbef15	-0.14132984	0.083239034	2	-1.697879434
CPRKfrgn_KBRfrgn	0.074912667	0.006247289	2	11.99122906
CPRKfrgn_KBRnoFrgn	-0.003530831	0.002399477	2	-1.471500397
CPRKmidAge_KBRmidAge	0.006872474	0.003287283	2	2.090624094
CPRKold_KBRold	0.01329025	0.004380199	2	3.034165859
CPRKyng_KBRyng	0.037387107	0.002625577	2	14.23957539
CREdensEmp	3.45E-05	0.001033262	2	0.033430062
CRRdensPop	0.007657259	0.00146028	2	5.243693352
ctdtco_HBRcar0	-0.024493024	0.001438586	2	-17.02576447
ctdtco_HBRcar1g	0.010356909	0.001050402	2	9.859948158
ctdvpo_HBRcar0	0.001058927	0.002114064	2	0.500896215
ctdvpo_HBRcar1g	0.00724282	0.001517873	2	4.771690845
descartes_chlcm	1	0	2	1000
HBRsmeDept	2.485145092	0.01676744	2	148.2125549
la_defense_chlcm	1	0	2	1000
le_bourget_chlcm	1	0	2	1000
paris_pole_chlcm	1	0	2	1000
pleyel_chlcm	1	0	2	1000
roissy_chlcm	1	0	2	1000
saclay_chlcm	1	0	2	1000
val_de_france_gonesse_chlcm	1	0	2	1000
biotech_chlcm	1	0	3	1000
CBAnwCty	0.053308293	0.057750884	3	0.923073173
CBAparis	-0.127178133	0.177211896	3	-0.717661381
CBAPC	-0.085923307	0.053693555	3	-1.600253582
CDGart	-0.004469525	0.00670163	3	-0.666931093
CDGhighw	-0.004407599	0.003981635	3	-1.10698235
CLCrPriceH	-0.092983991	0.212870389	3	-0.436810344
CLCrPriceH_HRRinc	-0.949746668	0.211813897	3	-4.483873367
clichy_montfermeil_chlcm	1	0	3	1000
CLRrUnitsH	-0.030807123	0.021450561	3	-1.436191916
CNGsubwSP_HBRcar0	0.039027337	0.00737699	3	5.29041481
CNGsubwSP_HBRcar1g	-0.056176189	0.008011877	3	-7.011614323
CNGtrainSt_HBRcar0	0.013129449	0.013433971	3	0.977331996
CNGtrainSt_HBRcar1g	-0.024399418	0.012332208	3	-1.978511691
confluence_chlcm	1	0	3	1000
CPBhghInc_HBRhghInc	0.022900796	0.005364744	3	4.268758297
CPBlowInc_HBRlowInc	-0.000259723	0.003115426	3	-0.083366781
CPBMedInc_HBRmedInc	-0.035093993	0.005794058	3	-6.056893826
CPInoise	-0.002126446	0.166888088	3	-0.012741748
CPOforest	0.11128521	0.092731863	3	1.20007515
CPOwater	-0.338482589	0.428006142	3	-0.790835798
CPRaft90	0.343227774	0.238566905	3	1.438706517
CPRam0_HBRam0	0.040304106	0.007701033	3	5.233597279
CPRam1_HBRam1	-0.003008163	0.00467368	3	-0.643639028
CPRbef15	0.19284147	0.198516831	3	0.971411169
CPRKfrgn_KBRfrgn	0.049493201	0.008154313	3	6.069573402
CPRKfrgn_KBRnoFrgn	-0.00603342	0.004019289	3	-1.501116157
CPRKmidAge_KBRmidAge	0.008395701	0.00484886	3	1.731479168
CPRKold_KBRold	-0.007749255	0.008123257	3	-0.953959048
CPRKyng_KBRyng	0.02874049	0.004485507	3	6.407412052
CREdensEmp	-0.005955286	0.003338872	3	-1.783622503
CRRdensPop	0.00390998	0.004767392	3	0.820150852
ctdtco_HBRcar0	-0.006333683	0.000789487	3	-8.022527695
ctdtco_HBRcar1g	0.00119404	0.000520384	3	2.294535398
ctdvpo_HBRcar0	-0.007632808	0.003073268	3	-2.483613014
ctdvpo_HBRcar1g	0.00113836	0.002157204	3	0.527701557
descartes_chlcm	1	0	3	1000
HBRsmeDept	2.791678905	0.036342733	3	76.81533051
la_defense_chlcm	1	0	3	1000
le_bourget_chlcm	1	0	3	1000
paris_pole_chlcm	1	0	3	1000
pleyel_chlcm	1	0	3	1000
roissy_chlcm	1	0	3	1000
saclay_chlcm	1	0	3	1000
val_de_france_gonesse_chlcm	1	0	3	1000
biotech_chlcm	1	0	4	1000
CBAnwCty	0.149933994	0.016026234	4	9.355534554
CBAparis	-0.096005373	0.024129184	4	-3.978807211
CBAPC	0.010236809	0.011976636	4	0.85473156
CDGart	-0.012346505	0.002471898	4	-4.994748116
CDGhighw	-0.012927609	0.001714157	4	-7.54167223
CLCrPriceF	0.189703405	0.038211353	4	4.964582443
CLCrPriceF_HRRinc	0.316981941	0.046944335	4	6.752293587
clichy_montfermeil_chlcm	1	0	4	1000
CLRrUnitsF	-0.074546151	0.005096459	4	-14.62704754
CNGsubwSP_HBRcar0	0.024627378	0.000823279	4	29.91378403
CNGsubwSP_HBRcar1g	-0.027265418	0.000948701	4	-28.73974419
CNGtrainSt_HBRcar0	-0.006652369	0.001528916	4	-4.351037025
CNGtrainSt_HBRcar1g	0.032355677	0.002197997	4	14.72052765
confluence_chlcm	1	0	4	1000
CPBhghInc_HBRhghInc	0.041789137	0.001538062	4	27.16999054
CPBlowInc_HBRlowInc	-0.005604897	0.000751987	4	-7.45345211
CPBMedInc_HBRmedInc	-0.060604997	0.001418246	4	-42.7323494
CPInoise	-0.137865275	0.05040475	4	-2.735164404
CPOforest	0.081082143	0.029223904	4	2.774514437
CPOwater	-0.325409412	0.092838123	4	-3.505126953
CPRaft90	0.274708062	0.062760234	4	4.377103806
CPRam0_HBRam0	0.059827525	0.001474969	4	40.56188965
CPRam1g_HBRam1g	0.005454806	0.001120411	4	4.868576527
CPRbef15	-0.045962568	0.031806502	4	-1.44506824
CPRKfrgn_KBRfrgn	0.055353217	0.001608995	4	34.40234375
CPRKfrgn_KBRnoFrgn	-0.008583906	0.00088472	4	-9.702394485
CPRKmidAge_KBRmidAge	0.017321626	0.001400202	4	12.3708086
CPRKold_KBRold	-0.025346175	0.0020475	4	-12.37908363
CPRKyng_KBRyng	0.050210841	0.000946732	4	53.03594208
CREdensEmp	-0.001788059	0.000381443	4	-4.687623501
CRRdensPop	0.005625511	0.000528164	4	10.65106487
ctdtco_HBRcar0	-0.008999654	0.000344756	4	-26.10441971
ctdtco_HBRcar1g	0.00929913	0.00030797	4	30.19488335
ctdvpo_HBRcar0	-0.0015361	0.000662425	4	-2.318904638
ctdvpo_HBRcar1g	0.01190913	0.000607876	4	19.59136772
descartes_chlcm	1	0	4	1000
HBRsmeDept	2.476020813	0.007316488	4	338.4165649
la_defense_chlcm	1	0	4	1000
le_bourget_chlcm	1	0	4	1000
paris_pole_chlcm	1	0	4	1000
pleyel_chlcm	1	0	4	1000
roissy_chlcm	1	0	4	1000
saclay_chlcm	1	0	4	1000
val_de_france_gonesse_chlcm	1	0	4	1000
biotech_chlcm	1	0	5	1000
CBAnwCty	0.025116045	0.04270114	5	0.588182092
CBAparis	-0.478037685	0.277957946	5	-1.719820142
CBAPC	-0.312755585	0.043723963	5	-7.152956009
CDGart	0.004130413	0.005006656	5	0.824984312
CDGhighw	0.002728899	0.003072967	5	0.888033867
CLCsPriceH	-0.540376067	0.110756949	5	-4.878935814
CLCsPriceH_HRRinc	1.508058786	0.232604429	5	6.483362198
clichy_montfermeil_chlcm	1	0	5	1000
CLRsUnitsH	0.022059863	0.018789845	5	1.174031138
CNGsubwSP_HBRcar0	0.116054446	0.024006866	5	4.834218979
CNGsubwSP_HBRcar1g	-0.013633049	0.011460689	5	-1.18954885
CNGtrainSt_HBRcar0	0.035802368	0.036952283	5	0.968881071
CNGtrainSt_HBRcar1g	-0.005167915	0.009815478	5	-0.526506722
confluence_chlcm	1	0	5	1000
CPBhghInc_HBRhghInc	0.015453811	0.002005894	5	7.704202175
CPBlowInc_HBRlowInc	0.013216728	0.004813028	5	2.746032238
CPBMedInc_HBRmedInc	0.052175961	0.003982103	5	13.1026144
CPInoise	-0.003531325	0.13748233	5	-0.025685666
CPOforest	0.185727	0.078730978	5	2.359007835
CPOwater	0.723016083	0.372169554	5	1.942706108
CPRaft90	1.745102048	0.162800834	5	10.71924496
CPRam0_HBRam0	0.008730451	0.00777937	5	1.122256756
CPRam1g_HBRam1g	0.029030656	0.003444697	5	8.427638054
CPRbef15	1.351468086	0.176238254	5	7.66841507
CPRKfrgn_KBRfrgn	0.07450062	0.008444529	5	8.822353363
CPRKfrgn_KBRnoFrgn	-0.006602144	0.003251752	5	-2.030334234
CPRKmidAge_KBRmidAge	-0.004446881	0.003905996	5	-1.138475537
CPRKold_KBRold	0.024972182	0.005476835	5	4.55960083
CPRKyng_KBRyng	0.010894768	0.003711975	5	2.935032845
CREdensEmp	0.005281739	0.009359176	5	0.564338088
CRRdensPop	0.030895783	0.007186796	5	4.2989645
ctdtco_HBRcar0	-0.005515017	0.001678748	5	-3.285195351
ctdtco_HBRcar1g	0.001502513	0.000378393	5	3.970779419
ctdvpo_HBRcar0	-0.004523364	0.006332467	5	-0.71431303
ctdvpo_HBRcar1g	0.001184398	0.001430768	5	0.827805579
descartes_chlcm	1	0	5	1000
HBRsmeDept	2.81330514	0.030218212	5	93.09965515
la_defense_chlcm	1	0	5	1000
le_bourget_chlcm	1	0	5	1000
paris_pole_chlcm	1	0	5	1000
pleyel_chlcm	1	0	5	1000
roissy_chlcm	1	0	5	1000
saclay_chlcm	1	0	5	1000
val_de_france_gonesse_chlcm	1	0	5	1000
biotech_chlcm	1	0	6	1000
CBAnwCty	0.070946716	0.047483999	6	1.494118333
CBAparis	-0.174860075	0.080638424	6	-2.168446064
CBAPC	-0.035784796	0.032858446	6	-1.089059234
CDGart	-0.012127143	0.007528835	6	-1.610759497
CDGhighw	-0.009937204	0.006614901	6	-1.502245307
CLCsPriceF	-0.523981214	0.076352797	6	-6.862632751
CLCsPriceF_HRRinc	2.65598774	0.111759938	6	23.76511383
clichy_montfermeil_chlcm	1	0	6	1000
CLRsUnitsF	0.006817148	0.014404367	6	0.473269552
CNGsubwSP_HBRcar0	0.027532566	0.003635004	6	7.574288368
CNGsubwSP_HBRcar1g	-0.011650233	0.003079059	6	-3.783699512
CNGtrainSt_HBRcar0	-0.013181736	0.008180694	6	-1.611322522
CNGtrainSt_HBRcar1g	0.014395915	0.005019499	6	2.8679986
confluence_chlcm	1	0	6	1000
CPBhghInc_HBRhghInc	0.009898804	0.00193651	6	5.111673355
CPBlowInc_HBRlowInc	-0.000894227	0.004222223	6	-0.211790517
CPBMedInc_HBRmedInc	0.063664742	0.004068361	6	15.64874554
CPInoise	-0.332467437	0.144064128	6	-2.307773829
CPOforest	0.190684736	0.08614964	6	2.213413
CPOwater	0.676998258	0.300520897	6	2.252749443
CPRaft90	1.500037432	0.177845135	6	8.434514999
CPRam0_HBRam0	0.050255727	0.00643611	6	7.808401585
CPRam1g_HBRam1g	0.032239124	0.003557019	6	9.063522339
CPRbef15	0.056269009	0.103093565	6	0.545805275
CPRKfrgn_KBRfrgn	0.055186767	0.005936629	6	9.295976639
CPRKfrgn_KBRnoFrgn	-0.016546661	0.002681786	6	-6.170014381
CPRKmidAge_KBRmidAge	-0.002795096	0.003844147	6	-0.727104425
CPRKold_KBRold	0.030421723	0.004541041	6	6.6992836
CPRKyng_KBRyng	0.006772965	0.003023661	6	2.23998785
CREdensEmp	0.005303811	0.001323608	6	4.007085323
CRRdensPop	0.009917305	0.001813552	6	5.468441963
ctdtco_HBRcar0	-0.039697342	0.002331232	6	-17.02848244
ctdtco_HBRcar1g	0.004962701	0.0011193	6	4.433752537
ctdvpo_HBRcar0	-0.004004209	0.003661218	6	-1.093682289
ctdvpo_HBRcar1g	0.004130356	0.001470908	6	2.808031321
descartes_chlcm	1	0	6	1000
HBRsmeDept	2.408374548	0.019578723	6	123.0097885
la_defense_chlcm	1	0	6	1000
le_bourget_chlcm	1	0	6	1000
paris_pole_chlcm	1	0	6	1000
pleyel_chlcm	1	0	6	1000
roissy_chlcm	1	0	6	1000
saclay_chlcm	1	0	6	1000
val_de_france_gonesse_chlcm	1	0	6	1000
biotech_chlcm	1	0	7	1000
CBAnwCty	-0.134637952	0.053904381	7	-2.497718096
CBAparis	-0.839619935	0.20639798	7	-4.067965984
CBAPC	-0.183564067	0.052344382	7	-3.506853342
CDGart	-0.00032469	0.005882132	7	-0.055199422
CDGhighw	-0.004616041	0.003433447	7	-1.344433546
CLCrPriceH	0.195597917	0.184176445	7	1.062013745
CLCrPriceH_HRRinc	0.192324683	0.253382266	7	0.759029746
clichy_montfermeil_chlcm	1	0	7	1000
CLRrUnitsH	-0.031052671	0.019799909	7	-1.56832397
CNGsubwSP_HBRcar0	0.084103465	0.009967967	7	8.437374115
CNGsubwSP_HBRcar1g	-0.021848459	0.009381637	7	-2.328853607
CNGtrainSt_HBRcar0	0.007870836	0.021226671	7	0.370799363
CNGtrainSt_HBRcar1g	0.008795505	0.010815081	7	0.813262999
confluence_chlcm	1	0	7	1000
CPBhghInc_HBRhghInc	0.020386087	0.002480676	7	8.217955589
CPBlowInc_HBRlowInc	0.009878468	0.004033357	7	2.449192524
CPBMedInc_HBRmedInc	0.02357105	0.004104401	7	5.742871284
CPInoise	0.131143749	0.160090581	7	0.819184661
CPOforest	0.193610057	0.086886436	7	2.228311539
CPOwater	0.405555546	0.400686443	7	1.012151957
CPRaft90	0.928647935	0.200116679	7	4.640532494
CPRam0_HBRam0	0.03144601	0.010914763	7	2.881052732
CPRam1g_HBRam1g	0.00110794	0.003681483	7	0.300949216
CPRbef15	0.351262152	0.186283857	7	1.885628462
CPRKfrgn_KBRfrgn	0.044092942	0.007418835	7	5.943377972
CPRKfrgn_KBRnoFrgn	-0.007250794	0.003493348	7	-2.075600386
CPRKmidAge_KBRmidAge	0.004149633	0.004466914	7	0.928970933
CPRKold_KBRold	-0.008117992	0.007494515	7	-1.083191156
CPRKyng_KBRyng	0.004136074	0.003702957	7	1.116965175
CREdensEmp	-0.007505756	0.004086205	7	-1.836852551
CRRdensPop	0.018032512	0.005122455	7	3.520286798
ctdtco_HBRcar0	-0.009144257	0.001155959	7	-7.91053772
ctdtco_HBRcar1g	0.000629534	0.000451976	7	1.39284718
ctdvpo_HBRcar0	-0.012342695	0.004663408	7	-2.646711349
ctdvpo_HBRcar1g	0.000262468	0.001766679	7	0.148565799
descartes_chlcm	1	0	7	1000
HBRsmeDept	2.7798388	0.035215151	7	78.93871307
la_defense_chlcm	1	0	7	1000
le_bourget_chlcm	1	0	7	1000
paris_pole_chlcm	1	0	7	1000
pleyel_chlcm	1	0	7	1000
roissy_chlcm	1	0	7	1000
saclay_chlcm	1	0	7	1000
val_de_france_gonesse_chlcm	1	0	7	1000
biotech_chlcm	1	0	8	1000
CBAnwCty	0.08428169	0.019231612	8	4.382455826
CBAparis	-0.179057777	0.033188146	8	-5.395233154
CBAPC	0.006349441	0.014415155	8	0.440469831
CDGart	-0.008213193	0.003035453	8	-2.705755234
CDGhighw	-0.004966147	0.002174238	8	-2.284085989
CLCrPriceF	0.043174084	0.043032542	8	1.003289223
CLCrPriceF_HRRinc	2.547225952	0.068793692	8	37.02702713
clichy_montfermeil_chlcm	1	0	8	1000
CLRrUnitsF	-0.061552182	0.006380911	8	-9.646300316
CNGsubwSP_HBRcar0	0.02936518	0.001264511	8	23.22255135
CNGsubwSP_HBRcar1g	-0.011494312	0.001224801	8	-9.384634018
CNGtrainSt_HBRcar0	-0.008754533	0.002587604	8	-3.383258581
CNGtrainSt_HBRcar1g	0.033913933	0.002352501	8	14.41611671
confluence_chlcm	1	0	8	1000
CPBhghInc_HBRhghInc	0.031490132	0.000924898	8	34.04714966
CPBlowInc_HBRlowInc	0.007675561	0.001192149	8	6.438425541
CPBMedInc_HBRmedInc	0.029451009	0.001547608	8	19.03001404
CPInoise	-0.126372293	0.057863511	8	-2.18397212
CPOforest	0.115768239	0.0365564	8	3.166839123
CPOwater	0.133105844	0.119963787	8	1.109550238
CPRaft90	0.497715056	0.076651558	8	6.493215084
CPRam0_HBRam0	0.070495002	0.002898647	8	24.31996727
CPRam1g_HBRam1g	0.001280108	0.001379002	8	0.928286195
CPRbef15	0.197484657	0.043411825	8	4.549098492
CPRKfrgn_KBRfrgn	0.049553715	0.00177255	8	27.95617676
CPRKfrgn_KBRnoFrgn	-0.020607017	0.001070316	8	-19.25321579
CPRKmidAge_KBRmidAge	0.004531349	0.001759421	8	2.575476885
CPRKold_KBRold	0.002803048	0.002931522	8	0.956174791
CPRKyng_KBRyng	0.029372085	0.001248232	8	23.53095055
CREdensEmp	-0.002754066	0.000570366	8	-4.828597069
CRRdensPop	0.011030044	0.000754819	8	14.61284065
ctdtco_HBRcar0	-0.017143548	0.000555323	8	-30.8713131
ctdtco_HBRcar1g	0.004389653	0.000362432	8	12.11165047
ctdvpo_HBRcar0	-0.002197406	0.001008136	8	-2.179671526
ctdvpo_HBRcar1g	0.005637577	0.000640734	8	8.798625946
descartes_chlcm	1	0	8	1000
HBRsmeDept	2.448118925	0.00902281	8	271.325531
la_defense_chlcm	1	0	8	1000
le_bourget_chlcm	1	0	8	1000
paris_pole_chlcm	1	0	8	1000
pleyel_chlcm	1	0	8	1000
roissy_chlcm	1	0	8	1000
saclay_chlcm	1	0	8	1000
val_de_france_gonesse_chlcm	1	0	8	1000
biotech_chlcm	1	0	9	1000
CBAnwCty	0.036785562	0.038979992	9	0.943703651
CBAparis	-1.046571255	0.285190672	9	-3.669724703
CBAPC	-0.320238531	0.040217604	9	-7.962645531
CDGart	0.008877813	0.004825353	9	1.839826703
CDGhighw	-0.006749783	0.003175803	9	-2.125378847
CLCsPriceH	-0.348496199	0.111105859	9	-3.136614084
CLCsPriceH_HRRinc	1.872145176	0.247242585	9	7.572098255
clichy_montfermeil_chlcm	1	0	9	1000
CLRsUnitsH	0.042608675	0.017912768	9	2.378676176
CNGsubwSP_HBRcar0	0.107670039	0.025847388	9	4.165606022
CNGsubwSP_HBRcar1g	-0.009273066	0.01148631	9	-0.807314694
CNGtrainSt_HBRcar0	0.104617171	0.047632001	9	2.196363211
CNGtrainSt_HBRcar1g	-0.019700451	0.009130025	9	-2.15776515
confluence_chlcm	1	0	9	1000
CPBhghInc_HBRhghInc	0.013468185	0.001878663	9	7.169027805
CPBlowInc_HBRlowInc	0.013727317	0.005570062	9	2.464481831
CPBMedInc_HBRmedInc	0.062080007	0.003710533	9	16.73075104
CPInoise	-0.244748622	0.134225428	9	-1.823414683
CPOforest	0.093921639	0.074746653	9	1.256533027
CPOpark	-0.504745483	0.271589309	9	-1.858488083
CPOwater	1.090484977	0.351444155	9	3.102868557
CPRaft90	1.45694077	0.141309574	9	10.31027603
CPRam0_HBRam0	0.040983725	0.018623997	9	2.200587034
CPRam1g_HBRam1g	0.006200497	0.003075347	9	2.016194105
CPRbef15	0.756895363	0.174342826	9	4.341419697
CPRKfrgn_KBRfrgn	0.078560099	0.006867785	9	11.43892765
CPRKfrgn_KBRnoFrgn	-0.01136063	0.003029651	9	-3.74981451
CPRKmidAge_KBRmidAge	-0.017116584	0.00322866	9	-5.30145216
CPRKold_KBRold	0.039891403	0.007538212	9	5.291891575
CPRKyng_KBRyng	0.009489974	0.003201239	9	2.964468718
CREdensEmp	-0.013731231	0.010402832	9	-1.319951177
CRRdensPop	0.030529682	0.007064316	9	4.321675777
ctdtco_HBRcar0	-0.011622429	0.002553707	9	-4.551198483
ctdtco_HBRcar1g	0.000265375	0.000381926	9	0.69483465
ctdvpo_HBRcar0	0.000823122	0.008939629	9	0.092075624
ctdvpo_HBRcar1g	0.001758156	0.001299117	9	1.353346944
descartes_chlcm	1	0	9	1000
HBRsmeDept	2.806551695	0.02814807	9	99.70671844
la_defense_chlcm	1	0	9	1000
le_bourget_chlcm	1	0	9	1000
paris_pole_chlcm	1	0	9	1000
pleyel_chlcm	1	0	9	1000
roissy_chlcm	1	0	9	1000
saclay_chlcm	1	0	9	1000
val_de_france_gonesse_chlcm	1	0	9	1000
biotech_chlcm	1	0	10	1000
CBAnwCty	-0.079071634	0.060956094	10	-1.297189951
CBAparis	-0.591155887	0.113201819	10	-5.222141266
CBAPC	-0.080136299	0.042533722	10	-1.884065032
CDGart	-0.023299046	0.009927973	10	-2.346807957
CDGhighw	-0.029839013	0.008909389	10	-3.349164724
CLCsPriceF	-0.725233257	0.110527441	10	-6.561567307
CLCsPriceF_HRRinc	3.459363937	0.173059776	10	19.98941612
clichy_montfermeil_chlcm	1	0	10	1000
CLRsUnitsF	-0.009265983	0.019194059	10	-0.482752681
CNGsubwSP_HBRcar0	0.035196766	0.005769981	10	6.099979401
CNGsubwSP_HBRcar1g	0.000312308	0.004205417	10	0.07426329
CNGtrainSt_HBRcar0	-0.012605253	0.014442164	10	-0.872809112
CNGtrainSt_HBRcar1g	0.020379476	0.006693287	10	3.044763565
confluence_chlcm	1	0	10	1000
CPBhghInc_HBRhghInc	0.010718365	0.002518281	10	4.256223679
CPBlowInc_HBRlowInc	0.006352427	0.006523938	10	0.973710537
CPBMedInc_HBRmedInc	0.053074244	0.005467976	10	9.706378937
CPInoise	-0.268725187	0.174037471	10	-1.544065118
CPOforest	0.242140993	0.115172833	10	2.102414131
CPOpark	-0.837674618	0.289527804	10	-2.893244028
CPOwater	0.851126373	0.405099452	10	2.101030588
CPRaft90	1.365189433	0.243456125	10	5.607537746
CPRam0_HBRam0	0.134860784	0.018778974	10	7.181477547
CPRam1g_HBRam1g	0.004407913	0.004687259	10	0.940403223
CPRbef15	0.086875789	0.145423576	10	0.597398221
CPRKfrgn_KBRfrgn	0.057334032	0.006609006	10	8.67513752
CPRKfrgn_KBRnoFrgn	-0.025020136	0.003681504	10	-6.796171665
CPRKmidAge_KBRmidAge	-0.016788641	0.004700126	10	-3.571955442
CPRKold_KBRold	0.034199454	0.008805439	10	3.883901119
CPRKyng_KBRyng	-0.001953848	0.004135689	10	-0.472435921
CREdensEmp	0.003483984	0.001950699	10	1.786017656
CRRdensPop	0.008507132	0.002841508	10	2.99387908
ctdtco_HBRcar0	-0.037294596	0.003681575	10	-10.13006687
ctdtco_HBRcar1g	0.001768628	0.001589818	10	1.112471938
ctdvpo_HBRcar0	-0.009358193	0.005877639	10	-1.592168689
ctdvpo_HBRcar1g	-0.00145268	0.001850876	10	-0.784860551
descartes_chlcm	1	0	10	1000
HBRsmeDept	2.297088146	0.026111169	10	87.9733963
la_defense_chlcm	1	0	10	1000
le_bourget_chlcm	1	0	10	1000
paris_pole_chlcm	1	0	10	1000
pleyel_chlcm	1	0	10	1000
roissy_chlcm	1	0	10	1000
saclay_chlcm	1	0	10	1000
val_de_france_gonesse_chlcm	1	0	10	1000
biotech_chlcm	1	0	11	1000
CBAnwCty	-0.060577143	0.057611633	11	-1.051474094
CBAparis	-0.876151025	0.259228796	11	-3.379836798
CBAPC	-0.20249638	0.059711803	11	-3.391228676
CDGart	-0.005366162	0.006758952	11	-0.793934107
CDGhighw	-0.006661183	0.004089196	11	-1.628971338
CLCrPriceH	-0.07005199	0.219236791	11	-0.319526613
CLCrPriceH_HRRinc	-0.615239978	0.340945601	11	-1.804510713
clichy_montfermeil_chlcm	1	0	11	1000
CLRrUnitsH	-0.004433234	0.022631684	11	-0.195886165
CNGsubwSP_HBRcar0	0.085447706	0.014562254	11	5.867753029
CNGsubwSP_HBRcar1g	-0.012303859	0.011230988	11	-1.095527649
CNGtrainSt_HBRcar0	-0.021457959	0.03495134	11	-0.613938093
CNGtrainSt_HBRcar1g	-0.005968888	0.012487221	11	-0.477999747
confluence_chlcm	1	0	11	1000
CPBhghInc_HBRhghInc	0.023417281	0.002703517	11	8.661784172
CPBlowInc_HBRlowInc	0.011420501	0.004687832	11	2.436201334
CPBMedInc_HBRmedInc	0.018530296	0.004603015	11	4.025686741
CPInoise	-0.20440492	0.197327375	11	-1.035866976
CPOforest	0.034507114	0.100931406	11	0.341886789
CPOpark	0.168965399	0.371245056	11	0.45513171
