ZGP_ID	GP zone 	Name	2	3	4	5	6	7	8	9	10	11
21	Aulnay-Montfermeil	clichy_montfermeil	-0.1643	-0.1066	-0.0747	-0.1822	-0.0756	-0.1277	0.1077	-0.1197	0.0077	-0.1930
22	Biotechnologies Seine-Amont	biotech	-0.0883	-0.0416	-0.0403	-0.2629	0.0452	0.1431	0.0004	0.0353	-0.0645	-0.0494
23	Confluence	confluence	0.0967	0.0432	-0.0091	-0.0032	-0.0875	0.1143	0.0503	-0.1146	0.0283	0.0260
24	Descartes	descates	-0.1171	-0.1625	-0.1695	-0.1581	-0.0041	0.0103	-0.0336	-0.0572	-0.1296	0.0268
25	La Défense	la_defense	-0.3857	-0.1564	-0.3721	-0.2672	-0.0430	-0.2253	-0.2990	-0.7643	-0.3177	-0.2818
26	Le Bourget	le_bourget	-0.2291	-0.1527	-0.0826	-0.1372	0.1464	0.0466	0.2344	0.0013	-0.0974	0.0715
47	Pleyel	pleyel	-0.0656	-0.0716	-0.1998	-0.0428	0.1073	-0.0802	0.0455	-0.0657	-0.1953	-0.0726
48	Roissy-pôle	roissy	0.0617	-0.0757	0.0066	0.0590	-0.0966	-0.0962	0.0662	-0.1788	0.2106	0.3070
49	Saclay	saclay	-0.0878	-0.0541	0.0439	0.1094	0.2288	0.1259	0.0425	-0.1202	0.0524	0.0614
50	Val de France - Gonesse	val_de_france_gonesse	0.0042	-0.1937	-0.2132	-0.0714	-0.0511	0.1986	-0.0232	0.0101	0.0162	0.0853
75	Paris	paris_pole	-0.3545	-0.2610	-0.3328	-0.2158	-0.2227	-0.0873	-0.1874	-0.2597	-0.4231	-0.2913
