AreaName,GEO2000,TRCTPOP7,SHR7D,SHRWHT7N,SHRWHT7,SHRBLK7N,SHRBLK7,SHRHSP7N,SHRHSP7,FORBORN7,SHRFOR7,TRCTPOP8,SHR8D,SHRWHT8N,SHRWHT8,SHRBLK8N,SHRBLK8,SHRAMI8N,SHRAPI8N,SHROTH8N,SHRHSP8N,SHRHSP8,FORBORN8,SHRFOR8,TRCTPOP9,SHR9D,SHRWHT9N,SHRWHT9,SHRBLK9N,SHRBLK9,SHRAMI9N,SHRAPI9N,SHROTH9N,SHRHSP9N,SHRHSP9,FORBORN9,SHRFOR9,TRCTPOP0,SHR0D,SHRWHT0N,SHRWHT0,MINWHT0N,MAXWHT0N,SHRBLK0N,SHRBLK0,MINBLK0N,MAXBLK0N,SHRAMI0N,MINAMI0N,MAXAMI0N,SHRASN0N,MINASN0N,MAXASN0N,SHRHIP0N,MINHIP0N,MAXHIP0N,SHRAPI0N,MINAPI0N,MAXAPI0N,SHROTH0N,MINOTH0N,MAXOTH0N,MRAPOP0N,MR1POP0N,MR2POP0N,MR3POP0N,SHRHSP0N,SHRHSP0,MRAHSP0N,FORBORN0,SHRFOR0
53033WA King County,53033032212,1318,1318,1298,0.984825,2,0.001517,14,0.010622,37,0.028073,41,41,40,0.975609,0,0,0,1,0,1,0.02439,2,0.04878,126,126,115,0.912698,1,0.007936,0,8,1,3,0.023809,13,0.103174,7976,7976,6298,0.789619,6215,6456,137,0.017177,76,137,41,41,45,1420,1211,1454,34,26,45,1454,1237,1479,46,46,136,361,7615,332,29,205,0.025702,7,1242,0.155717
53033WA King County,53033032307,1465,1465,1439,0.982253,3,0.002048,17,0.011604,61,0.041638,3313,3313,3226,0.973739,17,0.005131,12,44,14,49,0.01479,129,0.038937,6901,6901,6675,0.967251,27,0.003912,26,153,20,172,0.024923,225,0.032603,6771,6771,6169,0.911091,6122,6380,73,0.010781,61,73,48,48,76,398,327,398,4,0,29,402,327,402,79,79,127,134,6637,120,14,138,0.020381,40,358,0.052873
53033WA King County,53033032309,1138,1138,1127,0.990334,5,0.004394,9,0.007909,40,0.035149,874,874,809,0.925629,12,0.013729,7,39,7,19,0.021739,65,0.07437,1396,1396,1303,0.933381,47,0.033667,0,46,0,17,0.012177,58,0.041547,3642,3642,3052,0.838001,2989,3073,103,0.028281,56,123,9,9,52,369,288,437,7,0,24,376,288,450,102,102,102,198,3444,187,11,248,0.068094,53,693,0.19028
53033WA King County,53033032311,897,897,881,0.982163,2,0.00223,11,0.012263,37,0.041249,2336,2336,2233,0.955907,7,0.002996,41,27,28,56,0.023972,54,0.023116,4177,4177,4060,0.971989,6,0.001436,46,53,11,148,0.035432,132,0.031601,6130,6130,5634,0.919086,5610,5770,47,0.007667,31,61,7,7,40,339,263,339,21,17,42,360,280,360,82,82,86,120,6010,112,8,210,0.034258,15,403,0.065742
53033WA King County,53033032312,648,648,636,0.981481,2,0.003086,8,0.012346,27,0.041667,1686,1686,1612,0.956109,5,0.002965,29,20,20,41,0.024317,39,0.023131,3015,3015,2930,0.971807,5,0.001658,34,39,8,106,0.035157,95,0.031509,5135,5135,4542,0.884518,4507,4697,123,0.023953,91,123,7,7,34,359,276,359,4,0,9,363,276,363,100,100,110,154,4981,149,5,178,0.034664,0,546,0.106329
53033WA King County,53033032313,605,605,594,0.981818,3,0.004959,6,0.009917,27,0.044628,1164,1164,1142,0.981099,1,0.000859,7,9,5,20,0.017182,48,0.041237,2076,2076,1987,0.957129,9,0.004335,21,44,15,46,0.022158,62,0.029865,3709,3709,2855,0.769749,2824,2981,45,0.012133,29,80,61,61,61,413,379,413,87,86,87,500,465,500,248,248,304,82,3627,75,7,420,0.113238,27,766,0.206525
53033WA King County,53033032314,780,780,766,0.982051,2,0.002564,9,0.011538,32,0.041026,2073,2073,2035,0.981669,2,0.000964,13,14,9,35,0.016883,85,0.041003,3698,3698,3539,0.957003,15,0.004056,38,79,26,82,0.022174,110,0.029745,4634,4634,4318,0.931808,4282,4355,10,0.002158,0,45,1,0,40,253,190,253,2,0,10,255,190,255,50,50,50,112,4522,105,7,136,0.029348,11,419,0.090419
53033WA King County,53033032315,612,612,601,0.982026,1,0.001634,7,0.011438,25,0.04085,1626,1626,1596,0.981549,2,0.00123,10,13,7,27,0.016605,67,0.041205,2900,2900,2776,0.957241,12,0.004137,29,62,21,65,0.022413,86,0.029655,5016,5016,4644,0.925837,4608,4776,94,0.01874,71,94,10,8,34,226,167,226,6,0,8,232,167,232,36,36,52,126,4890,119,7,104,0.020734,40,476,0.094896
53033WA King County,53033032316,703,703,690,0.981508,2,0.002845,8,0.01138,29,0.041252,791,791,776,0.981036,0,0,4,12,0,12,0.01517,45,0.05689,3378,3378,3215,0.951746,28,0.008288,14,102,20,60,0.017761,126,0.0373,4220,4220,3722,0.881991,3688,3796,32,0.007583,16,42,25,25,25,417,343,429,12,11,12,429,354,432,12,12,41,125,4095,125,0,84,0.019905,0,511,0.12109
53033WA King County,53033032317,1156,1156,1136,0.982699,3,0.002595,14,0.012111,48,0.041522,1302,1302,1277,0.980798,0,0,6,19,0,19,0.014592,74,0.056835,5450,5450,5184,0.951192,46,0.00844,21,166,32,95,0.017431,199,0.036513,6324,6324,5796,0.916509,5727,5840,88,0.013915,59,88,0,0,42,406,224,456,6,0,18,412,224,461,28,28,70,286,6038,259,27,157,0.024826,23,470,0.07432
53033WA King County,53033032318,684,684,672,0.982456,2,0.002924,8,0.011696,28,0.040936,770,770,755,0.980519,0,0,3,12,0,11,0.014285,44,0.057142,3223,3223,3066,0.951287,27,0.008377,13,98,19,56,0.017375,118,0.036611,4828,4828,4108,0.85087,4062,4232,72,0.014913,38,90,13,13,31,596,505,596,4,0,5,600,505,600,35,35,43,175,4653,169,6,111,0.022991,58,583,0.120754
53033WA King County,53033032319,830,830,815,0.981928,2,0.00241,10,0.012048,34,0.040964,1938,1938,1887,0.973684,10,0.005159,7,25,8,29,0.014963,75,0.038699,4036,4036,3841,0.951684,37,0.009167,41,103,14,87,0.021556,245,0.060703,4529,4529,3843,0.848532,3785,3894,44,0.009715,11,60,69,62,69,259,178,259,13,7,30,272,185,272,301,301,410,185,4344,168,17,650,0.14352,124,669,0.147715
53033WA King County,53033032320,849,849,834,0.982332,2,0.002356,10,0.011779,35,0.041225,1857,1857,1808,0.973613,9,0.004846,7,25,8,28,0.015078,72,0.038772,3868,3868,3681,0.951654,35,0.009048,40,99,13,84,0.021716,235,0.060754,4074,4074,3708,0.910162,3646,3847,66,0.0162,51,66,2,0,40,208,111,208,3,0,12,211,111,211,87,87,87,179,3895,160,19,106,0.026019,46,235,0.057683
53033WA King County,53033032321,585,585,575,0.982906,1,0.001709,7,0.011966,24,0.041026,1323,1323,1288,0.973544,7,0.005291,5,17,6,20,0.015117,52,0.039304,2756,2756,2620,0.950653,20,0.007256,0,97,18,68,0.024673,195,0.070754,3166,3166,2972,0.938724,2952,3021,9,0.002843,0,23,17,17,20,143,106,165,0,0,4,143,106,169,25,25,35,66,3100,60,6,53,0.01674,0,217,0.068541
53033WA King County,53033032322,790,790,776,0.982278,2,0.002532,9,0.011392,33,0.041772,1787,1787,1740,0.973698,9,0.005036,7,24,8,27,0.015109,70,0.039171,3721,3721,3539,0.951088,28,0.007524,0,130,25,92,0.024724,263,0.070679,3644,3644,3249,0.891603,3205,3293,45,0.012349,26,45,11,11,31,318,227,332,9,0,10,327,227,341,12,12,64,163,3481,162,1,41,0.011251,21,388,0.106476
53033WA King County,53033032323,696,696,683,0.981322,2,0.002874,8,0.011494,29,0.041667,2086,2086,1930,0.925215,29,0.013902,17,94,17,46,0.022051,155,0.074304,3257,3257,2995,0.919557,39,0.011974,12,169,41,101,0.03101,285,0.087503,5086,5086,4215,0.828746,4162,4308,120,0.023594,90,120,46,43,46,641,541,682,4,0,21,645,541,695,60,60,109,190,4896,180,10,198,0.03893,40,755,0.148447
53033WA King County,53033032324,1041,1041,1023,0.982709,2,0.001921,12,0.011527,43,0.041306,3120,3120,2888,0.925641,43,0.013782,25,140,25,69,0.022115,232,0.074358,4874,4874,4481,0.919368,59,0.012105,19,254,61,151,0.03098,426,0.087402,4853,4853,4226,0.870802,4191,4266,98,0.020194,71,98,5,5,55,408,349,415,2,0,23,410,349,422,114,114,183,123,4730,113,10,338,0.069648,5,649,0.133732
53033WA King County,53033032325,796,796,782,0.982412,2,0.002513,9,0.011307,33,0.041457,2386,2386,2209,0.925817,33,0.01383,19,108,19,53,0.022212,178,0.074601,3734,3734,3437,0.92046,52,0.013926,13,189,43,110,0.029459,313,0.083824,5358,5358,4300,0.802538,4214,4385,142,0.026502,105,142,17,17,79,797,723,797,18,6,23,815,729,815,84,84,214,209,5149,196,13,372,0.069429,95,1167,0.217805
53033WA King County,53033032401,804,804,781,0.971393,9,0.011194,4,0.004975,41,0.050995,1453,1453,1420,0.977288,0,0,13,13,7,24,0.016517,34,0.023399,3340,3340,3289,0.98473,5,0.001497,14,12,20,84,0.025149,115,0.034431,4689,4689,4440,0.946897,4359,4472,86,0.018341,62,86,0,0,56,76,0,108,31,29,31,107,29,111,56,56,106,183,4506,163,20,183,0.039028,67,174,0.037108
53033WA King County,53033032402,870,870,846,0.972414,10,0.011494,4,0.004598,45,0.051724,1573,1573,1538,0.977749,0,0,14,14,7,26,0.016528,36,0.022886,3618,3618,3562,0.984521,5,0.001381,16,13,22,92,0.025428,124,0.034273,4982,4982,4647,0.932758,4623,4794,82,0.016459,76,82,65,65,70,114,96,121,0,0,7,114,96,125,74,74,81,48,4934,43,5,141,0.028302,15,192,0.038539
53033WA King County,53033032500,1645,1645,1630,0.990881,0,0,0,0,120,0.072948,2304,2304,2204,0.956597,8,0.003472,20,72,0,29,0.012586,163,0.070746,3716,3716,3544,0.953713,27,0.007265,19,101,25,77,0.020721,190,0.05113,4903,4903,4620,0.94228,4523,4654,38,0.00775,11,38,55,52,134,142,85,142,0,0,11,142,85,143,48,48,73,184,4719,162,22,143,0.029166,5,263,0.053641
53033WA King County,53033032601,1822,1822,1805,0.99067,9,0.00494,0,0,34,0.018661,2142,2142,2097,0.978991,19,0.00887,4,4,18,34,0.015873,74,0.034547,2671,2671,2577,0.964807,24,0.008985,42,6,21,46,0.017222,59,0.022089,2690,2690,2563,0.952788,2522,2600,32,0.011896,31,32,19,19,50,42,25,46,7,0,9,49,25,55,27,27,54,66,2624,65,1,94,0.034944,0,93,0.034572
53033WA King County,53033032602,1172,1172,1157,0.987201,6,0.005119,1,0.000853,28,0.023891,1447,1447,1415,0.977885,12,0.008293,6,4,10,23,0.015894,50,0.034554,1784,1784,1724,0.966367,14,0.007847,26,6,15,34,0.019058,46,0.025784,2587,2587,2377,0.918825,2351,2408,54,0.020874,37,71,44,43,72,82,65,86,8,7,11,90,72,92,22,22,59,62,2525,57,5,111,0.042907,7,96,0.037109
53033WA King County,53033032702,2122,2122,2059,0.970311,7,0.003299,41,0.019321,85,0.040057,3545,3545,3473,0.979689,7,0.001974,47,13,5,43,0.012129,108,0.030465,4614,4614,4506,0.976592,0,0,52,42,14,85,0.018422,78,0.016905,6325,6325,6016,0.951146,5970,6063,52,0.008221,27,57,24,23,93,139,100,160,10,0,25,149,100,184,84,84,84,121,6204,115,6,164,0.025929,3,350,0.055336
53033WA King County,53033032703,1045,1045,1010,0.966507,4,0.003828,8,0.007656,48,0.045933,1585,1585,1552,0.979179,4,0.002523,21,6,2,20,0.012618,50,0.031545,2000,2000,1924,0.962,11,0.0055,30,21,14,46,0.023,77,0.0385,1926,1926,1749,0.9081,1717,1803,14,0.007269,0,26,55,55,73,71,58,71,14,13,14,85,71,85,23,23,26,60,1866,55,5,27,0.014019,0,103,0.053479
53033WA King County,53033032704,2360,2360,2277,0.964831,9,0.003814,18,0.007627,110,0.04661,3613,3613,3538,0.979241,7,0.001937,49,14,5,45,0.012455,113,0.031275,4563,4563,4390,0.962086,24,0.005259,68,49,33,106,0.02323,178,0.039009,6095,6095,5709,0.936669,5642,5777,70,0.011485,46,70,71,70,109,134,105,134,6,0,21,140,105,147,105,105,130,127,5968,123,4,223,0.036587,44,266,0.043642
53033WA King County,53033032800,1259,1259,1246,0.989674,0,0,0,0,13,0.010326,1538,1538,1531,0.995448,0,0,7,0,0,0,0,37,0.024057,2234,2234,2118,0.948075,32,0.014324,64,11,9,20,0.008952,48,0.021486,2696,2696,2585,0.958828,2521,2605,17,0.006306,2,17,34,32,72,44,4,45,0,0,7,44,4,49,16,16,35,121,2575,108,13,70,0.025964,33,85,0.031528
53035WA Kitsap County,53035080101,0,0,0,0,0,0,0,0,0,0,1770,1770,1582,0.893785,80,0.045197,23,72,13,57,0.032203,85,0.048022,2012,2012,1819,0.904075,72,0.035785,9,98,14,94,0.046719,96,0.047713,2300,2300,1798,0.781739,1704,1894,195,0.084783,152,195,6,6,48,244,182,248,31,21,46,275,203,288,26,26,82,209,2091,198,11,115,0.05,36,176,0.076522
53035WA Kitsap County,53035080102,0,0,0,0,0,0,0,0,0,0,3254,3254,2908,0.893669,146,0.044867,43,133,24,106,0.032575,157,0.048248,3676,3676,3089,0.840315,173,0.047062,46,315,53,124,0.033732,242,0.065832,4459,4459,3350,0.75129,3244,3541,362,0.081184,254,383,101,99,161,492,367,492,26,11,98,518,378,553,128,128,165,356,4103,312,44,213,0.047769,73,426,0.095537
53035WA Kitsap County,53035080200,0,0,0,0,0,0,0,0,0,0,3437,3437,3221,0.937154,97,0.028222,17,102,0,65,0.018911,146,0.042478,3538,3538,3006,0.849632,201,0.056811,5,261,65,182,0.051441,222,0.062747,3395,3395,2604,0.76701,2499,2753,263,0.077467,199,263,63,63,104,387,270,387,13,0,92,400,270,432,65,65,120,299,3096,270,29,204,0.060088,52,415,0.122239
53035WA Kitsap County,53035080300,0,0,0,0,0,0,0,0,0,0,4087,4087,3440,0.841693,380,0.092977,61,171,35,230,0.056276,198,0.048446,4423,4423,3673,0.830431,380,0.085914,92,155,123,256,0.057879,173,0.039113,2977,2977,2375,0.797783,2282,2450,304,0.102116,192,322,89,86,142,158,74,182,23,10,47,181,84,222,28,28,91,305,2672,279,26,160,0.053745,40,86,0.028888
53035WA Kitsap County,53035080400,0,0,0,0,0,0,0,0,0,0,3206,3206,3060,0.95446,46,0.014348,30,58,12,24,0.007485,118,0.036805,3109,3109,2853,0.917658,52,0.016725,46,95,63,90,0.028948,83,0.026696,3417,3417,2998,0.877378,2930,3113,69,0.020193,53,105,64,64,114,272,217,272,3,0,22,275,217,275,11,11,40,142,3275,128,14,58,0.016974,13,213,0.062335
53035WA Kitsap County,53035080500,0,0,0,0,0,0,0,0,0,0,2820,2820,2494,0.884397,121,0.042907,104,62,38,98,0.034751,128,0.04539,2702,2702,2328,0.861584,171,0.063286,51,93,59,127,0.047002,80,0.029607,2643,2643,2040,0.77185,1925,2171,284,0.107454,181,284,61,61,156,142,59,153,27,12,49,169,71,189,89,89,89,316,2327,295,21,242,0.091563,46,148,0.055997
53035WA Kitsap County,53035080600,0,0,0,0,0,0,0,0,0,0,4727,4739,4313,0.910107,162,0.034184,88,137,40,148,0.03123,147,0.031019,4885,4885,4210,0.861821,218,0.044626,98,289,70,183,0.037461,299,0.061207,4864,4864,3775,0.77611,3685,3964,384,0.078947,299,389,100,94,202,416,325,416,88,58,88,504,383,504,101,101,198,302,4562,279,23,297,0.061061,48,350,0.071957
53035WA Kitsap County,53035080700,0,0,0,0,0,0,0,0,0,0,3095,3095,2965,0.957996,20,0.006462,57,28,25,47,0.015185,106,0.034248,3048,3048,2863,0.939304,70,0.022965,39,72,4,45,0.014763,99,0.03248,3214,3214,2993,0.931238,2942,3019,42,0.013068,12,69,28,28,81,128,92,128,2,0,17,130,92,133,21,21,39,119,3095,107,12,108,0.033603,48,128,0.039826
53035WA Kitsap County,53035080800,0,0,0,0,0,0,0,0,0,0,2582,2582,2096,0.811773,88,0.034082,13,376,9,95,0.036793,308,0.119287,3100,3100,2415,0.779032,238,0.076774,42,332,73,357,0.115161,206,0.066451,2842,2842,1817,0.639338,1764,1961,422,0.148487,339,460,37,31,83,392,254,392,72,59,72,464,313,464,102,102,162,293,2549,267,26,304,0.106967,30,294,0.103448
53035WA Kitsap County,53035080900,0,0,0,0,0,0,0,0,0,0,3267,3267,3066,0.938475,127,0.038873,16,41,17,112,0.034282,108,0.033057,3574,3574,3224,0.90207,103,0.028819,40,133,74,222,0.062115,68,0.019026,4331,4331,3517,0.812053,3330,3826,223,0.051489,168,223,138,135,178,285,162,285,15,0,42,300,162,300,153,153,153,383,3948,354,29,241,0.055645,49,288,0.066497
53035WA Kitsap County,53035081000,0,0,0,0,0,0,0,0,0,0,3495,3495,3059,0.87525,177,0.050643,134,125,0,64,0.018311,154,0.044062,4504,4504,3663,0.813277,472,0.104795,111,208,50,209,0.046403,169,0.037522,4663,4663,3568,0.765173,3432,3656,432,0.092644,321,511,80,72,241,425,359,425,100,85,100,525,444,525,58,58,130,336,4327,311,25,255,0.054686,22,399,0.085567
53035WA Kitsap County,53035081100,0,0,0,0,0,0,0,0,0,0,3083,3083,2846,0.923126,77,0.024975,24,109,26,104,0.033733,157,0.050924,3270,3270,2844,0.869724,112,0.03425,82,198,34,77,0.023547,133,0.040672,2859,2859,2262,0.791186,2182,2383,265,0.09269,169,270,52,52,132,199,131,199,14,0,43,213,131,213,67,67,75,258,2601,224,34,152,0.053165,61,182,0.063659
53035WA Kitsap County,53035081200,0,0,0,0,0,0,0,0,0,0,3126,3126,2761,0.883237,46,0.014715,163,112,46,96,0.03071,186,0.0595,3033,3033,2603,0.858226,161,0.053082,78,131,60,110,0.036267,116,0.038245,2989,2989,2448,0.819003,2354,2457,155,0.051857,81,224,65,64,128,186,104,214,52,34,62,238,138,266,83,83,125,269,2720,247,22,184,0.061559,8,166,0.055537
53035WA Kitsap County,53035081400,0,0,0,0,0,0,0,0,0,0,298,298,288,0.966442,1,0.003355,0,8,0,2,0.006711,6,0.020134,3283,3283,2381,0.725251,617,0.187937,81,106,98,236,0.071885,96,0.029241,2074,2074,1179,0.568467,1159,1278,461,0.222276,437,461,78,73,78,139,124,139,2,0,16,141,124,141,215,215,222,66,2008,52,14,363,0.175024,54,183,0.088235
53035WA Kitsap County,53035090101,0,0,0,0,0,0,0,0,0,0,2256,2256,2046,0.906914,7,0.003102,163,31,10,45,0.019946,83,0.03679,3164,3164,2684,0.848293,0,0,409,5,66,144,0.045512,98,0.030973,4870,4870,4150,0.852156,4049,4177,32,0.006571,6,43,502,501,613,99,47,99,34,33,34,133,80,133,53,53,81,181,4689,159,22,155,0.031828,0,134,0.027515
53035WA Kitsap County,53035090102,0,0,0,0,0,0,0,0,0,0,2457,2457,2231,0.908017,7,0.002849,175,32,11,49,0.019943,91,0.037037,3485,3485,3340,0.958393,10,0.002869,49,85,0,17,0.004878,131,0.037589,4810,4810,4462,0.927651,4339,4543,11,0.002287,0,23,38,35,152,188,142,188,1,0,27,189,142,189,110,110,110,184,4626,174,10,103,0.021414,0,180,0.037422
53035WA Kitsap County,53035090200,0,0,0,0,0,0,0,0,0,0,3977,3997,3946,0.98724,1,0.00025,25,8,17,92,0.023017,74,0.018513,5499,5499,5258,0.956173,42,0.007637,84,55,59,130,0.02364,103,0.01873,8070,8070,7724,0.957125,7571,7730,54,0.006691,34,55,15,15,155,193,74,248,47,19,53,240,93,285,37,37,74,320,7750,293,27,356,0.044114,152,224,0.027757
53035WA Kitsap County,53035090300,0,0,0,0,0,0,0,0,0,0,2987,2987,2547,0.852695,170,0.056913,12,208,50,182,0.06093,186,0.062269,4426,4426,3690,0.833709,325,0.073429,66,226,119,246,0.05558,152,0.034342,7253,7253,5583,0.76975,5488,5820,664,0.091548,540,690,87,82,171,455,306,490,159,145,159,614,451,614,305,305,360,387,6866,344,43,731,0.100786,108,334,0.04605
53035WA Kitsap County,53035090400,0,0,0,0,0,0,0,0,0,0,2348,2348,2246,0.956558,22,0.009369,16,41,23,48,0.020442,71,0.030238,3475,3475,3302,0.950215,16,0.004604,13,104,41,146,0.042014,151,0.043453,4275,4275,3823,0.894269,3779,3945,69,0.01614,42,74,7,7,83,275,192,275,11,4,44,286,196,292,90,90,90,161,4114,150,11,183,0.042807,29,304,0.071111
53035WA Kitsap County,53035090500,0,0,0,0,0,0,0,0,0,0,4181,4181,4116,0.984453,0,0,39,20,6,41,0.009806,199,0.047596,5626,5626,5250,0.933167,26,0.004621,86,147,117,133,0.02364,272,0.048346,7168,7168,6501,0.906948,6355,6640,69,0.009626,22,114,54,49,145,316,194,316,101,81,101,417,275,417,127,127,250,340,6828,308,32,367,0.0512,40,434,0.060547
53035WA Kitsap County,53035090601,0,0,0,0,0,0,0,0,0,0,3218,3218,3058,0.950279,5,0.001553,110,30,16,48,0.014916,154,0.047855,4471,4471,3957,0.885036,7,0.001565,346,151,11,89,0.019906,201,0.044956,5301,5301,4624,0.872288,4466,4712,27,0.005093,7,42,389,389,486,153,95,161,25,15,25,178,110,178,83,83,122,246,5055,228,18,158,0.029806,22,248,0.046784
53035WA Kitsap County,53035090602,0,0,0,0,0,0,0,0,0,0,1221,1221,1161,0.950859,2,0.001638,42,11,6,18,0.014742,58,0.047502,1704,1704,1631,0.957159,6,0.003521,26,37,3,25,0.014671,54,0.03169,3026,3026,2739,0.905155,2659,2763,38,0.012558,13,38,148,147,215,79,36,83,9,8,14,88,44,94,13,13,49,150,2876,130,20,65,0.021481,11,94,0.031064
53035WA Kitsap County,53035090700,0,0,0,0,0,0,0,0,0,0,3243,3243,3125,0.963613,11,0.003391,3,104,0,15,0.004625,94,0.028985,4026,4026,3855,0.957526,14,0.003477,49,102,6,37,0.00919,135,0.033532,4864,4864,4592,0.944079,4563,4685,26,0.005345,16,26,25,24,57,160,89,172,31,27,31,191,116,191,30,30,50,115,4749,102,13,69,0.014186,7,228,0.046875
53035WA Kitsap County,53035090800,0,0,0,0,0,0,0,0,0,0,2062,2062,1923,0.932589,0,0,6,121,11,50,0.024248,133,0.0645,2807,2807,2668,0.95048,0,0,42,97,0,39,0.013893,115,0.040969,4065,4065,3817,0.938991,3771,3855,14,0.003444,0,14,37,37,104,192,102,192,5,0,17,197,102,197,0,0,43,155,3910,133,22,59,0.014514,5,185,0.04551
53035WA Kitsap County,53035090900,0,0,0,0,0,0,0,0,0,0,3056,3056,2871,0.939463,4,0.001308,37,132,12,32,0.010471,191,0.0625,4012,4012,3798,0.94666,10,0.002492,24,164,16,64,0.015952,217,0.054087,5409,5409,5003,0.92494,4930,5100,74,0.013681,44,74,20,14,120,262,186,262,13,0,32,275,186,275,37,37,96,198,5211,180,18,165,0.030505,20,495,0.091514
53035WA Kitsap County,53035091000,0,0,0,0,0,0,0,0,0,0,3953,3953,3720,0.941057,8,0.002023,24,165,37,69,0.017455,149,0.037692,5001,5001,4770,0.953809,0,0,104,103,24,37,0.007398,215,0.042991,5970,5970,5662,0.948409,5592,5724,33,0.005528,17,33,22,22,93,175,103,210,5,0,9,180,103,218,73,73,74,163,5807,147,16,140,0.023451,4,267,0.044724
53035WA Kitsap County,53035091100,0,0,0,0,0,0,0,0,0,0,2926,2926,2763,0.944292,20,0.006835,59,36,48,56,0.019138,101,0.034518,3660,3660,3420,0.934426,35,0.009562,24,166,15,52,0.014207,170,0.046448,4260,4260,3955,0.928404,3866,3979,42,0.009859,17,44,6,6,75,188,70,195,14,4,46,202,74,232,55,55,82,242,4018,228,14,112,0.026291,5,134,0.031455
53035WA Kitsap County,53035091201,0,0,0,0,0,0,0,0,0,0,1031,1031,980,0.950533,16,0.015518,7,19,8,20,0.019398,33,0.032007,2787,2787,2662,0.955148,38,0.013634,26,61,0,151,0.05418,101,0.036239,3611,3611,2939,0.813902,2870,3022,117,0.032401,74,124,40,40,80,422,314,448,37,27,67,459,341,494,56,56,99,230,3381,193,37,186,0.051509,34,263,0.072833
53035WA Kitsap County,53035091203,0,0,0,0,0,0,0,0,0,0,189,189,180,0.95238,3,0.015873,1,3,1,4,0.021164,6,0.031746,534,534,459,0.85955,17,0.031835,6,46,7,13,0.024344,34,0.06367,7614,7614,5706,0.749409,5638,5852,339,0.044523,291,412,32,28,164,1223,1086,1282,142,127,146,1365,1213,1395,172,172,172,272,7342,250,22,318,0.041765,9,896,0.117678
53035WA Kitsap County,53035091204,0,0,0,0,0,0,0,0,0,0,1720,1720,1636,0.951162,28,0.016279,11,32,13,33,0.019186,56,0.032558,4817,4817,4138,0.85904,149,0.030932,54,416,59,122,0.025326,304,0.063109,3275,3275,2582,0.788397,2527,2830,169,0.051603,122,169,17,17,41,437,296,437,36,8,58,473,304,473,34,34,63,271,3004,254,17,67,0.020458,20,341,0.104122
53035WA Kitsap County,53035091301,0,0,0,0,0,0,0,0,0,0,1543,1543,1517,0.983149,4,0.002592,12,9,0,49,0.031756,55,0.035644,2745,2745,2547,0.927868,28,0.0102,28,102,39,53,0.019307,99,0.036065,3705,3705,3490,0.94197,3447,3498,44,0.011876,30,44,42,39,94,61,0,130,22,16,41,83,16,163,46,46,62,127,3578,121,6,205,0.055331,0,54,0.014575
53035WA Kitsap County,53035091302,0,0,0,0,0,0,0,0,0,0,1949,1949,1917,0.983581,5,0.002565,16,12,0,61,0.031298,69,0.035402,3469,3469,3219,0.927933,36,0.010377,36,130,49,68,0.019602,126,0.036321,5033,5033,4394,0.873038,4343,4548,82,0.016292,53,82,36,32,95,440,337,440,8,0,60,448,337,448,73,73,73,195,4838,174,21,106,0.021061,11,265,0.052652
53035WA Kitsap County,53035091400,0,0,0,0,0,0,0,0,0,0,2110,2110,2030,0.962085,6,0.002843,40,34,0,38,0.018009,39,0.018483,2944,2944,2708,0.919836,0,0,53,183,0,19,0.006453,135,0.045855,3157,3157,2744,0.86918,2724,2812,56,0.017738,49,75,61,61,87,285,268,285,1,0,17,286,268,286,10,10,47,45,3112,40,5,107,0.033893,14,221,0.070003
53035WA Kitsap County,53035091500,0,0,0,0,0,0,0,0,0,0,2015,2015,1916,0.950868,0,0,15,84,0,48,0.023821,65,0.032258,3765,3765,3154,0.837715,158,0.041965,13,407,33,117,0.031075,286,0.075962,3839,3839,3126,0.814275,3092,3238,200,0.052097,149,200,18,18,63,438,324,454,38,25,76,476,349,518,19,19,50,212,3627,198,14,187,0.048711,36,276,0.071894
53035WA Kitsap County,53035091600,0,0,0,0,0,0,0,0,0,0,2650,2650,2362,0.89132,20,0.007547,34,172,62,107,0.040377,113,0.042641,5323,5323,4556,0.855908,132,0.024798,48,497,90,301,0.056547,313,0.058801,6835,6835,5172,0.756693,5070,5435,454,0.066423,349,454,1,0,200,911,706,921,214,178,214,1125,884,1125,83,83,154,449,6386,417,32,278,0.040673,88,646,0.094514
53035WA Kitsap County,53035091700,0,0,0,0,0,0,0,0,0,0,5986,5986,5313,0.887571,130,0.021717,34,464,45,211,0.035248,376,0.062813,6523,6523,5537,0.848842,102,0.015636,104,738,42,150,0.022995,544,0.083397,7082,7082,5686,0.802881,5607,5938,332,0.046879,284,332,55,55,155,753,587,791,177,161,194,930,748,965,79,79,97,309,6773,289,20,224,0.031629,0,460,0.064953
53035WA Kitsap County,53035091800,0,0,0,0,0,0,0,0,0,0,2699,2699,2548,0.944053,42,0.015561,32,76,2,110,0.040755,105,0.038903,3096,3096,2830,0.914082,130,0.041989,38,80,18,95,0.030684,124,0.040051,2853,2853,2442,0.855941,2400,2542,90,0.031546,75,117,41,41,83,244,201,244,6,0,33,250,201,250,30,30,47,106,2747,99,7,72,0.025237,9,239,0.083771
