choice av dur_nc_1 dur_nc_2 dur_nc_3 dur_nc_4 dur_nc_5 dur_nc_6 dur_nc_7 dur_nc_8 dur_nc_9 dur_nc_10 pmiw_m_1 pmiw_m_2 pmiw_m_3 pmiw_m_4 pmiw_m_5 pmiw_m_6 pmiw_m_7 pmiw_m_8 pmiw_m_9 pmiw_m_10 pmnwmj_1 pmnwmj_2 pmnwmj_3 pmnwmj_4 pmnwmj_5 pmnwmj_6 pmnwmj_7 pmnwmj_8 pmnwmj_9 pmnwmj_10 phiw_h_1 phiw_h_2 phiw_h_3 phiw_h_4 phiw_h_5 phiw_h_6 phiw_h_7 phiw_h_8 phiw_h_9 phiw_h_10 pliw_l_1 pliw_l_2 pliw_l_3 pliw_l_4 pliw_l_5 pliw_l_6 pliw_l_7 pliw_l_8 pliw_l_9 pliw_l_10
4 1 17 19 2 10 17 88 38 9 62 98 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.8721071863581 15.6746031746032 16.6666666666667 22.1649484536082 7.08762886597938 6.12377850162866 4.78775913129319 5.18783542039356 3.43434343434343 4.38268305718867
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20.8226221079692 21.4007782101167 21.1077844311377 17.6043557168784 28.2574568288854 24.5977011494253 29.5652173913043 45.4329774614472 19.8453608247423 22.4137931034483 0 0 0 0 0 0 0 0 0 0
3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.2478952291862 22.3086900129702 11.5485564304462 4.19847328244275 6.40756302521008 12.6005361930295 4.5431078988126 11.1791730474732 11.6865869853918 17.1704957678356
1 1 15 8 214 95 19 24 33 24 72 24 61.441213653603 54.2420027816412 47.8748248482018 23.4282643739925 41.2974683544304 28.5099052540913 61.6636528028933 39.2156862745098 61.037394451146 60.6481481481481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24.4258872651357 30.5283757338552 35.702746365105 32.7677624602333 33.2225913621262 21.3740458015267 18.2352941176471 34.6303501945525 17.1270718232044 27.8905560458959 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 54.7191011235955 25.9473684210526 59.3959731543624 40.9961685823755 54.5816733067729 61.5168539325843 58.7016574585635 64.4646924829157 53.4814814814815 58.0310880829016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 9 61 15 10 22 9 29 15 25 26 62.1348314606742 47.737556561086 66.1921708185053 61.1111111111111 57.6086956521739 64.3243243243243 55.4802259887006 63.3663366336634 54.5801526717557 56.9756097560976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 1 76 9 1 17 38 20 3 20 27 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52.4625267665953 22.8748068006182 29.2682926829268 25.3597122302158 63.2639355271995 22.7659574468085 19.3965517241379 18.2258064516129 31.5665488810365 41.3592233009709 0 0 0 0 0 0 0 0 0 0
3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53.3333333333333 18.9189189189189 58.0788804071247 59.7959183673469 38.3838383838384 33.1408775981524 21.8333333333333 21.2005108556833 44.3897637795276 30.5084745762712 0 0 0 0 0 0 0 0 0 0
7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24.5441795231417 17.1122994652406 25.4545454545455 62.6293995859213 24.0875912408759 20.4081632653061 51.8918918918919 52.7972027972028 55.1789077212806 21.6890595009597 0 0 0 0 0 0 0 0 0 0
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.67494356659142 27.027027027027 18.8679245283019 15 10.1382488479263 23.2248520710059 7.60135135135135 15.3679653679654 12.8409090909091 7.92452830188679
9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.02252614641995 4.50097847358121 1.86567164179104 3.5230352303523 7.70156438026474 19.9143468950749 9.49957591178965 8.93401015228426 3.28358208955224 20.4582651391162
1 1 0 0 0 0 0 0 0 0 0 0 44.3078567610903 64.8769574944072 60.2941176470588 54.6558704453441 64.1379310344828 55.7122708039492 54.8148148148148 60.6922126081582 63.1578947368421 61.5635179153094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 0 0 0 0 0 0 0 0 0 0 55.3516819571865 42.2492401215805 59.00439238653 61.128526645768 58.477508650519 51.6444444444444 53.9072847682119 63.1878557874763 49.3506493506493 57.8947368421053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 1 0 0 0 0 0 0 0 0 0 0 63.4666666666667 51.1090573012939 60.3305785123967 50.1742160278746 52.4953789279113 56.0479041916168 65.7043879907621 57.1637426900585 52.7871621621622 61.5711252653928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 1 0 0 0 0 0 0 0 0 0 0 61.2972972972973 52.1335807050093 58.8082901554404 49.8929336188437 24.2933810375671 52.5170068027211 62.2088006902502 55.7122708039492 51.5097690941385 61.1918604651163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 56.7368421052632 47.1352912855079 56.9655172413793 55.7122708039492 56.2639821029083 22.6936026936027 56.3636363636364 47.737556561086 56.6539923954373 55.5965559655597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 18 79 63 35 11 15 20 38 19 25 51.3978494623656 40.9278350515464 39.3404004711425 44.7300771208226 67.0753064798599 49.6951219512195 66.5653495440729 64.4736842105263 64.8870636550308 63.68 3.2258064516129 7.93814432989691 5.30035335689046 6.27249357326478 1.92644483362522 2.4390243902439 2.43161094224924 5.78947368421053 7.39219712525667 3.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 1 11 4 26 301 25 60 39 36 16 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.9659863945578 27.7777777777778 3.18559556786704 7.64904386951631 5.32241555783009 9.49957591178965 18.5383244206774 2.6530612244898 12.3620309050773 16.3783160322953
3 1 0 0 0 0 0 0 0 0 0 0 42.9530201342282 55.3410553410553 56.3307493540052 20 62.3987034035656 28.1829814459373 53.6645962732919 48.7046632124352 57.0451436388509 62.1739130434783 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 1 121 24 5 29 214 2 4 9 125 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63.5409836065574 31.1302681992337 38.0216383307573 27.3408239700375 44.5119103222793 27.027027027027 37.7440347071583 39.8945518453427 54.2771599657827 37.2222222222222 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 22.5907029478458 49.5327102803738 49.6062992125984 60.5087014725569 38.5518590998043 62.874251497006 67.8688524590164 51.6583747927031 56.5826330532213 55.3323029366306 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 37 3 25 3 214 22 40 78 11 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36.3730569948187 18.8405797101449 40.495867768595 20.1058201058201 44.5119103222793 23.9696312364425 28.8073394495413 29.304347826087 59.3875906526994 31.4728682170543 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44.6006749156355 29.5687885010267 32.3232323232323 23.3695652173913 23.7426900584795 21.7977528089888 36.2139917695473 31.5592903828198 39.1107078039927 20.9876543209877 0 0 0 0 0 0 0 0 0 0
4 1 28 89 33 7 25 12 17 13 4 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39.2986698911729 38.135593220339 19.7707736389685 18.75 40.2985074626866 58.372641509434 36.9674185463659 38.7238723872387 25.0965250965251 22.4422442244224 0 0 0 0 0 0 0 0 0 0
10 1 19 27 22 12 22 32 48 30 11 15 52.1047708138447 56.6183574879227 63.3228840125392 62.5641025641026 66.8759811616954 58.4139264990329 57.4792243767313 54.8141891891892 41.7867435158501 57.5712143928036 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 0 0 0 0 0 0 0 0 0 0 58.7002096436059 55.6047197640118 47.7502812148481 59.9221789883268 36.6161616161616 39.3478260869565 43.75 57.9970104633782 39.875 43.3333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 1 0 0 0 0 0 0 0 0 0 0 49.1644678979771 33.5017489312087 58.6890243902439 35.158254918734 50.1501501501502 61.2389380530973 41.7910447761194 55.6603773584906 25.2614641995173 37.5510204081633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 66 98 14 13 63 114 98 113 21 301 58.8447653429603 44.3078567610903 62.8975265017668 47.9220779220779 24.7875354107649 32.4894514767932 38.5496183206107 40.318772136954 53.5301668806162 47.7502812148481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 0 0 0 0 0 0 0 0 0 0 50.2212389380531 60.9433962264151 65.2892561983471 58.6440677966102 62.9399585921325 44.8529411764706 64.6061814556331 60.2510460251046 58.1039755351682 57.27969348659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 51.8728717366629 57.2241183162685 63.0931458699473 52.967032967033 42.1978021978022 47.4838709677419 52.3474178403756 55.0626808100289 61.6541353383459 54.3643263757116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.3973214285714 4.58380202474691 6.4650059311981 14.3147208121827 19.7761194029851 8.93401015228426 15.5102040816327 15.5405405405405 29.4871794871795 6.35026737967914
1 1 0 0 0 0 0 0 0 0 0 0 60.2584814216478 58.9118198874296 54.9450549450549 54.3067226890756 59.00439238653 58.2790091264668 64.8897058823529 61.2171837708831 36.7557715674362 62.8930817610063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 59.4217347956132 67.5879396984925 53.393665158371 42.1630094043887 61.2937433722163 41.4803392444102 59.5907928388747 60.7198748043818 38.771186440678 57.1815718157182 1.39581256231306 3.39195979899498 2.94117647058824 3.60501567398119 7.10498409331919 10.331534309946 7.80051150895141 2.8169014084507 3.8135593220339 2.30352303523035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 1 28 6 26 18 16 22 17 9 22 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32.6086956521739 56.3583815028902 38.0478087649402 34.8401323042999 40.6028368794326 26.231884057971 20.9335219236209 21.4521452145215 37.9705400981997 25.4545454545455 0 0 0 0 0 0 0 0 0 0
3 1 0 0 0 0 0 0 0 0 0 0 62.406015037594 57.4834437086093 49.1644678979771 53.1948881789137 55.4054054054054 39.5074946466809 48.1663929939792 39.3229166666667 59.9447513812155 51.8860662047729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.21103769918383 8.7260034904014 31.4553990610329 2.36220472440945 18.6470078057242 12.1739130434783 5.9973924380704 14.4736842105263 11.6521739130435 9.22266139657444
10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17.7443609022556 7.29613733905579 23.6842105263158 3.58620689655172 5.14705882352941 3.85462555066079 14.1546526867628 5.93406593406593 17.201166180758 6.27062706270627
7 1 0 0 0 0 0 0 0 0 0 0 55.325164938737 45.7650273224044 60.7655502392345 52.8 63.2911392405063 54.6827794561934 54.4444444444444 63.0550621669627 46.7796610169492 58.7786259541985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 40.4580152671756 53.7556561085973 55.614406779661 61.6 67.8688524590164 52.9338327091136 53.3013205282113 57.5342465753425 62.9227053140097 45.4081632653061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 18 39 25 8 22 21 11 12 13 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35.8706986444213 46.2676962676963 28.7937743190661 20.627802690583 25.4807692307692 32.6259946949602 43.2692307692308 35.1480420248329 27.7777777777778 38.0299251870324 0 0 0 0 0 0 0 0 0 0
10 1 0 0 0 0 0 0 0 0 0 0 56.6183574879227 65.2650822669104 56.3636363636364 35.077519379845 36.0132158590308 60.3252032520325 57.7992744860943 24.2933810375671 38.5518590998043 57.7833125778331 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 50 62.3842592592593 58.5657370517928 56.006006006006 33.5017489312087 61.6639477977161 63.4799235181644 58.2025677603424 51.7699115044248 67.8688524590164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24.5033112582781 29.277566539924 68.2580278488207 53.0635188308038 17.0909090909091 43.6501901140684 35.6444444444444 58.8377723970944 36.4802933088909 37.0998116760829 0 0 0 0 0 0 0 0 0 0
4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25.207756232687 28.6971830985915 31.2210200927357 17.5438596491228 69.5789473684211 36.8330464716007 52.375 22.6962457337884 58.1893984514592 29.75432211101 0 0 0 0 0 0 0 0 0 0
7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.4602510460251 22.7272727272727 34.1968911917098 8.39532412327311 15.0341685649203 10.9929078014184 30.8108108108108 28.169014084507 31.8 4.24601132269686
3 1 0 0 0 0 0 0 0 0 0 0 26.7246737103791 55.6372549019608 62.3705408515535 54.6577946768061 45.6104944500505 63.5245901639344 62.2254758418741 53.2362459546926 59.5166163141994 16.6666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26.8965517241379 24.5283018867925 22.1621621621622 22.2943722943723 36.0576923076923 38.0998080614203 20.9876543209877 56.8965517241379 20.703125 18.348623853211 0 0 0 0 0 0 0 0 0 0
6 1 154 17 40 27 9 21 14 204 37 11 53.7556561085973 46.8406593406593 62.8865979381443 36.3701578192252 61.1111111111111 62.6506024096386 63.2758620689655 22.851711026616 48.1629392971246 51.9736842105263 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 1 13 83 28 262 28 28 83 23 23 8 60.3942652329749 55.7122708039492 61.1806797853309 25.2614641995173 57.2027972027972 58.6507072905332 26.7246737103791 42.3566878980892 37.3883928571429 61.1716621253406 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 0 0 0 0 0 0 0 0 0 0 33.5017489312087 62.3188405797101 42.0212765957447 24.2933810375671 39.8148148148148 28.5099052540913 58.5448392554992 61.7962466487936 57.957957957958 53.3171521035599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 0 0 0 0 0 0 0 0 0 0 43.1875 62.5225225225225 30.5793285055958 50 25.5678330263966 64.8793565683646 64.8888888888889 53.2608695652174 62.4020887728459 46.1538461538462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
