choice av dur_nc_1 dur_nc_2 dur_nc_3 dur_nc_4 dur_nc_5 dur_nc_6 dur_nc_7 dur_nc_8 dur_nc_9 dur_nc_10 pmiw_m_1 pmiw_m_2 pmiw_m_3 pmiw_m_4 pmiw_m_5 pmiw_m_6 pmiw_m_7 pmiw_m_8 pmiw_m_9 pmiw_m_10 pmnwmj_1 pmnwmj_2 pmnwmj_3 pmnwmj_4 pmnwmj_5 pmnwmj_6 pmnwmj_7 pmnwmj_8 pmnwmj_9 pmnwmj_10 phiw_h_1 phiw_h_2 phiw_h_3 phiw_h_4 phiw_h_5 phiw_h_6 phiw_h_7 phiw_h_8 phiw_h_9 phiw_h_10 pliw_l_1 pliw_l_2 pliw_l_3 pliw_l_4 pliw_l_5 pliw_l_6 pliw_l_7 pliw_l_8 pliw_l_9 pliw_l_10
8 1 0 0 0 0 0 0 0 0 0 0 54.7667342799189 55.0947867298578 54.4675642594859 69.6517412935323 38.5496183206107 61.3157894736842 55.0617283950617 63.6215334420881 53.9419087136929 61.4525139664804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 65.5058043117745 68.849840255591 62.6262626262626 66.551724137931 56.2043795620438 54.7826086956522 53.9473684210526 55.0550550550551 21.3157213157213 64.8230088495575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 241 12 17 11 22 13 25 17 18 1 28.1829814459373 54.6827794561934 46.8406593406593 41.6083916083916 39.3229166666667 60.3149606299213 61.7246596066566 56.5015479876161 65.0684931506849 66.6666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 1 0 0 0 0 0 0 0 0 0 0 39.7777777777778 59.1836734693878 48.1662591687042 59.1803278688525 61.5131578947368 41.3255360623782 53.0188679245283 41.9593345656192 43.1875 64.8769574944072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 62 50 10 35 18 8 100 29 20 11 47.7908025247971 54.1666666666667 62.5621890547264 37.8934624697337 56.4356435643564 61.2903225806452 23.9651928504233 48.3208955223881 58.8469184890656 38.0368098159509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 1 23 29 85 35 17 529 18 1 14 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26.098535286285 24.6704331450094 45.2583759227712 36.4802933088909 26.1640798226164 72.3434704830054 25.1893939393939 60 22.0634920634921 37.2549019607843 0 0 0 0 0 0 0 0 0 0
8 1 22 40 23 43 21 28 113 6 78 17 46.9387755102041 54.954128440367 39.8720682302772 58.1061692969871 60.9510086455331 62.9742033383915 40.318772136954 61.6071428571429 55.2545155993432 62.3611111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 40 9 13 37 21 13 150 36 25 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34.7381864623244 21.6757741347905 19.8425196850394 30.0518134715026 41.8372703412074 25.2252252252252 55.1789077212806 33.2225913621262 28.2442748091603 35.7798165137615 0 0 0 0 0 0 0 0 0 0
4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.0743338008415 26.2222222222222 37.9049676025918 29.1402714932127 62.2778143515471 33.9566929133858 24.4525547445255 23.728813559322 24.3243243243243 23.3830845771144 0 0 0 0 0 0 0 0 0 0
2 1 27 21 45 33 8 10 18 6 26 26 36.3701578192252 46.7289719626168 48.469387755102 56.298773690078 51.6209476309227 49.2283950617284 62.962962962963 38.9423076923077 51.99203187251 47.7900552486188 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 22.851711026616 58.7096774193548 61.2662942271881 28.1829814459373 41.3385826771654 55.6195965417867 62.1739130434783 62.463768115942 61.1992945326279 56.3636363636364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.7548500881834 6.00706713780919 7.14285714285714 20 30.5882352941176 10.8614232209738 6.2929061784897 13.963963963964 19.8473282442748 12.5352112676056
6 1 0 0 0 0 0 0 0 0 0 0 38.6973180076628 57.1881606765328 65.6779661016949 56.006006006006 41.5339233038348 55.6584362139918 60.3121516164994 60.6965174129353 58.6248492159228 59.8732840549102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29.4117647058824 9.9236641221374 4.860088365243 9.14728682170543 12.6005361930295 5.851755526658 18.6440677966102 13.2669983416252 3.55078447563997 15.7407407407407
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.3093709884467 44.3428021184401 27.710843373494 20.3612479474548 24.6376811594203 57.7235772357724 45.4329774614472 55.2664974619289 27.2602739726027 21.6383307573416 0 0 0 0 0 0 0 0 0 0
7 1 0 0 0 0 0 0 0 0 0 0 57.4585635359116 41.0430839002268 61.4991482112436 60.4301075268817 56.6013071895425 67.8260869565217 53.7102473498233 52.1246458923513 55.5198285101822 55.0561797752809 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 53.7408759124088 64.9230769230769 59.2909535452323 35.9756097560976 63.4799235181644 66.1016949152542 42.0710355177589 68.5823754789272 48.6074270557029 24.2933810375671 3.92335766423358 2.46153846153846 2.44498777506112 5.18292682926829 1.7208413001912 5.64971751412429 6.4032016008004 2.4904214559387 7.82493368700265 17.1735241502683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 14 42 1 1 13 6 18 50 24 20 55.4526748971193 41.1650485436893 69.5652173913043 50 66.1319073083779 53.9291217257319 59.846547314578 52.3470839260313 39.875 58.5806451612903 4.52674897119342 9.57928802588997 8.69565217391304 0 1.7825311942959 3.08166409861325 5.88235294117647 3.55618776671408 6.125 1.29032258064516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 29 32 14 263 89 14 66 151 28 164 55.4411764705882 47.0588235294118 57.9591836734694 33.5017489312087 23.9082626453032 53.3707865168539 58.8447653429603 42.0710355177589 51.6829533116178 47.1352912855079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20.8149779735683 11.8598382749326 8.34340991535671 9.2857142857143 19.7502837684449 20.1958384332925 20.9702660406886 5.79710144927536 12.2605363984674 15.8263305322129
2 1 0 0 0 0 0 0 0 0 0 0 34.6666666666667 48.1662591687042 50.78125 38.1756756756757 62.3067776456599 66.8615984405458 57.687074829932 55.6521739130435 57.5268817204301 55.7244174265451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 135 22 24 24 59 28 14 12 33 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71.6268311488049 42.0781893004115 24.3614931237721 20.4783258594918 23.828125 41.1152416356877 23.1578947368421 22.4 60.4982206405694 31.2781954887218 0 0 0 0 0 0 0 0 0 0
3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.9784172661871 4.71698113207547 22.6430976430976 9.45378151260504 10.0292112950341 15.9609120521173 35.2422907488987 7.67494356659142 23.8754325259516 11.304347826087
8 1 25 74 35 26 23 58 263 48 35 8 60.6679035250464 47.9616306954436 62.3842592592593 62.5228519195612 64.4132653061225 58.2260371959943 33.5017489312087 57.4792243767313 56.4393939393939 41.025641025641 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 0 0 0 0 0 0 0 0 0 0 44.3099273607748 40.9470752089137 63.5014836795252 56.5698478561549 56.441717791411 57.6749435665914 62.1794871794872 52.7047913446677 61.7414248021108 32.4894514767932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 2 1 28 18 9 143 34 32 1 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.6883116883117 19.9052132701422 28.4178187403994 28.0757097791798 39.6135265700483 28.2574568288854 54.1249036237471 59.8529411764706 13.0434782608696 22.8476821192053 0 0 0 0 0 0 0 0 0 0
5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23.0769230769231 27.536231884058 19.7431781701445 20.2127659574468 70.7160096540627 69.5760598503741 59.3875906526994 30.9636650868878 31.4232902033272 27.0903010033445 0 0 0 0 0 0 0 0 0 0
5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37.8418329637842 53.3333333333333 20.919881305638 22.9074889867841 19.7707736389685 20.9335219236209 34.3809523809524 42.1810699588477 20.4930662557781 24.1379310344828 0 0 0 0 0 0 0 0 0 0
7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29.4501397949674 32.5088339222615 25.2631578947368 23.3532934131737 50.5747126436782 23.5294117647059 41.7350527549824 68.5687263556116 38.0053908355795 18.640350877193 0 0 0 0 0 0 0 0 0 0
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20.4946996466431 37.431693989071 35.4300385109114 57.2872133696075 71.7658168083097 22.2543352601156 34.5588235294118 51.8918918918919 21.3093709884467 25.2793296089385 0 0 0 0 0 0 0 0 0 0
8 1 16 26 20 24 78 60 18 24 54 46 49.4584837545126 51.7555266579974 66.9856459330144 61.0474631751228 62.426614481409 52.5869380831213 56.4516129032258 63.8686131386861 53.2824427480916 58.1081081081081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27.1948608137045 3.36314847942755 18.1380417335474 14.9606299212598 13.3991537376587 3.73154362416107 20.4379562043796 17.1830985915493 6.29567172568859 19.3710691823899
8 1 29 23 4 22 10 2 28 9 33 150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.18518518518519 2.73327049952875 15.0485436893204 19.935170178282 5.1440329218107 17.1597633136095 1.86567164179104 28.393135725429 3.42960288808664 2.82485875706215
3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44.3428021184401 49.633431085044 22.746185852982 21.8543046357616 27.2292993630573 21.8106995884774 24.0875912408759 37.2881355932203 45.3749315818281 17.8268251273345 0 0 0 0 0 0 0 0 0 0
5 1 0 0 0 0 0 0 0 0 0 0 61.7391304347826 64.1547861507128 58.0357142857143 24.2933810375671 48.1663929939792 55.4802259887006 48.1663929939792 56.2610229276896 53.1746031746032 63.8297872340426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 33 21 10 2 14 19 15 301 20 4 48.5997666277713 55.6521739130435 52.7936145952109 46.1538461538462 64.7058823529412 55.6047197640118 56.5562913907285 47.7502812148481 62.4605678233439 61.1464968152866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 0 0 0 0 0 0 0 0 0 0 58.0310880829016 65.3846153846154 51.6297262059974 54.1666666666667 58.3 62.1794871794872 39.8720682302772 62.144420131291 31.5310763011622 24.2933810375671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 19 33 15 18 36 5 76 23 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.7119113573407 1.93905817174515 19.8482932996207 29.874213836478 5.078125 14.2857142857143 4.17789757412399 5.08474576271186 7.11237553342816 19.3548387096774
7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22.8260869565217 8.21309655937847 14.1263940520446 4.02252614641995 24.5901639344262 15.5688622754491 14.4927536231884 4.9645390070922 23.7822349570201 6.18556701030928
9 1 0 0 0 0 0 0 0 0 0 0 53.7404580152672 27.5028121484814 59.3798449612403 61.1664295874822 37.5 57.9032258064516 44.2231075697211 41.1660777385159 72.2448979591837 56.9306930693069 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.4585448392555 6.4650059311981 8.46023688663283 32.5062034739454 12.964824120603 16.5829145728643 40 21.5130023640662 13.1565782891446 30.3102625298329
7 1 0 0 0 0 0 0 0 0 0 0 42.3664122137405 62.3751387347392 50.1683501683502 28.1829814459373 61.7977528089888 51.3059701492537 69.0140845070423 58.5448392554992 60.0409836065574 56.701030927835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 62.4605678233439 51.4625228519196 37.1029224904701 28.5714285714286 63.0434782608696 58.1081081081081 41.5857605177994 36.1663652802893 61.441213653603 60.8303249097473 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 1 0 0 0 0 0 0 0 0 0 0 48.1663929939792 53.1135531135531 61.8843683083512 47.6439790575916 61.0223642172524 55.4560260586319 48.8479262672811 64.9350649350649 47.8748248482018 49.7695852534562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23.6074270557029 40 40.4426559356137 24.4210526315789 30.6985294117647 32.6086956521739 41.6829745596869 37.6440460947503 15.7989228007181 73.2678983833718 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.1738083774675 2.90135396518375 0.509337860780985 1.27186009538951 4.36432637571157 13.0099228224917 1.28205128205128 17.9228179228179 1.62162162162162 2.14285714285714 44.3428021184401 39.7485493230174 22.4108658743633 20.5087440381558 25.426944971537 57.8831312017641 23.0769230769231 75.4985754985755 18.9189189189189 40.3571428571429 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53.3333333333333 37.6760563380282 23.2179226069246 72.3434704830054 29.0666666666667 35.0974930362117 51.4177693761815 30.0258843830889 22.2222222222222 39.3415637860082 0 0 0 0 0 0 0 0 0 0
4 1 0 0 0 0 0 0 0 0 0 0 64.1123882503193 62.7906976744186 59.4217347956132 62.3389494549058 44.6954813359528 64.1441441441441 23.9082626453032 48.8058151609553 28.2260596546311 61.1173184357542 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 0 0 0 0 0 0 0 0 0 0 66.8571428571429 65.5889145496536 27.5028121484814 60.625814863103 65.1898734177215 61.082910321489 37.5412152614225 58.2790091264668 55.0626808100289 39.1041162227603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 1 19 33 26 14 29 22 14 26 27 60 40.6169665809769 57.2241183162685 58.6440677966102 51.0089686098655 37.8666666666667 58.8942307692308 51.8041237113402 58.2822085889571 54.8209366391185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.3952095808383 18.5185185185185 21.8032786885246 31.0773480662983 21.6949152542373 23.2323232323232 39.871382636656 28.2442748091603 20.8828522920204 26.0571428571429 0 0 0 0 0 0 0 0 0 0
7 1 0 0 0 0 0 0 0 0 0 0 65.0627615062761 53.9363484087102 51.9453207150368 46.1538461538462 38.390092879257 52.9062870699881 54.1453428863869 24.7969837587007 59.8732840549102 58.2790091264668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.1169284467714 57.6811594202899 55.4993678887484 54.2771599657827 45.3749315818281 37.1573604060914 21.5277777777778 33.2225913621262 19.874213836478 58.1893984514592 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 54.9476135040745 48.1012658227848 23.8704819277108 64.6766169154229 41.6309012875536 24.2933810375671 64.5569620253165 57.1594877764843 50.1569858712716 63.3204633204633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 23 19 6 21 11 2 24 74 45 110 58.8411588411588 64.4 37.9856115107914 59.2936802973978 59.6190476190476 66.1764705882353 61.7151607963247 47.9616306954436 55.5412371134021 25.5678330263966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 0 0 0 0 0 0 0 0 0 0 61.0328638497653 48.5997666277713 46.551724137931 62.5592417061611 56.8445475638051 47.7900552486188 40.318772136954 50.1805054151625 46.9483568075117 58.2790091264668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37.5854214123007 37.9411764705882 29.304347826087 23.0769230769231 55.5948174322733 23.4375 52.4625267665953 25.3097345132743 51.3671875 27.9644268774704 0 0 0 0 0 0 0 0 0 0
5 1 131 19 83 40 79 14 11 91 13 65 50.1683501683502 57.8158458244111 26.7246737103791 61.3157894736842 62.3751387347392 64.1123882503193 52.4229074889868 55.3410553410553 63.8522427440633 62.2088006902502 4.37710437710438 9.20770877944326 15.1025481665631 2.36842105263158 4.32852386237514 1.14942528735632 1.76211453744493 8.36550836550837 1.84696569920844 5.69456427955134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 0 0 0 0 0 0 0 0 0 0 64.3026004728132 61.8705035971223 21.3157213157213 52.078239608802 58.2978723404255 56.7368421052632 59.6858638743456 59.6463022508039 53.6842105263158 64.9350649350649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.3468950749465 5.79014715291107 5.98052851182197 21.9971056439942 21.7627856365615 18.7675070028011 16.2644281217209 4.02252614641995 4.09297625063163 18.7845303867403
9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.2671232876712 13.9890710382514 6.74053554939981 20.8955223880597 16.5631469979296 7.64904386951631 7.56302521008403 4.73061760840999 9.11330049261084 3.83631713554987
5 1 0 0 0 0 0 0 0 0 0 0 47.5100942126514 50.1149425287356 58.8126159554731 56.1527581329562 61.8744313011829 62.1794871794872 59.6345514950166 38.3888612630532 60.2857142857143 48.4126984126984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.3125 12.998712998713 6.4650059311981 3.95480225988701 20.129270544783 4.20841683366733 15.1470588235294 19.1256830601093 18.232044198895 18.0129990714949
6 1 22 4 12 20 19 15 104 11 16 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.4287369640788 11.9480519480519 2.40549828178694 17.5862068965517 12.9482071713147 11 3.26975476839237 5.04305043050431 10.6870229007634 17.8048780487805
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24.4525547445255 27.8716216216216 36.555023923445 19.8795180722892 27.4271844660194 7.14285714285714 41.8940609951846 24.9249249249249 40.7514450867052 25.2653927813163 0 0 0 0 0 0 0 0 0 0
5 1 10 7 80 104 22 170 14 15 27 34 61.1111111111111 51.2676056338028 61.5526802218115 26.6434782608696 67.3539518900344 46.8406593406593 49.8381877022654 54.5340050377834 59.7864768683274 43.6486486486486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 0 0 0 0 0 0 0 0 0 0 60.4301075268817 63.5157545605307 63.3962264150943 61.0526315789474 27.5028121484814 37.9032258064516 41.7118093174431 42.0710355177589 64.1390205371248 61.7977528089888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.506958250497 4.39475713184271 15.1862464183381 2.44956772334294 5.12273212379936 20.9003215434084 11.4886731391586 11.741214057508 16.7697063369397 8.16
5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48.1574539363484 67.9133858267717 37.992376111817 27.0011947431302 33.3333333333333 36.9771863117871 44.5119103222793 22.8295819935691 30.7692307692308 21.608832807571 0 0 0 0 0 0 0 0 0 0
5 1 28 5 36 47 23 2 76 33 18 100 51.6102394715112 47.985347985348 56.7505720823799 41.6309012875536 51.1930585683297 63.4042553191489 26.511894525652 54.9523809523809 55.9659090909091 23.9651928504233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 2 25 25 24 29 78 35 21 529 263 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34.9315068493151 39.3865030674847 25.5952380952381 40.4426559356137 56.3565891472868 37.6026272577997 33.6801040312094 48.6348912540491 72.3434704830054 57.2872133696075 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 58.1395348837209 24.2933810375671 59.6434359805511 58.0559254327563 64.1618497109827 52.3460410557185 61.7683686176837 49.2012779552716 51.5151515151515 54.8148148148148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 21 140 18 25 19 29 15 63 151 48 63.0790190735695 43.1875 57.0287539936102 57.0712136409228 54.965034965035 58.7016574585635 40.6438631790744 56.1576354679803 58.5648148148148 51.1755485893417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 1 0 0 0 0 0 0 0 0 0 0 56.4277588168373 64.1196013289037 59.3350383631714 48.1663929939792 36.8421052631579 54.3859649122807 58.4926884139483 64.1025641025641 49.1150442477876 56.3725490196078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 1 0 0 0 0 0 0 0 0 0 0 65.0627615062761 60.4938271604938 57.2472594397077 51.9565217391304 64.2857142857143 53.9363484087102 52.9058116232465 47.5471698113208 43.3333333333333 56.4617314930991 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 60.981308411215 35.7017543859649 60.9977324263039 56.4009661835749 62.463768115942 48.1020166073547 54.1414141414141 27.2654370489174 59.3004769475358 56.7368421052632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 0 0 0 0 0 0 0 0 0 0 61.7246596066566 61.0596026490066 55.4396423248882 60.7198748043818 50.1569858712716 59.375 54.3643263757116 59.0984974958264 38.9312977099237 55.6603773584906 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31.0012062726176 38.4388807069219 34.6765641569459 31.9148936170213 68.2580278488207 66.0268714011516 37.3820754716981 48.1457384515289 39.5705521472393 55.5948174322733 0 0 0 0 0 0 0 0 0 0
3 1 8 394 72 42 16 6 18 17 8 90 63.4719710669078 27.5028121484814 61.8744313011829 55.8620689655172 62.6959247648903 65.3386454183267 55.6701030927835 59.4855305466238 39.662447257384 52.7047913446677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 1 0 0 0 0 0 0 0 0 0 0 56.5952649379932 53.2894736842105 28.1829814459373 68.6274509803922 57.4792243767313 60.6585788561525 63.6363636363636 61.5526802218115 60.9596510359869 39.3592677345538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 32 135 21 24 21 20 22 21 18 32 64.3026004728132 24.6337702390131 58.7248322147651 60.233918128655 55.9270516717325 57.2992700729927 52.3972602739726 58.955223880597 59.805510534846 66.2408759124088 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.26628895184136 7.67494356659142 7.60626398210291 28.414442700157 11.1888111888112 7.53731343283582 38.4615384615385 4.02252614641995 20.7723035952064 23.4870317002882
