# (al=0.05) r=2	5	10	15	20	2	5	10	15	20	
3      0.069	0.088	0.158	0.241	0.338	0.012	0.018	0.039	0.083	0.141
6      0.112	0.301	0.716	0.925	0.994	0.031	0.123	0.459	0.785	0.961
9      0.26	0.764	0.996	1.0	1.0	0.095	0.511	0.98	1.0	1.0
12     0.52	0.98	1.0	1.0	1.0	0.246	0.912	1.0	1.0	1.0
15     0.782	1.0	1.0	1.0	1.0	0.542	1.0	1.0	1.0	1.0
18     0.947	1.0	1.0	1.0	1.0	0.81	1.0	1.0	1.0	1.0
