# (al=0.05) r=2	5	10	15	20 (al=0.01) 2	5	10	15	20
0.25	0.376	0.398	0.575	0.771	0.88	0.217	0.216	0.392	0.574	0.73
0.5	0.607	0.847	0.992	1.0	1.0	0.406	0.698	0.969	0.999	1.0
0.75	0.806	0.993	1.0	1.0	1.0	0.63	0.973	1.0	1.0	1.0
1	0.95	1.0	1.0	1.0	1.0	0.819	0.999	1.0	1.0	1.0


