#	1.lrts(N)	lrts(pois)	pearson		2. lrts(normal)
2	0.589	0.355	0.047	0.008	0.034	0.009	0.269	0.127
5	0.176	0.053	0.047	0.007	0.028	0.006	0.135	0.049
10	0.127	0.03	0.035	0.008	0.028	0.007	0.088	0.038
15	0.144	0.044	0.049	0.011	0.019	0.006	0.08	0.032
20	0.152	0.04	0.052	0.007	0.02	0.003	0.101	0.037
