count	ct_ht	hhsize	income	age_range
1	4@610	2	1	>65
1	4@610	4	1	<=30
1	4@610	5	2	51-65
1	4@611	1	1	>65
1	4@611	1	2	NULL
1	4@611	3	2	<=30
1	4@613	1	1	51-65
1	4@613	1	1	>65
1	4@614	1	1	41-50
2	4@615	1	NULL	>65
4	4@615	1	1	51-65
1	4@615	1	1	>65
1	4@615	1	2	>65
1	4@615	2	1	41-50
2	4@615	2	2	<=30
1	4@615	3	1	31-40
1	4@616	1	1	51-65
2	4@616	1	1	>65
1	4@616	3	2	<=30
1	4@617	1	NULL	<=30
1	4@617	2	1	>65
1	4@619	1	1	>65
1	4@621	1	1	>65
1	4@626	1	1	51-65
1	4@628	2	1	31-40
1	4@628	3	1	31-40
1	4@628	3	1	41-50
1	4@629	3	1	NULL
1	4@629	3	1	<=30
1	4@63	1	2	31-40
1	4@635	4	NULL	>65
1	4@635	4	1	31-40
1	4@635	4	1	<=30
1	4@65	1	1	>65
1	4@65	1	2	51-65
1	4@65	2	2	31-40
1	4@65	2	2	<=30
2	4@66	1	1	31-40
1	4@66	1	1	51-65
1	4@66	1	2	<=30
1	4@66	2	2	31-40
1	4@66	2	2	<=30
1	4@66	3	2	<=30
1	4@67	1	NULL	41-50
1	4@67	1	1	41-50
1	4@67	1	1	>65
2	4@67	1	2	<=30
1	4@67	2	2	31-40
1	4@68	1	1	41-50
1	4@69	1	1	31-40
1	4@69	1	1	41-50
1	4@69	1	2	41-50
1	4@7	1	2	31-40
1	4@7	2	1	31-40
1	4@7	2	2	<=30
1	4@70	1	NULL	NULL
1	4@70	1	1	31-40
1	4@70	1	1	41-50
1	4@70	1	1	51-65
1	4@70	1	1	>65
2	4@70	1	2	31-40
2	4@70	1	2	41-50
1	4@70	1	2	<=30
1	4@70	2	NULL	<=30
1	4@70	2	1	<=30
1	4@70	2	2	<=30
1	4@70	3	2	41-50
1	4@707	1	2	31-40
1	4@709	2	1	41-50
1	4@709	4	2	31-40
1	4@71	2	2	31-40
1	4@711	1	2	51-65
1	4@711	2	1	<=30
2	4@712	2	1	<=30
1	4@712	2	1	>65
1	4@714	1	1	51-65
1	4@714	2	2	<=30
1	4@715	1	1	51-65
1	4@715	2	1	<=30
1	4@715	3	1	<=30
1	4@716	2	1	<=30
1	4@716	7	1	<=30
1	4@717	1	NULL	41-50
1	4@717	1	NULL	<=30
1	4@717	1	1	<=30
1	4@717	1	2	<=30
1	4@717	2	1	51-65
1	4@717	3	NULL	<=30
1	4@717	3	1	<=30
1	4@718	1	1	41-50
2	4@718	1	2	51-65
2	4@718	2	1	41-50
1	4@718	2	2	41-50
1	4@718	3	1	<=30
1	4@72	1	1	31-40
1	4@72	1	1	<=30
1	4@72	1	2	>65
2	4@72	2	2	<=30
1	4@720	1	1	31-40
1	4@720	1	1	<=30
1	4@720	2	NULL	<=30
1	4@720	3	2	31-40
1	4@721	1	NULL	31-40
1	4@721	1	NULL	<=30
1	4@721	1	1	51-65
2	4@721	1	1	<=30
1	4@721	1	2	31-40
1	4@721	1	2	41-50
1	4@721	2	1	51-65
1	4@721	3	1	31-40
1	4@721	3	2	31-40
1	4@721	6	2	31-40
2	4@723	1	1	31-40
1	4@723	1	2	31-40
2	4@723	1	2	41-50
1	4@723	1	2	51-65
1	4@723	1	2	>65
1	4@723	2	1	31-40
1	4@723	2	1	41-50
2	4@723	2	1	<=30
1	4@723	2	2	31-40
2	4@723	2	2	<=30
1	4@723	3	1	51-65
1	4@723	3	1	<=30
1	4@723	3	2	31-40
1	4@723	6	2	<=30
1	4@724	1	1	>65
1	4@724	3	1	<=30
1	4@724	3	2	41-50
1	4@724	4	2	31-40
1	4@724	4	2	41-50
1	4@725	3	1	<=30
1	4@73	1	1	<=30
1	4@73	2	2	<=30
1	4@733	1	1	51-65
1	4@733	1	1	>65
2	4@734	1	1	>65
1	4@734	1	2	51-65
1	4@734	1	2	<=30
1	4@734	1	2	>65
1	4@734	3	2	31-40
3	4@74	1	1	31-40
2	4@74	1	1	<=30
1	4@74	1	2	31-40
1	4@74	1	2	<=30
1	4@74	2	1	41-50
4	4@74	2	2	<=30
1	4@74	3	1	31-40
1	4@75	1	1	31-40
3	4@75	1	1	41-50
3	4@75	1	1	<=30
1	4@75	1	1	>65
2	4@75	1	2	51-65
2	4@75	2	1	<=30
1	4@75	2	2	31-40
1	4@75	2	2	51-65
4	4@75	2	2	<=30
1	4@76	1	1	41-50
1	4@76	1	1	<=30
1	4@76	1	2	<=30
1	4@76	2	1	<=30
1	4@76	3	2	<=30
1	4@77	3	1	<=30
2	4@79	1	1	31-40
2	4@79	1	1	>65
1	4@79	1	2	<=30
1	4@79	2	1	31-40
1	4@79	2	2	<=30
1	4@80	1	1	31-40
2	4@80	2	2	<=30
1	4@801	1	1	>65
1	4@801	1	2	>65
1	4@801	2	1	31-40
1	4@801	3	1	<=30
1	4@801	4	1	31-40
1	4@802	1	1	<=30
1	4@809	4	1	31-40
1	4@81	1	1	51-65
1	4@810	1	2	<=30
1	4@810	2	1	NULL
1	4@810	4	1	<=30
1	4@812	1	1	<=30
1	4@82	1	1	<=30
1	4@82	2	1	41-50
1	4@82	2	2	31-40
1	4@83	1	1	41-50
1	4@83	1	1	51-65
1	4@83	1	1	>65
1	4@83	1	2	41-50
1	4@84	1	1	<=30
1	4@84	1	2	41-50
2	4@84	1	2	<=30
1	4@85	3	2	31-40
1	4@86	1	1	<=30
1	4@86	1	2	<=30
1	4@86	2	2	<=30
1	4@87	2	1	<=30
1	4@87	2	2	41-50
1	4@88	1	1	51-65
1	4@88	1	1	<=30
1	4@89	1	2	31-40
1	4@89	1	2	<=30
1	4@903	4	1	<=30
1	4@905	1	NULL	>65
1	4@905	1	1	41-50
1	4@905	1	1	51-65
2	4@905	1	1	>65
1	4@907	1	1	41-50
1	4@909	1	1	>65
1	4@909	1	2	31-40
1	4@909	2	2	31-40
1	4@912	1	2	51-65
1	4@912	2	NULL	41-50
1	4@912	2	1	<=30
1	4@912	3	2	<=30
1	4@915	3	2	31-40
1	4@916	2	2	31-40
1	4@916	2	2	>65
1	4@916	3	2	<=30
1	4@917	3	1	31-40
1	4@92	1	1	31-40
1	4@922	3	1	<=30
1	4@924	1	1	31-40
1	4@924	2	1	<=30
1	4@924	2	2	<=30
1	4@94	1	1	>65
1	4@95	1	1	31-40
1	4@95	1	1	51-65
1	4@98	1	1	41-50
2	8@-10	1	1	NULL
1	8@11	3	2	51-65
1	8@201	1	2	31-40
1	8@204	1	NULL	NULL
1	8@207	4	NULL	<=30
1	8@214	2	1	51-65
1	8@217	2	1	>65
1	8@217	3	1	>65
1	8@219	1	1	>65
1	8@219	1	2	>65
1	8@219	6	2	41-50
1	8@220	2	2	41-50
1	8@222	2	NULL	41-50
1	8@225	2	2	51-65
1	8@226	2	2	41-50
1	8@232	1	2	51-65
1	8@232	1	2	>65
1	8@247	1	1	31-40
1	8@247	1	2	<=30
1	8@247	2	2	>65
1	8@256	1	1	41-50
1	8@256	3	1	>65
1	8@256	7	2	31-40
1	8@264	2	1	>65
1	8@267	1	1	41-50
1	8@270	1	1	>65
1	8@277	2	2	<=30
1	8@28	2	1	<=30
1	8@28	2	2	31-40
1	8@284	1	NULL	51-65
2	8@284	1	1	>65
1	8@284	2	2	>65
1	8@288	1	1	51-65
1	8@288	2	2	41-50
1	8@288	4	1	31-40
1	8@289	1	2	>65
1	8@290	5	1	41-50
1	8@292	1	1	51-65
3	8@293	1	1	>65
1	8@294	1	1	>65
1	8@294	3	2	31-40
1	8@297	2	1	>65
1	8@300	2	1	31-40
1	8@303	1	1	>65
1	8@303	3	NULL	31-40
1	8@303	3	2	>65
2	8@304	1	1	>65
1	8@305	1	1	>65
1	8@307	1	1	51-65
1	8@308	1	2	51-65
1	8@309	4	2	31-40
1	8@311	1	2	>65
1	8@312	2	1	>65
1	8@312	2	2	31-40
1	8@313	2	1	51-65
2	8@315	1	1	>65
1	8@315	2	2	>65
1	8@317	1	1	51-65
1	8@319	1	2	41-50
1	8@32	2	2	41-50
1	8@321	3	NULL	<=30
1	8@321	3	1	41-50
1	8@322	1	2	41-50
1	8@323	2	2	>65
1	8@326	2	2	>65
1	8@326	3	1	31-40
1	8@328	2	1	31-40
2	8@36	1	1	>65
1	8@403	1	1	51-65
1	8@407	1	1	>65
1	8@413	2	1	51-65
1	8@417	1	1	51-65
2	8@417	1	1	>65
1	8@417	4	2	41-50
2	8@418	1	1	51-65
3	8@418	1	1	>65
1	8@418	1	2	41-50
1	8@418	1	2	51-65
1	8@418	2	1	51-65
1	8@418	3	1	51-65
1	8@419	1	1	>65
1	8@419	4	2	31-40
1	8@420	3	1	<=30
1	8@47	1	2	41-50
1	8@47	2	NULL	51-65
1	8@512	4	2	31-40
1	8@517	1	1	51-65
1	8@517	2	1	51-65
1	8@519	1	1	51-65
1	8@519	1	1	>65
2	8@519	2	2	31-40
1	8@519	2	2	>65
1	8@519	3	1	31-40
1	8@52	1	2	51-65
1	8@521	1	1	41-50
1	8@521	2	1	31-40
1	8@521	2	1	51-65
1	8@521	4	2	41-50
1	8@521	7	2	31-40
1	8@523	3	1	<=30
1	8@523	4	2	31-40
1	8@524	2	2	<=30
1	8@526	1	2	51-65
1	8@526	3	2	31-40
1	8@527	2	2	51-65
1	8@527	3	2	NULL
1	8@528	2	1	51-65
1	8@528	3	1	31-40
1	8@529	1	NULL	>65
1	8@529	1	1	51-65
1	8@529	2	1	>65
2	8@529	2	2	51-65
1	8@529	2	2	>65
1	8@53	1	1	51-65
1	8@530	1	2	51-65
1	8@530	3	1	31-40
1	8@530	4	1	41-50
1	8@531	1	1	>65
1	8@531	3	2	31-40
1	8@532	3	2	31-40
1	8@532	4	2	41-50
1	8@533	1	2	41-50
1	8@533	2	2	41-50
1	8@534	3	2	41-50
1	8@535	1	1	>65
1	8@535	1	2	41-50
1	8@536	1	1	41-50
1	8@536	2	1	41-50
1	8@537	1	1	>65
1	8@537	3	2	31-40
1	8@537	4	2	31-40
1	8@537	5	2	41-50
1	8@538	2	2	41-50
1	8@538	2	2	51-65
1	8@538	3	NULL	NULL
1	8@538	4	1	31-40
1	8@58	2	2	31-40
1	8@6	1	1	>65
1	8@60	1	1	>65
1	8@61	2	2	51-65
1	8@610	1	1	>65
1	8@615	1	1	>65
1	8@615	2	1	41-50
1	8@629	2	1	51-65
1	8@635	4	1	31-40
1	8@66	1	2	>65
1	8@702	5	1	<=30
1	8@703	2	2	41-50
2	8@703	2	2	51-65
1	8@703	5	2	31-40
1	8@703	5	2	41-50
1	8@705	1	1	>65
1	8@705	2	2	>65
2	8@712	1	1	>65
1	8@712	2	1	31-40
1	8@713	2	NULL	>65
1	8@714	2	1	41-50
2	8@714	2	1	>65
1	8@714	2	2	41-50
1	8@714	2	2	51-65
1	8@715	5	2	31-40
2	8@716	1	1	>65
1	8@716	2	2	<=30
1	8@717	1	1	>65
1	8@717	2	1	41-50
1	8@718	2	2	31-40
1	8@718	4	2	41-50
1	8@720	5	1	<=30
1	8@723	3	1	<=30
1	8@723	3	2	31-40
1	8@723	3	2	<=30
1	8@725	2	1	>65
1	8@726	1	2	31-40
1	8@726	3	NULL	41-50
1	8@726	3	NULL	51-65
1	8@729	1	2	31-40
1	8@730	1	NULL	51-65
1	8@730	1	1	>65
1	8@730	2	1	51-65
1	8@730	3	1	41-50
1	8@730	3	2	41-50
1	8@730	5	2	31-40
1	8@731	1	1	31-40
1	8@731	1	1	41-50
1	8@731	1	1	>65
1	8@731	1	2	>65
1	8@731	2	NULL	51-65
1	8@731	2	2	>65
1	8@731	3	2	31-40
1	8@731	3	2	41-50
1	8@731	3	2	51-65
1	8@731	5	2	31-40
1	8@733	2	2	31-40
1	8@734	2	1	<=30
1	8@75	1	NULL	NULL
1	8@79	1	1	>65
1	8@804	2	2	>65
1	8@807	2	2	51-65
1	8@810	1	1	51-65
1	8@811	1	1	31-40
1	8@82	1	1	>65
1	8@86	1	1	<=30
1	8@87	2	2	41-50
1	8@901	1	1	31-40
1	8@901	1	1	41-50
1	8@901	5	2	41-50
1	8@902	1	2	>65
1	8@902	2	1	>65
1	8@905	5	1	31-40
2	8@906	1	1	>65
1	8@906	2	2	51-65
1	8@906	3	NULL	<=30
1	8@906	4	1	51-65
1	8@906	4	2	<=30
1	8@908	1	1	>65
1	8@912	1	1	51-65
1	8@912	2	1	>65
1	8@912	3	2	41-50
1	8@913	1	1	>65
1	8@914	2	1	41-50
1	8@917	1	1	51-65
1	8@917	1	1	>65
1	8@918	1	1	>65
1	8@921	1	1	51-65
1	8@922	1	1	>65
1	8@922	2	2	>65
1	8@923	2	1	41-50
1	8@925	2	2	31-40
1	8@926	2	2	>65
1	8@928	2	1	51-65
2	8@929	1	1	51-65
1	8@97	3	2	51-65
