5000673,3,1150385.25,224832.09
5000673,4,1150385.25,224832.09
5000720,3,1180995.50,218516.63
5000883,3,1215049.61,205779.39
5000883,4,1215049.61,205779.39
5000895,3,1224558.51,252091.43
5000895,4,1225125.45,234421.89
5000981,4,1194750.19,214318.21
5001049,3,1227382.00,296824.68
5001096,3,1226640.37,294537.64
5001096,4,1227382.00,296824.68
5001137,3,1187936.37,283915.59
5001137,4,1187936.37,283915.59
5001212,3,1216401.35,272767.65
5001213,3,1196174.81,222556.99
5001259,3,1269289.02,308723.67
5001259,4,1269289.02,308723.67
5001347,3,1215049.61,205779.39
5001347,4,1215049.61,205779.39
5001604,3,1177905.12,224523.20
5001642,3,1180294.00,244284.40
5001642,4,1179432.12,244373.92
5001774,2,1201363.01,271349.53
5001808,3,1226640.37,294537.64
5001808,4,1226640.37,294537.64
5001827,3,1223039.39,240643.65
5001827,4,1220674.87,225659.54
5001939,3,1224352.29,239057.46
5001988,1,1271159.94,245818.79
5002060,3,1201121.19,217226.38
5002060,4,1187703.09,215166.77
5002060,5,1187703.09,215166.77
5002077,4,1189048.37,234067.46
5002077,5,1188315.37,245003.03
5002139,3,1223572.24,236678.54
5002139,4,1227233.00,246978.18
5002222,3,1216401.35,272767.65
5002249,1,1277180.08,242894.59
5002387,3,1198649.25,187162.34
5002387,4,1198649.25,187162.34
5002400,3,1222894.31,240289.54
5002400,4,1224352.29,239057.46
5002472,2,1191833.25,237598.90
5002508,3,1226640.37,294537.64
5002537,3,1220487.50,189227.67
5002537,4,1217419.18,193795.38
5002661,3,1239790.37,96129.86
5002861,3,1154269.17,188701.01
5002865,3,1181244.37,241560.62
5002908,3,1191661.00,300756.71
5002908,4,1200280.48,272550.18
5002930,4,1201121.19,217226.38
5003008,3,1317273.50,216467.73
5003026,3,1195652.43,214525.26
5003026,4,1201121.19,217226.38
5003103,3,1226640.37,294537.64
5003103,4,1226640.37,294537.64
5003103,5,1201363.01,271349.53
5003192,3,1165723.53,224446.28
5003201,3,1191770.67,165590.08
5003242,2,1188340.07,245904.59
5003299,5,1202898.56,175924.92
5003382,3,1175647.75,240990.43
5003382,4,1175647.75,240990.43
5003458,3,1195652.43,214525.26
5003458,4,1194750.19,214318.21
5003618,3,1198416.62,201306.09
5003618,4,1220487.50,189227.67
5003621,4,1200280.48,272550.18
5003678,4,1179432.12,244373.92
5003712,3,1218023.16,299934.85
5003786,3,1201253.54,235737.84
5003786,4,1201253.54,235737.84
5003882,3,1195652.43,214525.26
5003886,3,1177905.12,224523.20
5003886,4,1197761.49,226469.13
5003887,4,1194750.19,214318.21
5003941,3,1194750.19,214318.21
5003941,4,1194750.19,214318.21
5003961,3,1181244.37,241560.62
5003978,3,1200302.74,272839.65
5003978,4,1200302.74,272839.65
5004058,3,1279004.42,273351.19
5004058,4,1220487.50,189227.67
5004058,5,1202898.56,175924.92
5004103,3,1200302.74,272839.65
5004168,3,1200280.48,272550.18
5004183,3,1223039.39,240643.65
5004185,3,1200302.74,272839.65
5004185,4,1226640.37,294537.64
5004190,3,,
5004190,4,1217953.69,266799.07
5004221,3,1218023.16,299934.85
5004221,4,1218023.16,299934.85
5004221,5,1218023.16,299934.85
