5000581,1219806.25,259452.48
5000582,1200844.62,220899.56
5000601,1205963.50,187520.23
5000612,1202580.37,197046.00
5000621,1187480.62,254501.73
5000631,1193263.62,196215.75
5000645,1212949.25,302295.40
5000649,1188886.87,209177.06
5000668,1188272.37,250709.28
5000673,1149824.25,225894.70
5000698,1198793.00,220301.53
5000719,1222632.56,238048.52
5000720,1194768.50,219869.34
5000751,1211967.12,334450.84
5000758,1317363.62,388823.50
5000761,1198243.12,187342.34
5000792,1203421.12,238004.29
5000857,1191590.87,217750.73
5000883,1217787.25,201276.00
5000890,1206267.50,190298.01
5000895,1226941.62,249556.67
5000916,1201816.50,233595.64
5000971,1200692.50,199550.73
5000981,1191434.12,217847.18
5001012,1219044.25,237955.46
5001013,1229356.87,224635.76
5001030,1206200.12,231486.87
5001041,1190668.00,214893.67
5001049,1228249.25,296293.40
5001081,1212406.62,301431.34
5001096,1219602.12,282448.46
5001114,1205580.87,198609.32
5001137,1174133.56,258176.59
5001149,1190477.12,297028.75
5001177,1171512.87,258181.93
5001212,1211187.50,288021.00
5001213,1194683.50,249940.12
5001232,1179735.87,224257.59
5001259,1215091.12,283640.37
5001261,1192877.37,255005.48
5001285,1224337.50,215761.82
5001347,1216047.75,202887.89
5001356,1233591.75,289852.06
5001367,1202260.87,215882.04
5001368,1180245.12,223663.00
5001428,1190060.37,170626.48
5001454,1229936.25,295661.75
5001466,1207185.62,201749.75
5001471,1172694.12,163727.26
5001497,1224494.25,233498.90
5001502,1204815.37,123342.46
5001522,1199535.25,219121.89
5001545,1226988.25,232889.10
5001603,1185497.75,205210.34
5001604,1187667.62,241431.18
5001642,1171828.12,249864.01
5001684,1192955.25,197782.76
5001694,1201464.00,274919.87
5001721,1171940.50,246404.53
5001758,1209957.12,245387.01
5001774,1204368.37,281738.93
5001797,1173494.62,235360.54
5001808,1201975.00,286308.40
5001827,1220138.37,223190.67
5001854,1201370.00,201501.51
5001911,1190666.00,218964.54
5001939,1225179.50,235199.39
5001970,1193084.37,199934.48
5001988,1228205.50,233889.70
5002055,1214456.00,203275.50
5002060,1188936.25,207580.23
5002077,1190372.87,232437.76
5002102,1157665.75,195161.84
5002139,1217644.00,271327.50
5002156,1195853.37,224184.90
5002173,1216972.62,207458.73
5002222,1209772.25,270076.31
5002249,1224788.25,261689.65
5002254,1185368.75,205168.60
5002301,1193268.62,302758.34
5002315,1181412.00,225398.00
5002381,1157082.50,244742.75
5002387,1191114.12,181893.95
5002400,1221862.62,234737.35
5002424,1215398.25,272173.78
5002472,1196766.50,234946.59
5002508,1210603.00,289016.71
5002537,1208678.87,212983.78
5002569,1235018.75,278050.87
5002579,1272027.75,92725.16
5002602,1192203.87,161756.62
5002626,1197068.12,153937.37
5002661,1139750.62,211346.82
5002685,1194276.62,200936.39
5002750,1208418.50,246971.93
5002814,1204247.00,223946.50
5002861,1188142.25,161175.84
5002865,1195438.37,220253.34
5002867,1216315.25,269520.37
5002886,1180848.75,216210.35
5002908,1191661.00,300756.71
5002920,1188232.75,250341.73
5002926,1226359.12,215972.98
5002927,1198189.15,191197.09
5002930,1198561.37,224272.70
5002957,1152678.37,242070.53
5002996,1205154.25,191234.12
5003007,1195728.25,272790.06
5003008,1215210.62,332481.00
5003012,1176938.50,214826.54
5003026,1204793.87,222047.29
5003050,1189458.62,258121.96
5003077,1190182.37,219272.28
5003103,1208641.62,271505.06
5003135,1176844.62,216474.32
5003192,1155037.37,223953.53
5003201,1178648.00,162063.17
5003204,1191149.50,287211.62
5003242,1188172.62,248174.04
5003268,1195148.75,262760.90
5003299,1196710.62,182904.32
5003362,1194802.50,224848.79
5003364,1219314.00,194703.15
5003382,1175654.37,243123.87
5003383,1200086.62,190631.07
5003412,1192445.62,276355.65
5003427,1227668.25,244809.73
5003430,1216212.12,200078.17
5003458,1201731.78,215304.33
5003469,1228273.00,296460.90
5003488,1215953.87,272098.12
5003514,1202702.50,213208.81
5003571,1194512.00,298617.90
5003577,1147613.12,221948.70
5003606,1195949.00,218216.73
5003618,1215996.50,205782.28
5003621,1202075.50,279400.59
5003624,1188155.12,231946.12
5003645,1227767.87,319651.12
5003649,1212449.37,200019.65
5003678,1180156.62,247263.46
5003710,1231883.25,284012.56
5003712,1221749.75,297589.93
5003724,1196861.37,191782.04
5003768,1227421.87,233423.43
5003770,1180516.62,254654.03
5003786,1202445.12,235026.23
5003806,1199899.37,288936.37
5003845,1177444.87,226787.65
5003851,1181294.87,219934.09
5003857,1224619.75,235763.65
5003871,1223568.62,231231.90
5003882,1163725.50,163294.75
5003886,1201148.00,213870.48
5003887,1199049.75,226297.40
5003941,1200093.50,215048.18
5003947,1195829.12,220861.56
5003951,1215008.25,267703.40
5003952,1195343.37,290427.03
5003960,1194240.64,218720.68
5003961,1169657.37,268135.28
5003978,1235825.00,279330.12
5003987,1229565.50,295795.40
5004000,1216646.12,228620.60
5004005,1203682.68,174961.87
5004058,1199209.50,171006.34
5004103,1233598.75,284412.78
5004124,1201829.37,265957.12
5004138,1217611.50,249726.00
5004151,1188832.00,214508.18
5004165,1201382.87,193256.87
5004167,1196010.23,186346.88
5004168,1181262.62,286420.78
5004183,1225827.00,248495.12
5004185,1235197.50,280414.65
5004190,1213836.25,242806.68
5004221,1212095.00,297452.93
5004250,1195237.50,202472.17
5004252,1217362.37,195074.17
5004258,1200062.50,202963.65
5004277,1220211.50,235562.53
5004289,1182854.62,287192.75
5004307,1177914.25,250337.20
5004319,1226756.12,240614.76
5004325,1226698.00,261429.18
5004334,1212114.12,239122.26
5004340,1188232.50,260232.57
5004344,1201103.63,216216.64
5004364,1224693.87,277744.96
5004373,1194683.75,221180.17
5004387,1186564.87,251728.32
5004441,1206180.12,236916.12
5004482,1188421.00,183757.03
5004492,1205033.12,198378.17
5004511,1192437.37,221136.37
5004519,1222962.62,259017.60
5004538,1275025.03,124240.76
5004556,1194033.37,219374.46
5004574,1202296.87,233144.64
5004613,1193634.50,213951.18
5004641,1228373.62,255770.20
5004660,1188689.12,296472.15
5004676,1222350.62,247947.71
5004711,1198818.12,203418.59
5004751,1184721.37,215710.82
5004752,1191644.75,212388.79
5004770,1191650.87,196724.17
5004778,1198322.62,298952.65
5004804,1223269.00,236063.06
5004846,1226569.50,235404.98
5004865,1211196.00,199169.68
5004876,1203360.87,194531.23
5004879,1199311.25,264060.96
5004908,1197093.50,185192.46
5004960,1218328.62,209045.51
5004987,1169686.00,246578.96
5005026,1209695.00,153748.01
5005061,1154285.00,223915.53
5005079,1198133.00,290082.03
5005111,1192187.62,235334.60
5005125,1196343.37,229445.46
5005179,1220910.12,310519.56
5005190,1194837.12,228009.34
5005191,1193100.25,196911.70
5005206,1228361.00,191585.14
5005209,1229141.23,222757.19
5005230,1211439.50,247057.04
5005252,1143091.92,221803.41
5005260,1189506.12,264099.37
5005293,1197055.75,307396.03
5005294,1195544.37,195786.07
5005297,1190718.62,269271.46
5005298,1173762.62,223069.04
5005303,1187254.37,241076.01
5005306,1214855.37,206976.93
5005311,1195850.87,306523.12
5005329,1193121.25,161570.79
5005370,1184857.75,286476.40
5005379,1197434.75,228611.20
5005403,1187892.87,211848.29
5005422,1208817.12,293057.06
5005423,1232523.87,299578.09
5005448,1192508.50,213822.71
5005452,1178441.87,220460.03
5005470,1276375.62,92395.64
5005515,1228026.62,237912.57
5005518,1207980.37,277378.78
5005523,1219672.12,257698.09
5005525,1204561.00,162559.70
5005598,1186179.75,217967.89
5005625,1195942.50,222813.96
5005633,1204565.62,230136.57
5005697,1229480.12,300220.37
5005714,1184931.00,212365.71
5005728,1221611.87,233698.85
5005770,1203810.62,347227.03
5005779,1202535.00,217523.34
5005784,1272283.58,93196.78
5005787,1211942.37,340273.40
